,Mode,,Frequency,,Isotopologue
MODE,174,FREQUENCY=,3134.49795,(CM**-1),CHDHD
MODE,175,FREQUENCY=,3134.72237,(CM**-1),CHDHD
MODE,176,FREQUENCY=,3136.619,(CM**-1),CHDHD
MODE,177,FREQUENCY=,3140.43516,(CM**-1),CHDHD
MODE,178,FREQUENCY=,3140.8836,(CM**-1),CHDHD
MODE,179,FREQUENCY=,3142.27307,(CM**-1),CHDHD
MODE,180,FREQUENCY=,3148.08915,(CM**-1),CHDHD
MODE,181,FREQUENCY=,3158.90706,(CM**-1),CHDHD
MODE,182,FREQUENCY=,3169.73694,(CM**-1),CHDHD
MODE,183,FREQUENCY=,3175.31031,(CM**-1),CHDHD
MODE,184,FREQUENCY=,3175.44827,(CM**-1),CHDHD
MODE,185,FREQUENCY=,3178.80356,(CM**-1),CHDHD
MODE,186,FREQUENCY=,3224.53403,(CM**-1),CHDHD
MODE,187,FREQUENCY=,3240.79981,(CM**-1),CHDHD
MODE,188,FREQUENCY=,3269.76191,(CM**-1),CHDHD
MODE,189,FREQUENCY=,3293.22406,(CM**-1),CHDHD
MODE,190,FREQUENCY=,3293.36641,(CM**-1),CHDHD
MODE,191,FREQUENCY=,3297.09451,(CM**-1),CHDHD
MODE,192,FREQUENCY=,3387.44711,(CM**-1),CHDHD
MODE,193,FREQUENCY=,3661.31517,(CM**-1),CHDHD
MODE,194,FREQUENCY=,3664.94753,(CM**-1),CHDHD
MODE,195,FREQUENCY=,3753.18523,(CM**-1),CHDHD
,,,,,
,,,,,
12-1-2-2-1,,,,,
MODE,1,FREQUENCY=,-1173.02804,(CM**-1),CHDDH
MODE,8,FREQUENCY=,21.25807,(CM**-1),CHDDH
MODE,9,FREQUENCY=,22.17775,(CM**-1),CHDDH
MODE,10,FREQUENCY=,25.45437,(CM**-1),CHDDH
MODE,11,FREQUENCY=,26.90623,(CM**-1),CHDDH
MODE,12,FREQUENCY=,28.3199,(CM**-1),CHDDH
MODE,13,FREQUENCY=,32.01698,(CM**-1),CHDDH
MODE,14,FREQUENCY=,36.70556,(CM**-1),CHDDH
MODE,15,FREQUENCY=,41.96733,(CM**-1),CHDDH
MODE,16,FREQUENCY=,45.15453,(CM**-1),CHDDH
MODE,17,FREQUENCY=,48.24961,(CM**-1),CHDDH
MODE,18,FREQUENCY=,50.60419,(CM**-1),CHDDH
MODE,19,FREQUENCY=,53.11041,(CM**-1),CHDDH
MODE,20,FREQUENCY=,56.57582,(CM**-1),CHDDH
MODE,21,FREQUENCY=,60.84625,(CM**-1),CHDDH
MODE,22,FREQUENCY=,62.37973,(CM**-1),CHDDH
MODE,23,FREQUENCY=,69.24939,(CM**-1),CHDDH
MODE,24,FREQUENCY=,76.37131,(CM**-1),CHDDH
MODE,25,FREQUENCY=,81.22929,(CM**-1),CHDDH
MODE,26,FREQUENCY=,84.34168,(CM**-1),CHDDH
MODE,27,FREQUENCY=,89.25275,(CM**-1),CHDDH
MODE,28,FREQUENCY=,99.07434,(CM**-1),CHDDH
MODE,29,FREQUENCY=,109.77465,(CM**-1),CHDDH
MODE,30,FREQUENCY=,110.51291,(CM**-1),CHDDH
MODE,31,FREQUENCY=,115.60121,(CM**-1),CHDDH
MODE,32,FREQUENCY=,124.72192,(CM**-1),CHDDH
MODE,33,FREQUENCY=,128.03667,(CM**-1),CHDDH
MODE,34,FREQUENCY=,134.77822,(CM**-1),CHDDH
MODE,35,FREQUENCY=,138.45392,(CM**-1),CHDDH
MODE,36,FREQUENCY=,140.54522,(CM**-1),CHDDH
MODE,37,FREQUENCY=,141.84459,(CM**-1),CHDDH
MODE,38,FREQUENCY=,147.61662,(CM**-1),CHDDH
MODE,39,FREQUENCY=,155.53314,(CM**-1),CHDDH
MODE,40,FREQUENCY=,156.80125,(CM**-1),CHDDH
MODE,41,FREQUENCY=,163.09976,(CM**-1),CHDDH
MODE,42,FREQUENCY=,166.90669,(CM**-1),CHDDH
MODE,43,FREQUENCY=,170.52974,(CM**-1),CHDDH
MODE,44,FREQUENCY=,172.41387,(CM**-1),CHDDH
MODE,45,FREQUENCY=,178.57358,(CM**-1),CHDDH
MODE,46,FREQUENCY=,189.58111,(CM**-1),CHDDH
MODE,47,FREQUENCY=,196.35619,(CM**-1),CHDDH
MODE,48,FREQUENCY=,206.34509,(CM**-1),CHDDH
MODE,49,FREQUENCY=,212.86224,(CM**-1),CHDDH
MODE,50,FREQUENCY=,218.13916,(CM**-1),CHDDH
MODE,51,FREQUENCY=,234.7611,(CM**-1),CHDDH
MODE,52,FREQUENCY=,243.969,(CM**-1),CHDDH
MODE,53,FREQUENCY=,275.78878,(CM**-1),CHDDH
MODE,54,FREQUENCY=,277.75977,(CM**-1),CHDDH
MODE,55,FREQUENCY=,282.72782,(CM**-1),CHDDH
MODE,56,FREQUENCY=,293.881,(CM**-1),CHDDH
MODE,57,FREQUENCY=,317.94862,(CM**-1),CHDDH
MODE,58,FREQUENCY=,320.37269,(CM**-1),CHDDH
MODE,59,FREQUENCY=,323.65884,(CM**-1),CHDDH
MODE,60,FREQUENCY=,330.78623,(CM**-1),CHDDH
MODE,61,FREQUENCY=,353.9423,(CM**-1),CHDDH
MODE,62,FREQUENCY=,359.63101,(CM**-1),CHDDH
MODE,63,FREQUENCY=,370.05357,(CM**-1),CHDDH
MODE,64,FREQUENCY=,373.04281,(CM**-1),CHDDH
MODE,65,FREQUENCY=,389.00653,(CM**-1),CHDDH
MODE,66,FREQUENCY=,426.978,(CM**-1),CHDDH
MODE,67,FREQUENCY=,456.259,(CM**-1),CHDDH
MODE,68,FREQUENCY=,486.49708,(CM**-1),CHDDH
MODE,69,FREQUENCY=,518.04072,(CM**-1),CHDDH
MODE,70,FREQUENCY=,528.68211,(CM**-1),CHDDH
MODE,71,FREQUENCY=,531.57661,(CM**-1),CHDDH
MODE,72,FREQUENCY=,539.9947,(CM**-1),CHDDH
MODE,73,FREQUENCY=,556.49037,(CM**-1),CHDDH
MODE,74,FREQUENCY=,576.27819,(CM**-1),CHDDH
MODE,75,FREQUENCY=,589.91123,(CM**-1),CHDDH
MODE,76,FREQUENCY=,597.43429,(CM**-1),CHDDH
MODE,77,FREQUENCY=,609.64947,(CM**-1),CHDDH
MODE,78,FREQUENCY=,612.88802,(CM**-1),CHDDH
MODE,79,FREQUENCY=,615.3838,(CM**-1),CHDDH
MODE,80,FREQUENCY=,629.75263,(CM**-1),CHDDH
MODE,81,FREQUENCY=,633.36078,(CM**-1),CHDDH
MODE,82,FREQUENCY=,644.3587,(CM**-1),CHDDH
MODE,83,FREQUENCY=,647.85814,(CM**-1),CHDDH
MODE,84,FREQUENCY=,662.22465,(CM**-1),CHDDH
MODE,85,FREQUENCY=,663.23019,(CM**-1),CHDDH
MODE,86,FREQUENCY=,664.13311,(CM**-1),CHDDH
MODE,87,FREQUENCY=,677.18136,(CM**-1),CHDDH
MODE,88,FREQUENCY=,681.19772,(CM**-1),CHDDH
MODE,89,FREQUENCY=,683.86852,(CM**-1),CHDDH
MODE,90,FREQUENCY=,728.59905,(CM**-1),CHDDH
MODE,91,FREQUENCY=,735.78212,(CM**-1),CHDDH
MODE,92,FREQUENCY=,742.8465,(CM**-1),CHDDH
MODE,93,FREQUENCY=,803.62648,(CM**-1),CHDDH
MODE,94,FREQUENCY=,836.47197,(CM**-1),CHDDH
MODE,95,FREQUENCY=,880.46964,(CM**-1),CHDDH
MODE,96,FREQUENCY=,922.52134,(CM**-1),CHDDH
MODE,97,FREQUENCY=,938.29153,(CM**-1),CHDDH
MODE,98,FREQUENCY=,939.39164,(CM**-1),CHDDH
MODE,99,FREQUENCY=,943.48782,(CM**-1),CHDDH
MODE,100,FREQUENCY=,944.23756,(CM**-1),CHDDH
MODE,101,FREQUENCY=,954.65488,(CM**-1),CHDDH
MODE,102,FREQUENCY=,998.45131,(CM**-1),CHDDH
MODE,103,FREQUENCY=,1010.01188,(CM**-1),CHDDH
MODE,104,FREQUENCY=,1011.38638,(CM**-1),CHDDH
MODE,105,FREQUENCY=,1014.66204,(CM**-1),CHDDH
MODE,106,FREQUENCY=,1017.13116,(CM**-1),CHDDH
MODE,107,FREQUENCY=,1019.54897,(CM**-1),CHDDH
MODE,108,FREQUENCY=,1024.99776,(CM**-1),CHDDH
MODE,109,FREQUENCY=,1026.52599,(CM**-1),CHDDH
MODE,110,FREQUENCY=,1037.10695,(CM**-1),CHDDH
MODE,111,FREQUENCY=,1043.09665,(CM**-1),CHDDH
MODE,112,FREQUENCY=,1058.68438,(CM**-1),CHDDH
MODE,113,FREQUENCY=,1065.29877,(CM**-1),CHDDH
MODE,114,FREQUENCY=,1067.79694,(CM**-1),CHDDH
MODE,115,FREQUENCY=,1070.34061,(CM**-1),CHDDH
MODE,116,FREQUENCY=,1071.12385,(CM**-1),CHDDH
MODE,117,FREQUENCY=,1072.67209,(CM**-1),CHDDH
MODE,118,FREQUENCY=,1077.30431,(CM**-1),CHDDH
MODE,119,FREQUENCY=,1092.7511,(CM**-1),CHDDH
MODE,120,FREQUENCY=,1095.65403,(CM**-1),CHDDH
MODE,121,FREQUENCY=,1137.60407,(CM**-1),CHDDH
MODE,122,FREQUENCY=,1154.16715,(CM**-1),CHDDH
MODE,123,FREQUENCY=,1169.76578,(CM**-1),CHDDH
MODE,124,FREQUENCY=,1183.13846,(CM**-1),CHDDH
MODE,125,FREQUENCY=,1223.76635,(CM**-1),CHDDH
MODE,126,FREQUENCY=,1257.26594,(CM**-1),CHDDH
MODE,127,FREQUENCY=,1260.62429,(CM**-1),CHDDH
MODE,128,FREQUENCY=,1298.49248,(CM**-1),CHDDH
MODE,129,FREQUENCY=,1299.5016,(CM**-1),CHDDH
MODE,130,FREQUENCY=,1306.52912,(CM**-1),CHDDH
MODE,131,FREQUENCY=,1315.79191,(CM**-1),CHDDH
MODE,132,FREQUENCY=,1348.77469,(CM**-1),CHDDH
MODE,133,FREQUENCY=,1350.46322,(CM**-1),CHDDH
MODE,134,FREQUENCY=,1370.05846,(CM**-1),CHDDH
MODE,135,FREQUENCY=,1381.31257,(CM**-1),CHDDH
MODE,136,FREQUENCY=,1389.57795,(CM**-1),CHDDH
MODE,137,FREQUENCY=,1399.97563,(CM**-1),CHDDH
MODE,138,FREQUENCY=,1428.45377,(CM**-1),CHDDH
MODE,139,FREQUENCY=,1429.99948,(CM**-1),CHDDH
MODE,140,FREQUENCY=,1433.44894,(CM**-1),CHDDH
MODE,141,FREQUENCY=,1443.51378,(CM**-1),CHDDH
MODE,142,FREQUENCY=,1471.20773,(CM**-1),CHDDH
MODE,143,FREQUENCY=,1476.13295,(CM**-1),CHDDH
MODE,144,FREQUENCY=,1477.43175,(CM**-1),CHDDH
MODE,145,FREQUENCY=,1478.68104,(CM**-1),CHDDH
MODE,146,FREQUENCY=,1479.97141,(CM**-1),CHDDH
MODE,147,FREQUENCY=,1482.20111,(CM**-1),CHDDH
MODE,148,FREQUENCY=,1483.3081,(CM**-1),CHDDH
MODE,149,FREQUENCY=,1487.57743,(CM**-1),CHDDH
MODE,150,FREQUENCY=,1488.63576,(CM**-1),CHDDH
MODE,151,FREQUENCY=,1489.44301,(CM**-1),CHDDH
MODE,152,FREQUENCY=,1489.95515,(CM**-1),CHDDH
MODE,153,FREQUENCY=,1491.25166,(CM**-1),CHDDH
MODE,154,FREQUENCY=,1503.94238,(CM**-1),CHDDH
MODE,155,FREQUENCY=,1511.65951,(CM**-1),CHDDH
MODE,156,FREQUENCY=,1512.37475,(CM**-1),CHDDH
MODE,157,FREQUENCY=,1542.07091,(CM**-1),CHDDH
MODE,158,FREQUENCY=,1543.2359,(CM**-1),CHDDH
MODE,159,FREQUENCY=,1594.22667,(CM**-1),CHDDH
MODE,160,FREQUENCY=,1616.20428,(CM**-1),CHDDH
MODE,161,FREQUENCY=,1617.40976,(CM**-1),CHDDH
MODE,162,FREQUENCY=,1623.81794,(CM**-1),CHDDH
MODE,163,FREQUENCY=,1650.17552,(CM**-1),CHDDH
MODE,164,FREQUENCY=,1720.78983,(CM**-1),CHDDH
MODE,165,FREQUENCY=,1724.6656,(CM**-1),CHDDH
MODE,166,FREQUENCY=,2251.26407,(CM**-1),CHDDH
MODE,167,FREQUENCY=,2388.92518,(CM**-1),CHDDH
MODE,168,FREQUENCY=,3056.12728,(CM**-1),CHDDH
MODE,169,FREQUENCY=,3060.05211,(CM**-1),CHDDH
MODE,170,FREQUENCY=,3060.41279,(CM**-1),CHDDH
MODE,171,FREQUENCY=,3064.3963,(CM**-1),CHDDH
MODE,172,FREQUENCY=,3064.6343,(CM**-1),CHDDH
MODE,173,FREQUENCY=,3065.70428,(CM**-1),CHDDH
MODE,174,FREQUENCY=,3128.13624,(CM**-1),CHDDH
MODE,175,FREQUENCY=,3134.72234,(CM**-1),CHDDH
MODE,176,FREQUENCY=,3136.61902,(CM**-1),CHDDH
MODE,177,FREQUENCY=,3140.43417,(CM**-1),CHDDH
MODE,178,FREQUENCY=,3140.8836,(CM**-1),CHDDH
MODE,179,FREQUENCY=,3142.27308,(CM**-1),CHDDH
MODE,180,FREQUENCY=,3148.08917,(CM**-1),CHDDH
MODE,181,FREQUENCY=,3158.90706,(CM**-1),CHDDH
MODE,182,FREQUENCY=,3169.73647,(CM**-1),CHDDH
MODE,183,FREQUENCY=,3175.31032,(CM**-1),CHDDH
MODE,184,FREQUENCY=,3175.44829,(CM**-1),CHDDH
MODE,185,FREQUENCY=,3178.80357,(CM**-1),CHDDH
MODE,186,FREQUENCY=,3190.48307,(CM**-1),CHDDH
MODE,187,FREQUENCY=,3240.85972,(CM**-1),CHDDH
MODE,188,FREQUENCY=,3269.76277,(CM**-1),CHDDH
MODE,189,FREQUENCY=,3293.22419,(CM**-1),CHDDH
MODE,190,FREQUENCY=,3293.36641,(CM**-1),CHDDH
MODE,191,FREQUENCY=,3297.09493,(CM**-1),CHDDH
MODE,192,FREQUENCY=,3387.45022,(CM**-1),CHDDH
MODE,193,FREQUENCY=,3661.31526,(CM**-1),CHDDH
MODE,194,FREQUENCY=,3664.94756,(CM**-1),CHDDH
MODE,195,FREQUENCY=,3753.18525,(CM**-1),CHDDH
,,,,,
,,,,,
12-1-2-2-2,,,,,
MODE,1,FREQUENCY=,-895.8091,(CM**-1),CHDDD
MODE,8,FREQUENCY=,21.25329,(CM**-1),CHDDD
MODE,9,FREQUENCY=,22.10856,(CM**-1),CHDDD
MODE,10,FREQUENCY=,25.45362,(CM**-1),CHDDD
MODE,11,FREQUENCY=,26.89831,(CM**-1),CHDDD
MODE,12,FREQUENCY=,28.31718,(CM**-1),CHDDD
MODE,13,FREQUENCY=,32.01363,(CM**-1),CHDDD
MODE,14,FREQUENCY=,36.70282,(CM**-1),CHDDD
MODE,15,FREQUENCY=,41.96197,(CM**-1),CHDDD
MODE,16,FREQUENCY=,45.14792,(CM**-1),CHDDD
MODE,17,FREQUENCY=,48.21148,(CM**-1),CHDDD
MODE,18,FREQUENCY=,50.55683,(CM**-1),CHDDD
MODE,19,FREQUENCY=,53.10889,(CM**-1),CHDDD
MODE,20,FREQUENCY=,56.55295,(CM**-1),CHDDD
MODE,21,FREQUENCY=,60.79503,(CM**-1),CHDDD
MODE,22,FREQUENCY=,62.36719,(CM**-1),CHDDD
MODE,23,FREQUENCY=,69.24399,(CM**-1),CHDDD
MODE,24,FREQUENCY=,76.36836,(CM**-1),CHDDD
MODE,25,FREQUENCY=,81.22223,(CM**-1),CHDDD
MODE,26,FREQUENCY=,84.33188,(CM**-1),CHDDD
MODE,27,FREQUENCY=,89.24527,(CM**-1),CHDDD
MODE,28,FREQUENCY=,98.98295,(CM**-1),CHDDD
MODE,29,FREQUENCY=,109.75733,(CM**-1),CHDDD
MODE,30,FREQUENCY=,110.50351,(CM**-1),CHDDD
MODE,31,FREQUENCY=,115.59618,(CM**-1),CHDDD
MODE,32,FREQUENCY=,124.7159,(CM**-1),CHDDD
MODE,33,FREQUENCY=,128.02303,(CM**-1),CHDDD
MODE,34,FREQUENCY=,134.69853,(CM**-1),CHDDD
MODE,35,FREQUENCY=,138.43461,(CM**-1),CHDDD
MODE,36,FREQUENCY=,140.52045,(CM**-1),CHDDD
MODE,37,FREQUENCY=,141.80826,(CM**-1),CHDDD
MODE,38,FREQUENCY=,147.46266,(CM**-1),CHDDD
MODE,39,FREQUENCY=,155.48929,(CM**-1),CHDDD
MODE,40,FREQUENCY=,156.71321,(CM**-1),CHDDD
MODE,41,FREQUENCY=,163.09902,(CM**-1),CHDDD
MODE,42,FREQUENCY=,166.89098,(CM**-1),CHDDD
MODE,43,FREQUENCY=,170.50189,(CM**-1),CHDDD
MODE,44,FREQUENCY=,172.33806,(CM**-1),CHDDD
MODE,45,FREQUENCY=,178.29209,(CM**-1),CHDDD
MODE,46,FREQUENCY=,189.53326,(CM**-1),CHDDD
MODE,47,FREQUENCY=,196.20901,(CM**-1),CHDDD
MODE,48,FREQUENCY=,206.11156,(CM**-1),CHDDD
MODE,49,FREQUENCY=,212.77479,(CM**-1),CHDDD
MODE,50,FREQUENCY=,217.97116,(CM**-1),CHDDD
MODE,51,FREQUENCY=,234.12863,(CM**-1),CHDDD
MODE,52,FREQUENCY=,239.54821,(CM**-1),CHDDD
MODE,53,FREQUENCY=,275.43643,(CM**-1),CHDDD
MODE,54,FREQUENCY=,277.70023,(CM**-1),CHDDD
MODE,55,FREQUENCY=,282.50108,(CM**-1),CHDDD
MODE,56,FREQUENCY=,292.41972,(CM**-1),CHDDD
MODE,57,FREQUENCY=,308.36618,(CM**-1),CHDDD
MODE,58,FREQUENCY=,314.61578,(CM**-1),CHDDD
MODE,59,FREQUENCY=,319.12057,(CM**-1),CHDDD
MODE,60,FREQUENCY=,320.78423,(CM**-1),CHDDD
MODE,61,FREQUENCY=,352.7251,(CM**-1),CHDDD
MODE,62,FREQUENCY=,359.02907,(CM**-1),CHDDD
MODE,63,FREQUENCY=,363.31749,(CM**-1),CHDDD
MODE,64,FREQUENCY=,372.93786,(CM**-1),CHDDD
MODE,65,FREQUENCY=,379.37535,(CM**-1),CHDDD
MODE,66,FREQUENCY=,418.32861,(CM**-1),CHDDD
MODE,67,FREQUENCY=,456.24776,(CM**-1),CHDDD
MODE,68,FREQUENCY=,486.49369,(CM**-1),CHDDD
MODE,69,FREQUENCY=,517.94461,(CM**-1),CHDDD
MODE,70,FREQUENCY=,528.67561,(CM**-1),CHDDD
MODE,71,FREQUENCY=,531.56077,(CM**-1),CHDDD
MODE,72,FREQUENCY=,539.9887,(CM**-1),CHDDD
MODE,73,FREQUENCY=,556.38078,(CM**-1),CHDDD
MODE,74,FREQUENCY=,576.27592,(CM**-1),CHDDD
MODE,75,FREQUENCY=,589.88797,(CM**-1),CHDDD
MODE,76,FREQUENCY=,597.43327,(CM**-1),CHDDD
MODE,77,FREQUENCY=,609.64835,(CM**-1),CHDDD
MODE,78,FREQUENCY=,612.88562,(CM**-1),CHDDD
MODE,79,FREQUENCY=,615.37959,(CM**-1),CHDDD
MODE,80,FREQUENCY=,629.74181,(CM**-1),CHDDD
MODE,81,FREQUENCY=,633.35889,(CM**-1),CHDDD
MODE,82,FREQUENCY=,644.35832,(CM**-1),CHDDD
MODE,83,FREQUENCY=,647.85787,(CM**-1),CHDDD
MODE,84,FREQUENCY=,662.06632,(CM**-1),CHDDD
MODE,85,FREQUENCY=,663.20791,(CM**-1),CHDDD
MODE,86,FREQUENCY=,664.06812,(CM**-1),CHDDD
MODE,87,FREQUENCY=,677.17658,(CM**-1),CHDDD
MODE,88,FREQUENCY=,681.03829,(CM**-1),CHDDD
MODE,89,FREQUENCY=,683.80295,(CM**-1),CHDDD
MODE,90,FREQUENCY=,718.02632,(CM**-1),CHDDD
MODE,91,FREQUENCY=,728.59995,(CM**-1),CHDDD
MODE,92,FREQUENCY=,735.78648,(CM**-1),CHDDD
MODE,93,FREQUENCY=,803.40706,(CM**-1),CHDDD
MODE,94,FREQUENCY=,836.46138,(CM**-1),CHDDD
MODE,95,FREQUENCY=,866.45503,(CM**-1),CHDDD
MODE,96,FREQUENCY=,880.46522,(CM**-1),CHDDD
MODE,97,FREQUENCY=,909.06262,(CM**-1),CHDDD
MODE,98,FREQUENCY=,922.55263,(CM**-1),CHDDD
MODE,99,FREQUENCY=,938.2938,(CM**-1),CHDDD
MODE,100,FREQUENCY=,939.39764,(CM**-1),CHDDD
MODE,101,FREQUENCY=,943.51011,(CM**-1),CHDDD
MODE,102,FREQUENCY=,944.26892,(CM**-1),CHDDD
MODE,103,FREQUENCY=,954.61742,(CM**-1),CHDDD
MODE,104,FREQUENCY=,998.62592,(CM**-1),CHDDD
MODE,105,FREQUENCY=,1010.03323,(CM**-1),CHDDD
MODE,106,FREQUENCY=,1011.41616,(CM**-1),CHDDD
MODE,107,FREQUENCY=,1014.72487,(CM**-1),CHDDD
MODE,108,FREQUENCY=,1017.15877,(CM**-1),CHDDD
MODE,109,FREQUENCY=,1023.77266,(CM**-1),CHDDD
MODE,110,FREQUENCY=,1025.42031,(CM**-1),CHDDD
MODE,111,FREQUENCY=,1026.53497,(CM**-1),CHDDD
MODE,112,FREQUENCY=,1037.11734,(CM**-1),CHDDD
MODE,113,FREQUENCY=,1043.09592,(CM**-1),CHDDD
MODE,114,FREQUENCY=,1058.69057,(CM**-1),CHDDD
MODE,115,FREQUENCY=,1065.42874,(CM**-1),CHDDD
MODE,116,FREQUENCY=,1068.06763,(CM**-1),CHDDD
MODE,117,FREQUENCY=,1070.3549,(CM**-1),CHDDD
MODE,118,FREQUENCY=,1071.13439,(CM**-1),CHDDD
MODE,119,FREQUENCY=,1072.6726,(CM**-1),CHDDD
MODE,120,FREQUENCY=,1092.74282,(CM**-1),CHDDD
MODE,121,FREQUENCY=,1095.65105,(CM**-1),CHDDD
MODE,122,FREQUENCY=,1126.79449,(CM**-1),CHDDD
MODE,123,FREQUENCY=,1154.14563,(CM**-1),CHDDD
MODE,124,FREQUENCY=,1169.7661,(CM**-1),CHDDD
MODE,125,FREQUENCY=,1183.13864,(CM**-1),CHDDD
MODE,126,FREQUENCY=,1257.26352,(CM**-1),CHDDD
MODE,127,FREQUENCY=,1260.62331,(CM**-1),CHDDD
MODE,128,FREQUENCY=,1298.48488,(CM**-1),CHDDD
MODE,129,FREQUENCY=,1299.49389,(CM**-1),CHDDD
MODE,130,FREQUENCY=,1306.33033,(CM**-1),CHDDD
MODE,131,FREQUENCY=,1315.58883,(CM**-1),CHDDD
MODE,132,FREQUENCY=,1348.77448,(CM**-1),CHDDD
MODE,133,FREQUENCY=,1350.46308,(CM**-1),CHDDD
MODE,134,FREQUENCY=,1370.04603,(CM**-1),CHDDD
MODE,135,FREQUENCY=,1381.29808,(CM**-1),CHDDD
MODE,136,FREQUENCY=,1389.5686,(CM**-1),CHDDD
MODE,137,FREQUENCY=,1399.94453,(CM**-1),CHDDD
MODE,138,FREQUENCY=,1428.44875,(CM**-1),CHDDD
MODE,139,FREQUENCY=,1429.99009,(CM**-1),CHDDD
MODE,140,FREQUENCY=,1433.44752,(CM**-1),CHDDD
MODE,141,FREQUENCY=,1443.49374,(CM**-1),CHDDD
MODE,142,FREQUENCY=,1471.19028,(CM**-1),CHDDD
MODE,143,FREQUENCY=,1476.13254,(CM**-1),CHDDD
MODE,144,FREQUENCY=,1477.42972,(CM**-1),CHDDD
MODE,145,FREQUENCY=,1478.68103,(CM**-1),CHDDD
MODE,146,FREQUENCY=,1479.96553,(CM**-1),CHDDD
MODE,147,FREQUENCY=,1482.19166,(CM**-1),CHDDD
MODE,148,FREQUENCY=,1483.30727,(CM**-1),CHDDD
MODE,149,FREQUENCY=,1487.57709,(CM**-1),CHDDD
MODE,150,FREQUENCY=,1488.63537,(CM**-1),CHDDD
MODE,151,FREQUENCY=,1489.43942,(CM**-1),CHDDD
MODE,152,FREQUENCY=,1489.95503,(CM**-1),CHDDD
MODE,153,FREQUENCY=,1491.25097,(CM**-1),CHDDD
MODE,154,FREQUENCY=,1503.93037,(CM**-1),CHDDD
MODE,155,FREQUENCY=,1511.65562,(CM**-1),CHDDD
MODE,156,FREQUENCY=,1512.37276,(CM**-1),CHDDD
MODE,157,FREQUENCY=,1542.06147,(CM**-1),CHDDD
MODE,158,FREQUENCY=,1543.22855,(CM**-1),CHDDD
MODE,159,FREQUENCY=,1594.17929,(CM**-1),CHDDD
MODE,160,FREQUENCY=,1616.19959,(CM**-1),CHDDD
MODE,161,FREQUENCY=,1617.40913,(CM**-1),CHDDD
MODE,162,FREQUENCY=,1623.78731,(CM**-1),CHDDD
MODE,163,FREQUENCY=,1650.17153,(CM**-1),CHDDD
MODE,164,FREQUENCY=,1720.77321,(CM**-1),CHDDD
MODE,165,FREQUENCY=,1724.66411,(CM**-1),CHDDD
MODE,166,FREQUENCY=,2251.13534,(CM**-1),CHDDD
MODE,167,FREQUENCY=,2388.86838,(CM**-1),CHDDD
MODE,168,FREQUENCY=,3056.12704,(CM**-1),CHDDD
MODE,169,FREQUENCY=,3060.05209,(CM**-1),CHDDD
MODE,170,FREQUENCY=,3060.41272,(CM**-1),CHDDD
MODE,171,FREQUENCY=,3064.39625,(CM**-1),CHDDD
MODE,172,FREQUENCY=,3064.63425,(CM**-1),CHDDD
MODE,173,FREQUENCY=,3065.70424,(CM**-1),CHDDD
MODE,174,FREQUENCY=,3128.13608,(CM**-1),CHDDD
MODE,175,FREQUENCY=,3134.72234,(CM**-1),CHDDD
MODE,176,FREQUENCY=,3136.61898,(CM**-1),CHDDD
MODE,177,FREQUENCY=,3140.43407,(CM**-1),CHDDD
MODE,178,FREQUENCY=,3140.8836,(CM**-1),CHDDD
MODE,179,FREQUENCY=,3142.27305,(CM**-1),CHDDD
MODE,180,FREQUENCY=,3148.08915,(CM**-1),CHDDD
MODE,181,FREQUENCY=,3158.90706,(CM**-1),CHDDD
MODE,182,FREQUENCY=,3169.73619,(CM**-1),CHDDD
MODE,183,FREQUENCY=,3175.31031,(CM**-1),CHDDD
MODE,184,FREQUENCY=,3175.44826,(CM**-1),CHDDD
MODE,185,FREQUENCY=,3178.80354,(CM**-1),CHDDD
MODE,186,FREQUENCY=,3190.3431,(CM**-1),CHDDD
MODE,187,FREQUENCY=,3240.79883,(CM**-1),CHDDD
MODE,188,FREQUENCY=,3269.76189,(CM**-1),CHDDD
MODE,189,FREQUENCY=,3293.22405,(CM**-1),CHDDD
MODE,190,FREQUENCY=,3293.36641,(CM**-1),CHDDD
MODE,191,FREQUENCY=,3297.09451,(CM**-1),CHDDD
MODE,192,FREQUENCY=,3387.44658,(CM**-1),CHDDD
MODE,193,FREQUENCY=,3661.31517,(CM**-1),CHDDD
MODE,194,FREQUENCY=,3664.94753,(CM**-1),CHDDD
MODE,195,FREQUENCY=,3753.18519,(CM**-1),CHDDD
,,,,,
,,,,,
12-2-1-1-1,,,,,
MODE,1,FREQUENCY=,-1182.38408,(CM**-1),CDHHH
MODE,8,FREQUENCY=,21.33139,(CM**-1),CDHHH
MODE,9,FREQUENCY=,23.25402,(CM**-1),CDHHH
MODE,10,FREQUENCY=,25.4476,(CM**-1),CDHHH
MODE,11,FREQUENCY=,27.41379,(CM**-1),CDHHH
MODE,12,FREQUENCY=,28.31964,(CM**-1),CDHHH
MODE,13,FREQUENCY=,31.99975,(CM**-1),CDHHH
MODE,14,FREQUENCY=,36.74027,(CM**-1),CDHHH
MODE,15,FREQUENCY=,42.10945,(CM**-1),CDHHH
MODE,16,FREQUENCY=,45.24593,(CM**-1),CDHHH
MODE,17,FREQUENCY=,49.56114,(CM**-1),CDHHH
MODE,18,FREQUENCY=,52.99892,(CM**-1),CDHHH
MODE,19,FREQUENCY=,54.68228,(CM**-1),CDHHH
MODE,20,FREQUENCY=,56.24082,(CM**-1),CDHHH
