f,ln(c/c0)_median,ln(c/c0)_central,ln(c/c0)_lo_1sigma,ln(c/c0)_hi_1sigma,ln(c/c0)_lo_2sigma,ln(c/c0)_hi_2sigma,ln(c/c0)_lo,ln(c/c0)_hi,ln(d/d0)_median,ln(d/d0)_central,ln(d/d0)_lo_1sigma,ln(d/d0)_hi_1sigma,ln(d/d0)_lo_2sigma,ln(d/d0)_hi_2sigma,ln(d/d0)_lo,ln(d/d0)_hi,DeltaCD_median,DeltaCD_central,DeltaCD_lo_1sigma,DeltaCD_hi_1sigma,DeltaCD_lo_2sigma,DeltaCD_hi_2sigma,DeltaCD_lo,DeltaCD_hi,DeltaDD_median,DeltaDD_central,DeltaDD_lo_1sigma,DeltaDD_hi_1sigma,DeltaDD_lo_2sigma,DeltaDD_hi_2sigma,DeltaDD_lo,DeltaDD_hi
0.2,0.03163958509305864,0.03164808366898983,0.02898542916566889,0.03461504365610437,0.026087877193589386,0.03685421375666128,0.02898542916566889,0.03461504365610437,0.2635229290122877,0.26343890344625204,0.2585869241852954,0.2688611766661534,0.25304821217140405,0.2726585930206923,0.2585869241852954,0.2688611766661534,12.341784631617546,12.569109538570192,10.110388642389635,15.148271023964538,7.419818838605236,18.014934693406065,10.110388642389635,15.148271023964538,16.97919756669205,16.951912469815024,12.736386487248065,20.69341923009938,9.310804669335514,25.41915555270596,12.736386487248065,20.69341923009938
0.20672268907563027,0.0311328657439126,0.031136946277557965,0.02852303966243063,0.034047063688134406,0.025677810890124747,0.03624483932994958,0.02852303966243063,0.034047063688134406,0.2598944863490743,0.25981663334406224,0.25511023429368346,0.26506367468243247,0.2497380441837666,0.26879277112326294,0.25511023429368346,0.26506367468243247,11.99499415248271,12.217628196427066,9.793514126526464,14.75870123355236,7.140320926755821,17.58803237948145,9.793514126526464,14.75870123355236,15.95031389524155,15.922740009306255,11.782786403389803,19.583374393396884,8.435655027460262,24.24096365379463,11.782786403389803,19.583374393396884
0.21344537815126052,0.030634064865090977,0.030637124366134066,0.02807069516207982,0.0334953766012464,0.025276434382828835,0.03564943727597727,0.02807069516207982,0.0334953766012464,0.2563277612227087,0.25625705357438616,0.25167868092942364,0.26132232344208023,0.24650043804336552,0.26498779909883063,0.25167868092942364,0.26132232344208023,11.660874895365108,11.878885745629855,9.488856169376856,14.383601569932793,6.872378319995729,17.175070801795933,9.488856169376856,14.383601569932793,14.983159424226379,14.944027673639912,10.89068788354241,18.528586164567276,7.607325719323345,23.115628366922984,10.89068788354241,18.528586164567276
0.22016806722689078,0.030143921038477177,0.03014804796983686,0.027627885373695885,0.03295726201089597,0.024883317673909246,0.035067306556680986,0.027627885373695885,0.03295726201089597,0.25280983739835416,0.2527571095757968,0.2483196641116397,0.25765070964485093,0.24335653343842129,0.2611934955227643,0.2483196641116397,0.25765070964485093,11.338707661040285,11.552131353641439,9.195689800165166,14.024848802189144,6.615293606273567,16.775286695138988,9.195689800165166,14.024848802189144,14.034987114505084,14.012541529745242,10.066024866612718,17.524657827783038,6.822746474124094,22.039940545261008,10.066024866612718,17.524657827783038
0.22689075630252103,0.02966406246814928,0.029669190484820473,0.027194163667013438,0.032431072533187895,0.024498067507314845,0.03449780642770963,0.027194163667013438,0.032431072533187895,0.24934107831027882,0.24931397409961198,0.24498866850845247,0.25403956233242053,0.24025670524981968,0.25747674923589414,0.24498866850845247,0.25403956233242053,11.02781965740932,11.236681602437068,8.914284005700981,13.680007734694065,6.368470733205806,16.38795353864622,8.914284005700981,13.680007734694065,13.1280445835258,13.125362369179363,9.266368019469976,16.589085272464597,6.07910246947635,20.993504915301624,9.266368019469976,16.589085272464597
0.23361344537815126,0.02919401328168921,0.02920007165391568,0.026768457657773505,0.03190863841314318,0.024120319646223555,0.03394032758226312,0.026768457657773505,0.03190863841314318,0.2459279099002345,0.24592507241098133,0.24171325993517417,0.25050019571350085,0.23719910929244767,0.2538341553833351,0.24171325993517417,0.25050019571350085,10.725779423585877,10.931926016487248,8.644070517918403,13.341995579321091,6.131338238249025,16.01237713794004,8.644070517918403,13.341995579321091,12.309539255163953,12.27991110401736,8.50297345816367,15.697535818688653,5.373928830497205,19.98864919327753,8.50297345816367,15.697535818688653
0.24033613445378152,0.028733327598919216,0.028740245823642624,0.026350803984985842,0.0314019439659012,0.023749749663325454,0.033394312064980065,0.026350803984985842,0.0314019439659012,0.24259017862375348,0.24258801443664563,0.23849494023072307,0.24699996635534913,0.23418200802682995,0.25025207486040885,0.23849494023072307,0.24699996635534913,10.433637604216193,10.637291185338317,8.383500919888343,13.012202912384298,5.903343396183679,15.647961614690855,8.383500919888343,13.012202912384298,11.523359174438113,11.473743335034055,7.773850415575452,14.820691438717866,4.704946465671482,19.026140596168727,7.773850415575452,14.820691438717866
0.24705882352941178,0.028281580789051013,0.028289303411727734,0.025941098693997546,0.030905408997946204,0.02338604848785726,0.03285925428694871,0.025941098693997546,0.030905408997946204,0.23930371421324015,0.23930060657478305,0.23536842832938557,0.24353904385238948,0.2312036912598099,0.2467278733707601,0.23536842832938557,0.24353904385238948,10.150522520507074,10.352253086957141,8.132070496087781,12.692733454153592,5.683976890056152,15.294167337547298,8.132070496087781,12.692733454153592,10.755863816868576,10.704628415968154,7.089364001463256,13.973860717152512,4.069977975505888,18.09842001584552,7.089364001463256,13.973860717152512
0.253781512605042,0.027838385814215216,0.027846871669344173,0.025540283831926736,0.030418378371731315,0.023028916208022897,0.03233466720032369,0.025540283831926736,0.030418378371731315,0.23608499816924677,0.23606085935667365,0.23224745610789183,0.24015133931963475,0.22825485012354252,0.24325909735086562,0.23224745610789183,0.24015133931963475,9.878290428951125,10.076345515848319,7.88912670576443,12.383038726952305,5.4728151400434975,14.95046389916019,7.88912670576443,12.383038726952305,10.024001657399927,9.970604894228773,6.4264509848272695,13.188286725319374,3.467153261650358,17.20572449350601,6.4264509848272695,13.188286725319374
0.2605042016806723,0.027403387997882195,0.02741259094020742,0.02514953043626534,0.029941266697916902,0.022678096129226014,0.03182010099092695,0.02514953043626534,0.029941266697916902,0.2328930272963965,0.23286683822945378,0.2291657217948467,0.23683311519935998,0.22532682127802178,0.2398434044861966,0.2291657217948467,0.23683311519935998,9.613241027879038,9.809116946314974,7.653953066698484,12.08266219003069,5.269448997801895,14.61634525722574,7.653953066698484,12.08266219003069,9.321992922096104,9.269771134541173,5.797371886583623,12.46191088575659,2.8947204802491986,16.35501174455773,5.797371886583623,12.46191088575659
