f_100,d13C_100,dD_100,D13CH3D_100,D12CH2D2_100,f_66,d13C_66,dD_66,D13CH3D_66,D12CH2D2_66,f_33,d13C_33,dD_33,D13CH3D_33,D12CH2D2_33,f_0,d13C_0,dD_0,D13CH3D_0,D12CH2D2_0
0.42908,-21.53814,4.32667,-1.2956,-13.36938,0.42908,-21.17215,2.4505,0.34337,-14.24888,0.42908,-20.81679,0.63281,1.9367,-15.10174,0.42908,-20.4613,-1.18158,3.53257,-15.95387
0.42908,-21.53791,4.32893,-1.29565,-13.36964,0.42908,-21.17191,2.45273,0.34333,-14.24914,0.42908,-20.81654,0.63502,1.93669,-15.10201,0.42908,-20.46105,-1.1794,3.53258,-15.95415
0.42907,-21.53767,4.33118,-1.2957,-13.36989,0.42907,-21.17166,2.45496,0.3433,-14.24941,0.42907,-20.8163,0.63722,1.93667,-15.10229,0.42907,-20.4608,-1.17722,3.53258,-15.95443
0.42907,-21.53743,4.33344,-1.29576,-13.37014,0.42907,-21.17142,2.45719,0.34327,-14.24967,0.42907,-20.81605,0.63942,1.93666,-15.10256,0.42907,-20.46055,-1.17505,3.53259,-15.95471
0.42907,-21.5372,4.3357,-1.29581,-13.37039,0.42907,-21.17118,2.45942,0.34323,-14.24993,0.42907,-20.81581,0.64163,1.93665,-15.10283,0.42907,-20.4603,-1.17287,3.53259,-15.955
0.42906,-21.53696,4.33795,-1.29586,-13.37065,0.42906,-21.17094,2.46165,0.3432,-14.25019,0.42906,-20.81556,0.64383,1.93663,-15.1031,0.42906,-20.46005,-1.17069,3.5326,-15.95528
0.42906,-21.53672,4.34021,-1.29591,-13.3709,0.42906,-21.1707,2.46388,0.34317,-14.25046,0.42906,-20.81532,0.64604,1.93662,-15.10338,0.42906,-20.4598,-1.16851,3.5326,-15.95556
0.42905,-21.53649,4.34246,-1.29596,-13.37115,0.42905,-21.17046,2.46611,0.34314,-14.25072,0.42905,-20.81507,0.64824,1.9366,-15.10365,0.42905,-20.45955,-1.16633,3.53261,-15.95584
0.42905,-21.53625,4.34472,-1.29602,-13.3714,0.42905,-21.17022,2.46834,0.3431,-14.25098,0.42905,-20.81483,0.65044,1.93659,-15.10392,0.42905,-20.4593,-1.16415,3.53261,-15.95613
0.42904,-21.53601,4.34697,-1.29607,-13.37166,0.42904,-21.16998,2.47057,0.34307,-14.25124,0.42904,-20.81458,0.65265,1.93658,-15.1042,0.42904,-20.45905,-1.16198,3.53262,-15.95641
0.42904,-21.53578,4.34923,-1.29612,-13.37191,0.42904,-21.16973,2.4728,0.34304,-14.25151,0.42904,-20.81433,0.65485,1.93656,-15.10447,0.42904,-20.4588,-1.1598,3.53262,-15.95669
0.42904,-21.53554,4.35148,-1.29617,-13.37216,0.42904,-21.16949,2.47503,0.34301,-14.25177,0.42904,-20.81409,0.65705,1.93655,-15.10474,0.42904,-20.45855,-1.15762,3.53263,-15.95697
0.42903,-21.5353,4.35374,-1.29622,-13.37241,0.42903,-21.16925,2.47725,0.34297,-14.25203,0.42903,-20.81384,0.65926,1.93653,-15.10501,0.42903,-20.4583,-1.15544,3.53263,-15.95725
0.42903,-21.53507,4.356,-1.29628,-13.37267,0.42903,-21.16901,2.47948,0.34294,-14.2523,0.42903,-20.8136,0.66146,1.93652,-15.10529,0.42903,-20.45805,-1.15326,3.53264,-15.95754
0.42902,-21.53483,4.35825,-1.29633,-13.37292,0.42902,-21.16877,2.48171,0.34291,-14.25256,0.42902,-20.81335,0.66367,1.93651,-15.10556,0.42902,-20.45781,-1.15108,3.53264,-15.95782
0.42902,-21.53459,4.36051,-1.29638,-13.37317,0.42902,-21.16853,2.48394,0.34288,-14.25282,0.42902,-20.81311,0.66587,1.93649,-15.10583,0.42902,-20.45756,-1.14891,3.53265,-15.9581
0.42901,-21.53436,4.36276,-1.29643,-13.37342,0.42901,-21.16829,2.48617,0.34284,-14.25308,0.42901,-20.81286,0.66807,1.93648,-15.1061,0.42901,-20.45731,-1.14673,3.53265,-15.95838
0.42901,-21.53412,4.36502,-1.29648,-13.37368,0.42901,-21.16805,2.4884,0.34281,-14.25335,0.42901,-20.81262,0.67028,1.93647,-15.10638,0.42901,-20.45706,-1.14455,3.53266,-15.95867
0.42901,-21.53388,4.36727,-1.29654,-13.37393,0.42901,-21.16781,2.49063,0.34278,-14.25361,0.42901,-20.81237,0.67248,1.93645,-15.10665,0.42901,-20.45681,-1.14237,3.53266,-15.95895
0.429,-21.53365,4.36953,-1.29659,-13.37418,0.429,-21.16756,2.49286,0.34275,-14.25387,0.429,-20.81212,0.67468,1.93644,-15.10692,0.429,-20.45656,-1.14019,3.53267,-15.95923
0.429,-21.53341,4.37178,-1.29664,-13.37444,0.429,-21.16732,2.49509,0.34271,-14.25413,0.429,-20.81188,0.67689,1.93642,-15.10719,0.429,-20.45631,-1.13802,3.53267,-15.95951
0.42899,-21.53317,4.37404,-1.29669,-13.37469,0.42899,-21.16708,2.49732,0.34268,-14.2544,0.42899,-20.81163,0.67909,1.93641,-15.10747,0.42899,-20.45606,-1.13584,3.53268,-15.9598
0.42899,-21.53294,4.3763,-1.29674,-13.37494,0.42899,-21.16684,2.49955,0.34265,-14.25466,0.42899,-20.81139,0.6813,1.9364,-15.10774,0.42899,-20.45581,-1.13366,3.53268,-15.96008
0.42898,-21.5327,4.37855,-1.29679,-13.37519,0.42898,-21.1666,2.50178,0.34261,-14.25492,0.42898,-20.81114,0.6835,1.93638,-15.10801,0.42898,-20.45556,-1.13148,3.53269,-15.96036
0.42898,-21.53246,4.38081,-1.29685,-13.37545,0.42898,-21.16636,2.50401,0.34258,-14.25519,0.42898,-20.8109,0.6857,1.93637,-15.10828,0.42898,-20.45531,-1.1293,3.53269,-15.96064
0.42898,-21.53223,4.38306,-1.2969,-13.3757,0.42898,-21.16612,2.50623,0.34255,-14.25545,0.42898,-20.81065,0.68791,1.93635,-15.10856,0.42898,-20.45506,-1.12712,3.5327,-15.96093
0.42897,-21.53199,4.38532,-1.29695,-13.37595,0.42897,-21.16588,2.50846,0.34252,-14.25571,0.42897,-20.81041,0.69011,1.93634,-15.10883,0.42897,-20.45481,-1.12495,3.5327,-15.96121
0.42897,-21.53175,4.38757,-1.297,-13.3762,0.42897,-21.16563,2.51069,0.34248,-14.25597,0.42897,-20.81016,0.69231,1.93633,-15.1091,0.42897,-20.45456,-1.12277,3.53271,-15.96149
0.42896,-21.53152,4.38983,-1.29705,-13.37646,0.42896,-21.16539,2.51292,0.34245,-14.25624,0.42896,-20.80992,0.69452,1.93631,-15.10937,0.42896,-20.45431,-1.12059,3.53271,-15.96177
0.42896,-21.53128,4.39209,-1.29711,-13.37671,0.42896,-21.16515,2.51515,0.34242,-14.2565,0.42896,-20.80967,0.69672,1.9363,-15.10965,0.42896,-20.45406,-1.11841,3.53272,-15.96206
0.42895,-21.53104,4.39434,-1.29716,-13.37696,0.42895,-21.16491,2.51738,0.34239,-14.25676,0.42895,-20.80942,0.69893,1.93629,-15.10992,0.42895,-20.45381,-1.11623,3.53272,-15.96234
0.42895,-21.53081,4.3966,-1.29721,-13.37721,0.42895,-21.16467,2.51961,0.34235,-14.25702,0.42895,-20.80918,0.70113,1.93627,-15.11019,0.42895,-20.45356,-1.11405,3.53273,-15.96262
0.42895,-21.53057,4.39885,-1.29726,-13.37747,0.42895,-21.16443,2.52184,0.34232,-14.25729,0.42895,-20.80893,0.70333,1.93626,-15.11046,0.42895,-20.45331,-1.11187,3.53273,-15.9629
0.42894,-21.53033,4.40111,-1.29731,-13.37772,0.42894,-21.16419,2.52407,0.34229,-14.25755,0.42894,-20.80869,0.70554,1.93624,-15.11074,0.42894,-20.45306,-1.1097,3.53274,-15.96318
0.42894,-21.53009,4.40336,-1.29737,-13.37797,0.42894,-21.16395,2.5263,0.34226,-14.25781,0.42894,-20.80844,0.70774,1.93623,-15.11101,0.42894,-20.45281,-1.10752,3.53274,-15.96347
0.42893,-21.52986,4.40562,-1.29742,-13.37822,0.42893,-21.16371,2.52853,0.34222,-14.25808,0.42893,-20.8082,0.70994,1.93622,-15.11128,0.42893,-20.45256,-1.10534,3.53275,-15.96375
0.42893,-21.52962,4.40788,-1.29747,-13.37848,0.42893,-21.16346,2.53076,0.34219,-14.25834,0.42893,-20.80795,0.71215,1.9362,-15.11155,0.42893,-20.45231,-1.10316,3.53275,-15.96403
0.42892,-21.52938,4.41013,-1.29752,-13.37873,0.42892,-21.16322,2.53299,0.34216,-14.2586,0.42892,-20.80771,0.71435,1.93619,-15.11183,0.42892,-20.45206,-1.10098,3.53276,-15.96431
0.42892,-21.52915,4.41239,-1.29757,-13.37898,0.42892,-21.16298,2.53522,0.34213,-14.25886,0.42892,-20.80746,0.71656,1.93617,-15.1121,0.42892,-20.45181,-1.0988,3.53276,-15.9646
0.42892,-21.52891,4.41464,-1.29763,-13.37923,0.42892,-21.16274,2.53744,0.34209,-14.25913,0.42892,-20.80722,0.71876,1.93616,-15.11237,0.42892,-20.45156,-1.09663,3.53277,-15.96488
0.42891,-21.52867,4.4169,-1.29768,-13.37949,0.42891,-21.1625,2.53967,0.34206,-14.25939,0.42891,-20.80697,0.72096,1.93615,-15.11264,0.42891,-20.45131,-1.09445,3.53277,-15.96516
0.42891,-21.52844,4.41915,-1.29773,-13.37974,0.42891,-21.16226,2.5419,0.34203,-14.25965,0.42891,-20.80672,0.72317,1.93613,-15.11292,0.42891,-20.45106,-1.09227,3.53278,-15.96544
0.4289,-21.5282,4.42141,-1.29778,-13.37999,0.4289,-21.16202,2.54413,0.34199,-14.25991,0.4289,-20.80648,0.72537,1.93612,-15.11319,0.4289,-20.45081,-1.09009,3.53278,-15.96573
0.4289,-21.52796,4.42367,-1.29783,-13.38024,0.4289,-21.16178,2.54636,0.34196,-14.26018,0.4289,-20.80623,0.72758,1.93611,-15.11346,0.4289,-20.45056,-1.08791,3.53279,-15.96601
0.42889,-21.52773,4.42592,-1.29789,-13.3805,0.42889,-21.16153,2.54859,0.34193,-14.26044,0.42889,-20.80599,0.72978,1.93609,-15.11373,0.42889,-20.45031,-1.08573,3.53279,-15.96629
0.42889,-21.52749,4.42818,-1.29794,-13.38075,0.42889,-21.16129,2.55082,0.3419,-14.2607,0.42889,-20.80574,0.73198,1.93608,-15.11401,0.42889,-20.45006,-1.08356,3.5328,-15.96657
0.42889,-21.52725,4.43043,-1.29799,-13.381,0.42889,-21.16105,2.55305,0.34186,-14.26097,0.42889,-20.8055,0.73419,1.93606,-15.11428,0.42889,-20.44981,-1.08138,3.5328,-15.96686
0.42888,-21.52702,4.43269,-1.29804,-13.38125,0.42888,-21.16081,2.55528,0.34183,-14.26123,0.42888,-20.80525,0.73639,1.93605,-15.11455,0.42888,-20.44956,-1.0792,3.53281,-15.96714
0.42888,-21.52678,4.43494,-1.29809,-13.38151,0.42888,-21.16057,2.55751,0.3418,-14.26149,0.42888,-20.80501,0.73859,1.93604,-15.11483,0.42888,-20.44931,-1.07702,3.53281,-15.96742
0.42887,-21.52654,4.4372,-1.29814,-13.38176,0.42887,-21.16033,2.55974,0.34177,-14.26175,0.42887,-20.80476,0.7408,1.93602,-15.1151,0.42887,-20.44906,-1.07484,3.53282,-15.9677
0.42887,-21.52631,4.43946,-1.2982,-13.38201,0.42887,-21.16009,2.56197,0.34173,-14.26202,0.42887,-20.80452,0.743,1.93601,-15.11537,0.42887,-20.44881,-1.07266,3.53282,-15.96799
0.42886,-21.52607,4.44171,-1.29825,-13.38226,0.42886,-21.15985,2.5642,0.3417,-14.26228,0.42886,-20.80427,0.74521,1.93599,-15.11564,0.42886,-20.44856,-1.07048,3.53283,-15.96827
0.42886,-21.52583,4.44397,-1.2983,-13.38252,0.42886,-21.15961,2.56643,0.34167,-14.26254,0.42886,-20.80402,0.74741,1.93598,-15.11592,0.42886,-20.44831,-1.06831,3.53283,-15.96855
0.42886,-21.5256,4.44622,-1.29835,-13.38277,0.42886,-21.15936,2.56866,0.34164,-14.2628,0.42886,-20.80378,0.74961,1.93597,-15.11619,0.42886,-20.44806,-1.06613,3.53284,-15.96883
0.42885,-21.52536,4.44848,-1.2984,-13.38302,0.42885,-21.15912,2.57089,0.3416,-14.26307,0.42885,-20.80353,0.75182,1.93595,-15.11646,0.42885,-20.44781,-1.06395,3.53284,-15.96912
0.42885,-21.52512,4.45073,-1.29846,-13.38327,0.42885,-21.15888,2.57311,0.34157,-14.26333,0.42885,-20.80329,0.75402,1.93594,-15.11673,0.42885,-20.44756,-1.06177,3.53285,-15.9694
0.42884,-21.52489,4.45299,-1.29851,-13.38353,0.42884,-21.15864,2.57534,0.34154,-14.26359,0.42884,-20.80304,0.75623,1.93593,-15.11701,0.42884,-20.44732,-1.05959,3.53285,-15.96968
0.42884,-21.52465,4.45525,-1.29856,-13.38378,0.42884,-21.1584,2.57757,0.34151,-14.26386,0.42884,-20.8028,0.75843,1.93591,-15.11728,0.42884,-20.44707,-1.05741,3.53286,-15.96996
0.42883,-21.52441,4.4575,-1.29861,-13.38403,0.42883,-21.15816,2.5798,0.34147,-14.26412,0.42883,-20.80255,0.76063,1.9359,-15.11755,0.42883,-20.44682,-1.05524,3.53286,-15.97024
0.42883,-21.52418,4.45976,-1.29866,-13.38428,0.42883,-21.15792,2.58203,0.34144,-14.26438,0.42883,-20.80231,0.76284,1.93588,-15.11782,0.42883,-20.44657,-1.05306,3.53287,-15.97053
0.42883,-21.52394,4.46201,-1.29872,-13.38454,0.42883,-21.15768,2.58426,0.34141,-14.26464,0.42883,-20.80206,0.76504,1.93587,-15.1181,0.42883,-20.44632,-1.05088,3.53287,-15.97081
0.42882,-21.5237,4.46427,-1.29877,-13.38479,0.42882,-21.15743,2.58649,0.34137,-14.26491,0.42882,-20.80182,0.76725,1.93586,-15.11837,0.42882,-20.44607,-1.0487,3.53288,-15.97109
0.42882,-21.52347,4.46652,-1.29882,-13.38504,0.42882,-21.15719,2.58872,0.34134,-14.26517,0.42882,-20.80157,0.76945,1.93584,-15.11864,0.42882,-20.44582,-1.04652,3.53288,-15.97137
0.42881,-21.52323,4.46878,-1.29887,-13.38529,0.42881,-21.15695,2.59095,0.34131,-14.26543,0.42881,-20.80132,0.77165,1.93583,-15.11891,0.42881,-20.44557,-1.04434,3.53289,-15.97166
0.42881,-21.52299,4.47104,-1.29892,-13.38555,0.42881,-21.15671,2.59318,0.34128,-14.26569,0.42881,-20.80108,0.77386,1.93581,-15.11919,0.42881,-20.44532,-1.04216,3.53289,-15.97194
0.4288,-21.52275,4.47329,-1.29898,-13.3858,0.4288,-21.15647,2.59541,0.34124,-14.26596,0.4288,-20.80083,0.77606,1.9358,-15.11946,0.4288,-20.44507,-1.03999,3.5329,-15.97222
0.4288,-21.52252,4.47555,-1.29903,-13.38605,0.4288,-21.15623,2.59764,0.34121,-14.26622,0.4288,-20.80059,0.77826,1.93579,-15.11973,0.4288,-20.44482,-1.03781,3.5329,-15.9725
0.4288,-21.52228,4.4778,-1.29908,-13.3863,0.4288,-21.15599,2.59987,0.34118,-14.26648,0.4288,-20.80034,0.78047,1.93577,-15.12,0.4288,-20.44457,-1.03563,3.53291,-15.97279
0.42879,-21.52204,4.48006,-1.29913,-13.38656,0.42879,-21.15575,2.6021,0.34115,-14.26675,0.42879,-20.8001,0.78267,1.93576,-15.12028,0.42879,-20.44432,-1.03345,3.53291,-15.97307
0.42879,-21.52181,4.48232,-1.29918,-13.38681,0.42879,-21.15551,2.60433,0.34111,-14.26701,0.42879,-20.79985,0.78488,1.93575,-15.12055,0.42879,-20.44407,-1.03127,3.53292,-15.97335
0.42878,-21.52157,4.48457,-1.29924,-13.38706,0.42878,-21.15526,2.60656,0.34108,-14.26727,0.42878,-20.79961,0.78708,1.93573,-15.12082,0.42878,-20.44382,-1.02909,3.53292,-15.97363
0.42878,-21.52133,4.48683,-1.29929,-13.38732,0.42878,-21.15502,2.60879,0.34105,-14.26753,0.42878,-20.79936,0.78928,1.93572,-15.12109,0.42878,-20.44357,-1.02691,3.53293,-15.97392
0.42877,-21.5211,4.48908,-1.29934,-13.38757,0.42877,-21.15478,2.61102,0.34102,-14.2678,0.42877,-20.79911,0.79149,1.9357,-15.12137,0.42877,-20.44332,-1.02474,3.53293,-15.9742
0.42877,-21.52086,4.49134,-1.29939,-13.38782,0.42877,-21.15454,2.61325,0.34098,-14.26806,0.42877,-20.79887,0.79369,1.93569,-15.12164,0.42877,-20.44307,-1.02256,3.53294,-15.97448
0.42877,-21.52062,4.4936,-1.29944,-13.38807,0.42877,-21.1543,2.61547,0.34095,-14.26832,0.42877,-20.79862,0.7959,1.93568,-15.12191,0.42877,-20.44282,-1.02038,3.53294,-15.97476
0.42876,-21.52039,4.49585,-1.2995,-13.38833,0.42876,-21.15406,2.6177,0.34092,-14.26858,0.42876,-20.79838,0.7981,1.93566,-15.12218,0.42876,-20.44257,-1.0182,3.53295,-15.97505
0.42876,-21.52015,4.49811,-1.29955,-13.38858,0.42876,-21.15382,2.61993,0.34089,-14.26885,0.42876,-20.79813,0.8003,1.93565,-15.12246,0.42876,-20.44232,-1.01602,3.53296,-15.97533
0.42875,-21.51991,4.50036,-1.2996,-13.38883,0.42875,-21.15358,2.62216,0.34085,-14.26911,0.42875,-20.79789,0.80251,1.93564,-15.12273,0.42875,-20.44207,-1.01384,3.53296,-15.97561
0.42875,-21.51968,4.50262,-1.29965,-13.38908,0.42875,-21.15333,2.62439,0.34082,-14.26937,0.42875,-20.79764,0.80471,1.93562,-15.123,0.42875,-20.44182,-1.01166,3.53297,-15.97589
0.42874,-21.51944,4.50487,-1.2997,-13.38934,0.42874,-21.15309,2.62662,0.34079,-14.26963,0.42874,-20.7974,0.80692,1.93561,-15.12327,0.42874,-20.44157,-1.00949,3.53297,-15.97617
0.42874,-21.5192,4.50713,-1.29975,-13.38959,0.42874,-21.15285,2.62885,0.34075,-14.2699,0.42874,-20.79715,0.80912,1.93559,-15.12355,0.42874,-20.44132,-1.00731,3.53298,-15.97646
0.42874,-21.51897,4.50939,-1.29981,-13.38984,0.42874,-21.15261,2.63108,0.34072,-14.27016,0.42874,-20.79691,0.81132,1.93558,-15.12382,0.42874,-20.44107,-1.00513,3.53298,-15.97674
0.42873,-21.51873,4.51164,-1.29986,-13.39009,0.42873,-21.15237,2.63331,0.34069,-14.27042,0.42873,-20.79666,0.81353,1.93557,-15.12409,0.42873,-20.44082,-1.00295,3.53299,-15.97702
0.42873,-21.51849,4.5139,-1.29991,-13.39035,0.42873,-21.15213,2.63554,0.34066,-14.27069,0.42873,-20.79641,0.81573,1.93555,-15.12436,0.42873,-20.44057,-1.00077,3.53299,-15.9773
0.42872,-21.51826,4.51615,-1.29996,-13.3906,0.42872,-21.15189,2.63777,0.34062,-14.27095,0.42872,-20.79617,0.81794,1.93554,-15.12464,0.42872,-20.44032,-0.99859,3.533,-15.97759
0.42872,-21.51802,4.51841,-1.30001,-13.39085,0.42872,-21.15165,2.64,0.34059,-14.27121,0.42872,-20.79592,0.82014,1.93552,-15.12491,0.42872,-20.44007,-0.99641,3.533,-15.97787
0.42871,-21.51778,4.52067,-1.30007,-13.3911,0.42871,-21.1514,2.64223,0.34056,-14.27147,0.42871,-20.79568,0.82235,1.93551,-15.12518,0.42871,-20.43982,-0.99424,3.53301,-15.97815
0.42871,-21.51755,4.52292,-1.30012,-13.39136,0.42871,-21.15116,2.64446,0.34053,-14.27174,0.42871,-20.79543,0.82455,1.9355,-15.12546,0.42871,-20.43957,-0.99206,3.53301,-15.97843
0.42871,-21.51731,4.52518,-1.30017,-13.39161,0.42871,-21.15092,2.64669,0.34049,-14.272,0.42871,-20.79519,0.82675,1.93548,-15.12573,0.42871,-20.43932,-0.98988,3.53302,-15.97872
0.4287,-21.51707,4.52743,-1.30022,-13.39186,0.4287,-21.15068,2.64892,0.34046,-14.27226,0.4287,-20.79494,0.82896,1.93547,-15.126,0.4287,-20.43907,-0.9877,3.53302,-15.979
0.4287,-21.51684,4.52969,-1.30027,-13.39211,0.4287,-21.15044,2.65115,0.34043,-14.27252,0.4287,-20.7947,0.83116,1.93546,-15.12627,0.4287,-20.43882,-0.98552,3.53303,-15.97928
0.42869,-21.5166,4.53195,-1.30033,-13.39237,0.42869,-21.1502,2.65338,0.3404,-14.27279,0.42869,-20.79445,0.83337,1.93544,-15.12655,0.42869,-20.43857,-0.98334,3.53303,-15.97956
0.42869,-21.51636,4.5342,-1.30038,-13.39262,0.42869,-21.14996,2.65561,0.34036,-14.27305,0.42869,-20.79421,0.83557,1.93543,-15.12682,0.42869,-20.43832,-0.98116,3.53304,-15.97985
0.42868,-21.51613,4.53646,-1.30043,-13.39287,0.42868,-21.14972,2.65784,0.34033,-14.27331,0.42868,-20.79396,0.83777,1.93541,-15.12709,0.42868,-20.43807,-0.97898,3.53304,-15.98013
0.42868,-21.51589,4.53871,-1.30048,-13.39312,0.42868,-21.14948,2.66007,0.3403,-14.27358,0.42868,-20.79371,0.83998,1.9354,-15.12736,0.42868,-20.43782,-0.97681,3.53305,-15.98041
0.42868,-21.51565,4.54097,-1.30053,-13.39338,0.42868,-21.14923,2.6623,0.34027,-14.27384,0.42868,-20.79347,0.84218,1.93539,-15.12764,0.42868,-20.43757,-0.97463,3.53305,-15.98069
0.42867,-21.51542,4.54323,-1.30059,-13.39363,0.42867,-21.14899,2.66453,0.34023,-14.2741,0.42867,-20.79322,0.84439,1.93537,-15.12791,0.42867,-20.43732,-0.97245,3.53306,-15.98098
0.42867,-21.51518,4.54548,-1.30064,-13.39388,0.42867,-21.14875,2.66675,0.3402,-14.27436,0.42867,-20.79298,0.84659,1.93536,-15.12818,0.42867,-20.43707,-0.97027,3.53306,-15.98126
0.42866,-21.51494,4.54774,-1.30069,-13.39413,0.42866,-21.14851,2.66898,0.34017,-14.27463,0.42866,-20.79273,0.84879,1.93534,-15.12845,0.42866,-20.43683,-0.96809,3.53307,-15.98154
0.42866,-21.5147,4.54999,-1.30074,-13.39439,0.42866,-21.14827,2.67121,0.34013,-14.27489,0.42866,-20.79249,0.851,1.93533,-15.12873,0.42866,-20.43658,-0.96591,3.53307,-15.98182
0.42865,-21.51447,4.55225,-1.30079,-13.39464,0.42865,-21.14803,2.67344,0.3401,-14.27515,0.42865,-20.79224,0.8532,1.93532,-15.129,0.42865,-20.43633,-0.96373,3.53308,-15.98211
0.42865,-21.51423,4.55451,-1.30085,-13.39489,0.42865,-21.14779,2.67567,0.34007,-14.27541,0.42865,-20.792,0.85541,1.9353,-15.12927,0.42865,-20.43608,-0.96156,3.53308,-15.98239
0.42865,-21.51399,4.55676,-1.3009,-13.39514,0.42865,-21.14755,2.6779,0.34004,-14.27568,0.42865,-20.79175,0.85761,1.93529,-15.12954,0.42865,-20.43583,-0.95938,3.53309,-15.98267
0.42864,-21.51376,4.55902,-1.30095,-13.3954,0.42864,-21.1473,2.68013,0.34,-14.27594,0.42864,-20.79151,0.85981,1.93528,-15.12982,0.42864,-20.43558,-0.9572,3.53309,-15.98295
0.42864,-21.51352,4.56127,-1.301,-13.39565,0.42864,-21.14706,2.68236,0.33997,-14.2762,0.42864,-20.79126,0.86202,1.93526,-15.13009,0.42864,-20.43533,-0.95502,3.5331,-15.98323
0.42863,-21.51328,4.56353,-1.30105,-13.3959,0.42863,-21.14682,2.68459,0.33994,-14.27647,0.42863,-20.79101,0.86422,1.93525,-15.13036,0.42863,-20.43508,-0.95284,3.5331,-15.98352
0.42863,-21.51305,4.56579,-1.3011,-13.39615,0.42863,-21.14658,2.68682,0.33991,-14.27673,0.42863,-20.79077,0.86643,1.93523,-15.13063,0.42863,-20.43483,-0.95066,3.53311,-15.9838
0.42862,-21.51281,4.56804,-1.30116,-13.39641,0.42862,-21.14634,2.68905,0.33987,-14.27699,0.42862,-20.79052,0.86863,1.93522,-15.13091,0.42862,-20.43458,-0.94848,3.53311,-15.98408
0.42862,-21.51257,4.5703,-1.30121,-13.39666,0.42862,-21.1461,2.69128,0.33984,-14.27725,0.42862,-20.79028,0.87084,1.93521,-15.13118,0.42862,-20.43433,-0.9463,3.53312,-15.98436
0.42862,-21.51234,4.57255,-1.30126,-13.39691,0.42862,-21.14586,2.69351,0.33981,-14.27752,0.42862,-20.79003,0.87304,1.93519,-15.13145,0.42862,-20.43408,-0.94413,3.53312,-15.98465
0.42861,-21.5121,4.57481,-1.30131,-13.39716,0.42861,-21.14562,2.69574,0.33978,-14.27778,0.42861,-20.78979,0.87524,1.93518,-15.13172,0.42861,-20.43383,-0.94195,3.53313,-15.98493
0.42861,-21.51186,4.57707,-1.30136,-13.39742,0.42861,-21.14538,2.69797,0.33974,-14.27804,0.42861,-20.78954,0.87745,1.93516,-15.132,0.42861,-20.43358,-0.93977,3.53313,-15.98521
0.4286,-21.51163,4.57932,-1.30142,-13.39767,0.4286,-21.14513,2.7002,0.33971,-14.2783,0.4286,-20.7893,0.87965,1.93515,-15.13227,0.4286,-20.43333,-0.93759,3.53314,-15.98549
0.4286,-21.51139,4.58158,-1.30147,-13.39792,0.4286,-21.14489,2.70243,0.33968,-14.27857,0.4286,-20.78905,0.88186,1.93514,-15.13254,0.4286,-20.43308,-0.93541,3.53314,-15.98578
0.42859,-21.51115,4.58383,-1.30152,-13.39817,0.42859,-21.14465,2.70466,0.33965,-14.27883,0.42859,-20.7888,0.88406,1.93512,-15.13281,0.42859,-20.43283,-0.93323,3.53315,-15.98606
0.42859,-21.51092,4.58609,-1.30157,-13.39843,0.42859,-21.14441,2.70689,0.33961,-14.27909,0.42859,-20.78856,0.88627,1.93511,-15.13309,0.42859,-20.43258,-0.93105,3.53315,-15.98634
0.42859,-21.51068,4.58835,-1.30162,-13.39868,0.42859,-21.14417,2.70912,0.33958,-14.27936,0.42859,-20.78831,0.88847,1.9351,-15.13336,0.42859,-20.43233,-0.92887,3.53316,-15.98662
0.42858,-21.51044,4.5906,-1.30168,-13.39893,0.42858,-21.14393,2.71135,0.33955,-14.27962,0.42858,-20.78807,0.89067,1.93508,-15.13363,0.42858,-20.43208,-0.9267,3.53316,-15.98691
0.42858,-21.51021,4.59286,-1.30173,-13.39918,0.42858,-21.14369,2.71358,0.33951,-14.27988,0.42858,-20.78782,0.89288,1.93507,-15.1339,0.42858,-20.43183,-0.92452,3.53317,-15.98719
0.42857,-21.50997,4.59512,-1.30178,-13.39944,0.42857,-21.14345,2.71581,0.33948,-14.28014,0.42857,-20.78758,0.89508,1.93505,-15.13418,0.42857,-20.43158,-0.92234,3.53317,-15.98747
0.42857,-21.50973,4.59737,-1.30183,-13.39969,0.42857,-21.1432,2.71804,0.33945,-14.28041,0.42857,-20.78733,0.89729,1.93504,-15.13445,0.42857,-20.43133,-0.92016,3.53318,-15.98775
0.42856,-21.5095,4.59963,-1.30188,-13.39994,0.42856,-21.14296,2.72027,0.33942,-14.28067,0.42856,-20.78709,0.89949,1.93503,-15.13472,0.42856,-20.43108,-0.91798,3.53318,-15.98804
0.42856,-21.50926,4.60188,-1.30194,-13.4002,0.42856,-21.14272,2.7225,0.33938,-14.28093,0.42856,-20.78684,0.90169,1.93501,-15.13499,0.42856,-20.43083,-0.9158,3.53319,-15.98832
0.42856,-21.50902,4.60414,-1.30199,-13.40045,0.42856,-21.14248,2.72473,0.33935,-14.28119,0.42856,-20.7866,0.9039,1.935,-15.13527,0.42856,-20.43058,-0.91362,3.53319,-15.9886
0.42855,-21.50879,4.6064,-1.30204,-13.4007,0.42855,-21.14224,2.72696,0.33932,-14.28146,0.42855,-20.78635,0.9061,1.93498,-15.13554,0.42855,-20.43033,-0.91144,3.5332,-15.98888
0.42855,-21.50855,4.60865,-1.30209,-13.40095,0.42855,-21.142,2.72919,0.33929,-14.28172,0.42855,-20.7861,0.90831,1.93497,-15.13581,0.42855,-20.43008,-0.90927,3.5332,-15.98916
