f_100,d13C_100,dD_100,D13CH3D_100,D12CH2D2_100,f_66,d13C_66,dD_66,D13CH3D_66,D12CH2D2_66,f_33,d13C_33,dD_33,D13CH3D_33,D12CH2D2_33,f_0,d13C_0,dD_0,D13CH3D_0,D12CH2D2_0
0.77756,-35.51455,-121.20956,1.79661,1.76136,0.77756,-35.40728,-121.69801,2.28519,1.49572,0.77756,-35.30316,-122.17188,2.75964,1.23799,0.77756,-35.19903,-122.6455,3.23431,0.98032
0.77755,-35.51432,-121.20759,1.79655,1.7611,0.77755,-35.40704,-121.69606,2.28516,1.49546,0.77755,-35.30292,-122.16995,2.75963,1.23771,0.77755,-35.19879,-122.64358,3.23432,0.98003
0.77754,-35.51408,-121.20561,1.7965,1.76084,0.77754,-35.40681,-121.6941,2.28513,1.49519,0.77754,-35.30268,-122.16801,2.75961,1.23743,0.77754,-35.19854,-122.64167,3.23432,0.97974
0.77753,-35.51385,-121.20364,1.79645,1.76059,0.77753,-35.40657,-121.69215,2.2851,1.49492,0.77753,-35.30244,-122.16608,2.7596,1.23716,0.77753,-35.19829,-122.63976,3.23433,0.97946
0.77753,-35.51362,-121.20167,1.7964,1.76033,0.77753,-35.40633,-121.6902,2.28506,1.49466,0.77753,-35.3022,-122.16415,2.75959,1.23688,0.77753,-35.19805,-122.63784,3.23433,0.97917
0.77752,-35.51338,-121.19969,1.79634,1.76007,0.77752,-35.40609,-121.68824,2.28503,1.49439,0.77752,-35.30195,-122.16221,2.75957,1.2366,0.77752,-35.1978,-122.63593,3.23434,0.97888
0.77751,-35.51315,-121.19772,1.79629,1.75982,0.77751,-35.40586,-121.68629,2.285,1.49412,0.77751,-35.30171,-122.16028,2.75956,1.23632,0.77751,-35.19756,-122.63402,3.23434,0.97859
0.7775,-35.51292,-121.19574,1.79624,1.75956,0.7775,-35.40562,-121.68434,2.28496,1.49385,0.7775,-35.30147,-122.15835,2.75954,1.23605,0.7775,-35.19731,-122.6321,3.23435,0.97831
0.7775,-35.51268,-121.19377,1.79619,1.75931,0.7775,-35.40538,-121.68238,2.28493,1.49359,0.7775,-35.30123,-122.15641,2.75953,1.23577,0.7775,-35.19706,-122.63019,3.23435,0.97802
0.77749,-35.51245,-121.1918,1.79614,1.75905,0.77749,-35.40514,-121.68043,2.2849,1.49332,0.77749,-35.30099,-122.15448,2.75952,1.23549,0.77749,-35.19682,-122.62828,3.23436,0.97773
0.77748,-35.51222,-121.18982,1.79608,1.75879,0.77748,-35.4049,-121.67848,2.28487,1.49305,0.77748,-35.30074,-122.15255,2.7595,1.23522,0.77748,-35.19657,-122.62636,3.23436,0.97745
0.77747,-35.51198,-121.18785,1.79603,1.75854,0.77747,-35.40467,-121.67653,2.28483,1.49279,0.77747,-35.3005,-122.15061,2.75949,1.23494,0.77747,-35.19633,-122.62445,3.23437,0.97716
0.77746,-35.51175,-121.18588,1.79598,1.75828,0.77746,-35.40443,-121.67457,2.2848,1.49252,0.77746,-35.30026,-122.14868,2.75948,1.23466,0.77746,-35.19608,-122.62254,3.23437,0.97687
0.77746,-35.51152,-121.1839,1.79593,1.75802,0.77746,-35.40419,-121.67262,2.28477,1.49225,0.77746,-35.30002,-122.14675,2.75946,1.23439,0.77746,-35.19583,-122.62062,3.23438,0.97658
0.77745,-35.51128,-121.18193,1.79588,1.75777,0.77745,-35.40395,-121.67067,2.28474,1.49199,0.77745,-35.29978,-122.14482,2.75945,1.23411,0.77745,-35.19559,-122.61871,3.23438,0.9763
0.77744,-35.51105,-121.17996,1.79582,1.75751,0.77744,-35.40372,-121.66871,2.2847,1.49172,0.77744,-35.29953,-122.14288,2.75943,1.23383,0.77744,-35.19534,-122.6168,3.23439,0.97601
0.77743,-35.51082,-121.17798,1.79577,1.75725,0.77743,-35.40348,-121.66676,2.28467,1.49145,0.77743,-35.29929,-122.14095,2.75942,1.23355,0.77743,-35.1951,-122.61488,3.23439,0.97572
0.77743,-35.51058,-121.17601,1.79572,1.757,0.77743,-35.40324,-121.66481,2.28464,1.49119,0.77743,-35.29905,-122.13902,2.75941,1.23328,0.77743,-35.19485,-122.61297,3.2344,0.97543
0.77742,-35.51035,-121.17403,1.79567,1.75674,0.77742,-35.403,-121.66285,2.2846,1.49092,0.77742,-35.29881,-122.13708,2.75939,1.233,0.77742,-35.1946,-122.61105,3.2344,0.97515
0.77741,-35.51012,-121.17206,1.79562,1.75648,0.77741,-35.40277,-121.6609,2.28457,1.49065,0.77741,-35.29857,-122.13515,2.75938,1.23272,0.77741,-35.19436,-122.60914,3.23441,0.97486
0.7774,-35.50988,-121.17009,1.79556,1.75623,0.7774,-35.40253,-121.65895,2.28454,1.49038,0.7774,-35.29833,-122.13322,2.75936,1.23245,0.7774,-35.19411,-122.60723,3.23442,0.97457
0.77739,-35.50965,-121.16811,1.79551,1.75597,0.77739,-35.40229,-121.65699,2.28451,1.49012,0.77739,-35.29808,-122.13128,2.75935,1.23217,0.77739,-35.19387,-122.60531,3.23442,0.97429
0.77739,-35.50942,-121.16614,1.79546,1.75572,0.77739,-35.40205,-121.65504,2.28447,1.48985,0.77739,-35.29784,-122.12935,2.75934,1.23189,0.77739,-35.19362,-122.6034,3.23443,0.974
0.77738,-35.50918,-121.16417,1.79541,1.75546,0.77738,-35.40182,-121.65309,2.28444,1.48958,0.77738,-35.2976,-122.12742,2.75932,1.23161,0.77738,-35.19337,-122.60149,3.23443,0.97371
0.77737,-35.50895,-121.16219,1.79536,1.7552,0.77737,-35.40158,-121.65113,2.28441,1.48932,0.77737,-35.29736,-122.12548,2.75931,1.23134,0.77737,-35.19313,-122.59957,3.23444,0.97342
0.77736,-35.50872,-121.16022,1.7953,1.75495,0.77736,-35.40134,-121.64918,2.28438,1.48905,0.77736,-35.29712,-122.12355,2.7593,1.23106,0.77736,-35.19288,-122.59766,3.23444,0.97314
0.77736,-35.50848,-121.15825,1.79525,1.75469,0.77736,-35.4011,-121.64723,2.28434,1.48878,0.77736,-35.29687,-122.12162,2.75928,1.23078,0.77736,-35.19264,-122.59575,3.23445,0.97285
0.77735,-35.50825,-121.15627,1.7952,1.75443,0.77735,-35.40086,-121.64527,2.28431,1.48852,0.77735,-35.29663,-122.11968,2.75927,1.23051,0.77735,-35.19239,-122.59383,3.23445,0.97256
0.77734,-35.50802,-121.1543,1.79515,1.75418,0.77734,-35.40063,-121.64332,2.28428,1.48825,0.77734,-35.29639,-122.11775,2.75925,1.23023,0.77734,-35.19214,-122.59192,3.23446,0.97227
0.77733,-35.50778,-121.15232,1.79509,1.75392,0.77733,-35.40039,-121.64137,2.28425,1.48798,0.77733,-35.29615,-122.11582,2.75924,1.22995,0.77733,-35.1919,-122.59001,3.23446,0.97199
0.77732,-35.50755,-121.15035,1.79504,1.75366,0.77732,-35.40015,-121.63942,2.28421,1.48772,0.77732,-35.29591,-122.11388,2.75923,1.22967,0.77732,-35.19165,-122.58809,3.23447,0.9717
0.77732,-35.50732,-121.14838,1.79499,1.75341,0.77732,-35.39991,-121.63746,2.28418,1.48745,0.77732,-35.29567,-122.11195,2.75921,1.2294,0.77732,-35.19141,-122.58618,3.23447,0.97141
0.77731,-35.50708,-121.1464,1.79494,1.75315,0.77731,-35.39968,-121.63551,2.28415,1.48718,0.77731,-35.29542,-122.11002,2.7592,1.22912,0.77731,-35.19116,-122.58427,3.23448,0.97113
0.7773,-35.50685,-121.14443,1.79489,1.75289,0.7773,-35.39944,-121.63356,2.28411,1.48691,0.7773,-35.29518,-122.10808,2.75918,1.22884,0.7773,-35.19091,-122.58235,3.23448,0.97084
0.77729,-35.50662,-121.14246,1.79483,1.75264,0.77729,-35.3992,-121.6316,2.28408,1.48665,0.77729,-35.29494,-122.10615,2.75917,1.22857,0.77729,-35.19067,-122.58044,3.23449,0.97055
0.77729,-35.50638,-121.14048,1.79478,1.75238,0.77729,-35.39896,-121.62965,2.28405,1.48638,0.77729,-35.2947,-122.10422,2.75916,1.22829,0.77729,-35.19042,-122.57853,3.23449,0.97026
0.77728,-35.50615,-121.13851,1.79473,1.75213,0.77728,-35.39873,-121.6277,2.28402,1.48611,0.77728,-35.29446,-122.10228,2.75914,1.22801,0.77728,-35.19018,-122.57661,3.2345,0.96998
0.77727,-35.50592,-121.13653,1.79468,1.75187,0.77727,-35.39849,-121.62574,2.28398,1.48585,0.77727,-35.29421,-122.10035,2.75913,1.22774,0.77727,-35.18993,-122.5747,3.2345,0.96969
0.77726,-35.50568,-121.13456,1.79463,1.75161,0.77726,-35.39825,-121.62379,2.28395,1.48558,0.77726,-35.29397,-122.09842,2.75912,1.22746,0.77726,-35.18968,-122.57279,3.23451,0.9694
0.77725,-35.50545,-121.13259,1.79457,1.75136,0.77725,-35.39801,-121.62184,2.28392,1.48531,0.77725,-35.29373,-122.09648,2.7591,1.22718,0.77725,-35.18944,-122.57087,3.23451,0.96911
0.77725,-35.50522,-121.13061,1.79452,1.7511,0.77725,-35.39777,-121.61988,2.28389,1.48505,0.77725,-35.29349,-122.09455,2.75909,1.2269,0.77725,-35.18919,-122.56896,3.23452,0.96883
0.77724,-35.50498,-121.12864,1.79447,1.75084,0.77724,-35.39754,-121.61793,2.28385,1.48478,0.77724,-35.29325,-122.09262,2.75907,1.22663,0.77724,-35.18895,-122.56705,3.23452,0.96854
0.77723,-35.50475,-121.12667,1.79442,1.75059,0.77723,-35.3973,-121.61598,2.28382,1.48451,0.77723,-35.29301,-122.09068,2.75906,1.22635,0.77723,-35.1887,-122.56513,3.23453,0.96825
0.77722,-35.50452,-121.12469,1.79437,1.75033,0.77722,-35.39706,-121.61402,2.28379,1.48425,0.77722,-35.29276,-122.08875,2.75905,1.22607,0.77722,-35.18845,-122.56322,3.23453,0.96797
0.77722,-35.50428,-121.12272,1.79431,1.75007,0.77722,-35.39682,-121.61207,2.28375,1.48398,0.77722,-35.29252,-122.08682,2.75903,1.2258,0.77722,-35.18821,-122.5613,3.23454,0.96768
0.77721,-35.50405,-121.12074,1.79426,1.74982,0.77721,-35.39659,-121.61012,2.28372,1.48371,0.77721,-35.29228,-122.08488,2.75902,1.22552,0.77721,-35.18796,-122.55939,3.23454,0.96739
0.7772,-35.50381,-121.11877,1.79421,1.74956,0.7772,-35.39635,-121.60816,2.28369,1.48345,0.7772,-35.29204,-122.08295,2.759,1.22524,0.7772,-35.18772,-122.55748,3.23455,0.9671
0.77719,-35.50358,-121.1168,1.79416,1.7493,0.77719,-35.39611,-121.60621,2.28366,1.48318,0.77719,-35.2918,-122.08102,2.75899,1.22496,0.77719,-35.18747,-122.55556,3.23455,0.96682
0.77718,-35.50335,-121.11482,1.7941,1.74905,0.77718,-35.39587,-121.60426,2.28362,1.48291,0.77718,-35.29155,-122.07908,2.75898,1.22469,0.77718,-35.18722,-122.55365,3.23456,0.96653
0.77718,-35.50311,-121.11285,1.79405,1.74879,0.77718,-35.39564,-121.6023,2.28359,1.48264,0.77718,-35.29131,-122.07715,2.75896,1.22441,0.77718,-35.18698,-122.55174,3.23456,0.96624
0.77717,-35.50288,-121.11088,1.794,1.74854,0.77717,-35.3954,-121.60035,2.28356,1.48238,0.77717,-35.29107,-122.07522,2.75895,1.22413,0.77717,-35.18673,-122.54982,3.23457,0.96595
0.77716,-35.50265,-121.1089,1.79395,1.74828,0.77716,-35.39516,-121.5984,2.28353,1.48211,0.77716,-35.29083,-122.07328,2.75894,1.22386,0.77716,-35.18649,-122.54791,3.23457,0.96567
0.77715,-35.50241,-121.10693,1.7939,1.74802,0.77715,-35.39492,-121.59644,2.28349,1.48184,0.77715,-35.29059,-122.07135,2.75892,1.22358,0.77715,-35.18624,-122.546,3.23458,0.96538
0.77715,-35.50218,-121.10495,1.79384,1.74777,0.77715,-35.39468,-121.59449,2.28346,1.48158,0.77715,-35.29034,-122.06941,2.75891,1.2233,0.77715,-35.18599,-122.54408,3.23458,0.96509
0.77714,-35.50195,-121.10298,1.79379,1.74751,0.77714,-35.39445,-121.59254,2.28343,1.48131,0.77714,-35.2901,-122.06748,2.75889,1.22302,0.77714,-35.18575,-122.54217,3.23459,0.96481
0.77713,-35.50171,-121.10101,1.79374,1.74725,0.77713,-35.39421,-121.59058,2.2834,1.48104,0.77713,-35.28986,-122.06555,2.75888,1.22275,0.77713,-35.1855,-122.54026,3.23459,0.96452
0.77712,-35.50148,-121.09903,1.79369,1.747,0.77712,-35.39397,-121.58863,2.28336,1.48078,0.77712,-35.28962,-122.06361,2.75887,1.22247,0.77712,-35.18526,-122.53834,3.2346,0.96423
0.77711,-35.50125,-121.09706,1.79364,1.74674,0.77711,-35.39373,-121.58668,2.28333,1.48051,0.77711,-35.28938,-122.06168,2.75885,1.22219,0.77711,-35.18501,-122.53643,3.2346,0.96394
0.77711,-35.50101,-121.09508,1.79358,1.74648,0.77711,-35.3935,-121.58472,2.2833,1.48024,0.77711,-35.28914,-122.05975,2.75884,1.22192,0.77711,-35.18476,-122.53452,3.23461,0.96366
0.7771,-35.50078,-121.09311,1.79353,1.74623,0.7771,-35.39326,-121.58277,2.28326,1.47998,0.7771,-35.28889,-122.05781,2.75882,1.22164,0.7771,-35.18452,-122.5326,3.23461,0.96337
0.77709,-35.50055,-121.09114,1.79348,1.74597,0.77709,-35.39302,-121.58082,2.28323,1.47971,0.77709,-35.28865,-122.05588,2.75881,1.22136,0.77709,-35.18427,-122.53069,3.23462,0.96308
0.77708,-35.50031,-121.08916,1.79343,1.74571,0.77708,-35.39278,-121.57886,2.2832,1.47944,0.77708,-35.28841,-122.05395,2.7588,1.22108,0.77708,-35.18403,-122.52877,3.23462,0.9628
0.77708,-35.50008,-121.08719,1.79338,1.74546,0.77708,-35.39255,-121.57691,2.28317,1.47917,0.77708,-35.28817,-122.05201,2.75878,1.22081,0.77708,-35.18378,-122.52686,3.23463,0.96251
0.77707,-35.49985,-121.08522,1.79332,1.7452,0.77707,-35.39231,-121.57496,2.28313,1.47891,0.77707,-35.28793,-122.05008,2.75877,1.22053,0.77707,-35.18353,-122.52495,3.23463,0.96222
0.77706,-35.49961,-121.08324,1.79327,1.74495,0.77706,-35.39207,-121.573,2.2831,1.47864,0.77706,-35.28768,-122.04815,2.75876,1.22025,0.77706,-35.18329,-122.52303,3.23464,0.96193
0.77705,-35.49938,-121.08127,1.79322,1.74469,0.77705,-35.39183,-121.57105,2.28307,1.47837,0.77705,-35.28744,-122.04621,2.75874,1.21998,0.77705,-35.18304,-122.52112,3.23464,0.96165
0.77704,-35.49915,-121.07929,1.79317,1.74443,0.77704,-35.3916,-121.5691,2.28304,1.47811,0.77704,-35.2872,-122.04428,2.75873,1.2197,0.77704,-35.1828,-122.51921,3.23465,0.96136
0.77704,-35.49891,-121.07732,1.79312,1.74418,0.77704,-35.39136,-121.56714,2.283,1.47784,0.77704,-35.28696,-122.04235,2.75871,1.21942,0.77704,-35.18255,-122.51729,3.23465,0.96107
0.77703,-35.49868,-121.07535,1.79306,1.74392,0.77703,-35.39112,-121.56519,2.28297,1.47757,0.77703,-35.28672,-122.04041,2.7587,1.21915,0.77703,-35.1823,-122.51538,3.23466,0.96078
0.77702,-35.49845,-121.07337,1.79301,1.74366,0.77702,-35.39088,-121.56324,2.28294,1.47731,0.77702,-35.28648,-122.03848,2.75869,1.21887,0.77702,-35.18206,-122.51347,3.23466,0.9605
0.77701,-35.49821,-121.0714,1.79296,1.74341,0.77701,-35.39064,-121.56128,2.2829,1.47704,0.77701,-35.28623,-122.03655,2.75867,1.21859,0.77701,-35.18181,-122.51155,3.23467,0.96021
0.77701,-35.49798,-121.06942,1.79291,1.74315,0.77701,-35.39041,-121.55933,2.28287,1.47677,0.77701,-35.28599,-122.03461,2.75866,1.21831,0.77701,-35.18157,-122.50964,3.23467,0.95992
0.777,-35.49775,-121.06745,1.79285,1.74289,0.777,-35.39017,-121.55738,2.28284,1.47651,0.777,-35.28575,-122.03268,2.75864,1.21804,0.777,-35.18132,-122.50772,3.23468,0.95964
0.77699,-35.49751,-121.06548,1.7928,1.74264,0.77699,-35.38993,-121.55542,2.28281,1.47624,0.77699,-35.28551,-122.03075,2.75863,1.21776,0.77699,-35.18107,-122.50581,3.23468,0.95935
0.77698,-35.49728,-121.0635,1.79275,1.74238,0.77698,-35.38969,-121.55347,2.28277,1.47597,0.77698,-35.28527,-122.02881,2.75862,1.21748,0.77698,-35.18083,-122.5039,3.23469,0.95906
0.77697,-35.49705,-121.06153,1.7927,1.74212,0.77697,-35.38946,-121.55152,2.28274,1.4757,0.77697,-35.28502,-122.02688,2.7586,1.21721,0.77697,-35.18058,-122.50198,3.23469,0.95877
0.77697,-35.49681,-121.05955,1.79265,1.74187,0.77697,-35.38922,-121.54956,2.28271,1.47544,0.77697,-35.28478,-122.02495,2.75859,1.21693,0.77697,-35.18034,-122.50007,3.2347,0.95849
0.77696,-35.49658,-121.05758,1.79259,1.74161,0.77696,-35.38898,-121.54761,2.28268,1.47517,0.77696,-35.28454,-122.02301,2.75858,1.21665,0.77696,-35.18009,-122.49816,3.2347,0.9582
0.77695,-35.49635,-121.05561,1.79254,1.74136,0.77695,-35.38874,-121.54566,2.28264,1.4749,0.77695,-35.2843,-122.02108,2.75856,1.21637,0.77695,-35.17984,-122.49624,3.23471,0.95791
0.77694,-35.49611,-121.05363,1.79249,1.7411,0.77694,-35.38851,-121.5437,2.28261,1.47464,0.77694,-35.28406,-122.01914,2.75855,1.2161,0.77694,-35.1796,-122.49433,3.23471,0.95762
0.77694,-35.49588,-121.05166,1.79244,1.74084,0.77694,-35.38827,-121.54175,2.28258,1.47437,0.77694,-35.28382,-122.01721,2.75853,1.21582,0.77694,-35.17935,-122.49242,3.23472,0.95734
0.77693,-35.49565,-121.04969,1.79239,1.74059,0.77693,-35.38803,-121.5398,2.28255,1.4741,0.77693,-35.28357,-122.01528,2.75852,1.21554,0.77693,-35.17911,-122.4905,3.23472,0.95705
0.77692,-35.49541,-121.04771,1.79233,1.74033,0.77692,-35.38779,-121.53784,2.28251,1.47384,0.77692,-35.28333,-122.01334,2.75851,1.21527,0.77692,-35.17886,-122.48859,3.23473,0.95676
0.77691,-35.49518,-121.04574,1.79228,1.74007,0.77691,-35.38755,-121.53589,2.28248,1.47357,0.77691,-35.28309,-122.01141,2.75849,1.21499,0.77691,-35.17861,-122.48667,3.23473,0.95648
0.77691,-35.49495,-121.04376,1.79223,1.73982,0.7769,-35.38732,-121.53394,2.28245,1.4733,0.7769,-35.28285,-122.00948,2.75848,1.21471,0.7769,-35.17837,-122.48476,3.23474,0.95619
0.7769,-35.49471,-121.04179,1.79218,1.73956,0.7769,-35.38708,-121.53198,2.28241,1.47304,0.7769,-35.28261,-122.00754,2.75846,1.21444,0.7769,-35.17812,-122.48285,3.23474,0.9559
0.77689,-35.49448,-121.03982,1.79213,1.7393,0.77689,-35.38684,-121.53003,2.28238,1.47277,0.77689,-35.28236,-122.00561,2.75845,1.21416,0.77689,-35.17788,-122.48093,3.23475,0.95561
0.77688,-35.49425,-121.03784,1.79207,1.73905,0.77688,-35.3866,-121.52808,2.28235,1.4725,0.77688,-35.28212,-122.00368,2.75844,1.21388,0.77688,-35.17763,-122.47902,3.23475,0.95533
0.77687,-35.49401,-121.03587,1.79202,1.73879,0.77687,-35.38637,-121.52612,2.28232,1.47223,0.77687,-35.28188,-122.00174,2.75842,1.2136,0.77687,-35.17738,-122.47711,3.23476,0.95504
0.77687,-35.49378,-121.03389,1.79197,1.73853,0.77687,-35.38613,-121.52417,2.28228,1.47197,0.77687,-35.28164,-121.99981,2.75841,1.21333,0.77687,-35.17714,-122.47519,3.23476,0.95475
0.77686,-35.49355,-121.03192,1.79192,1.73828,0.77686,-35.38589,-121.52221,2.28225,1.4717,0.77686,-35.2814,-121.99788,2.7584,1.21305,0.77686,-35.17689,-122.47328,3.23477,0.95446
0.77685,-35.49331,-121.02995,1.79187,1.73802,0.77685,-35.38565,-121.52026,2.28222,1.47143,0.77685,-35.28115,-121.99594,2.75838,1.21277,0.77685,-35.17665,-122.47136,3.23477,0.95418
0.77684,-35.49308,-121.02797,1.79181,1.73777,0.77684,-35.38542,-121.51831,2.28219,1.47117,0.77684,-35.28091,-121.99401,2.75837,1.2125,0.77684,-35.1764,-122.46945,3.23478,0.95389
0.77684,-35.49285,-121.026,1.79176,1.73751,0.77684,-35.38518,-121.51635,2.28215,1.4709,0.77684,-35.28067,-121.99207,2.75835,1.21222,0.77684,-35.17615,-122.46754,3.23478,0.9536
0.77683,-35.49261,-121.02402,1.79171,1.73725,0.77683,-35.38494,-121.5144,2.28212,1.47063,0.77683,-35.28043,-121.99014,2.75834,1.21194,0.77683,-35.17591,-122.46562,3.23479,0.95332
0.77682,-35.49238,-121.02205,1.79166,1.737,0.77682,-35.3847,-121.51245,2.28209,1.47037,0.77682,-35.28019,-121.98821,2.75833,1.21166,0.77682,-35.17566,-122.46371,3.23479,0.95303
0.77681,-35.49215,-121.02008,1.7916,1.73674,0.77681,-35.38446,-121.51049,2.28206,1.4701,0.77681,-35.27995,-121.98627,2.75831,1.21139,0.77681,-35.17542,-122.4618,3.2348,0.95274
0.7768,-35.49191,-121.0181,1.79155,1.73648,0.7768,-35.38423,-121.50854,2.28202,1.46983,0.7768,-35.2797,-121.98434,2.7583,1.21111,0.7768,-35.17517,-122.45988,3.2348,0.95245
0.7768,-35.49168,-121.01613,1.7915,1.73623,0.7768,-35.38399,-121.50659,2.28199,1.46957,0.7768,-35.27946,-121.98241,2.75828,1.21083,0.7768,-35.17492,-122.45797,3.23481,0.95217
0.77679,-35.49145,-121.01415,1.79145,1.73597,0.77679,-35.38375,-121.50463,2.28196,1.4693,0.77679,-35.27922,-121.98047,2.75827,1.21056,0.77679,-35.17468,-122.45605,3.23481,0.95188
0.77678,-35.49121,-121.01218,1.7914,1.73571,0.77678,-35.38351,-121.50268,2.28192,1.46903,0.77678,-35.27898,-121.97854,2.75826,1.21028,0.77678,-35.17443,-122.45414,3.23482,0.95159
0.77677,-35.49098,-121.01021,1.79134,1.73546,0.77677,-35.38328,-121.50073,2.28189,1.46877,0.77677,-35.27874,-121.97661,2.75824,1.21,0.77677,-35.17419,-122.45223,3.23482,0.95131
0.77677,-35.49075,-121.00823,1.79129,1.7352,0.77677,-35.38304,-121.49877,2.28186,1.4685,0.77677,-35.27849,-121.97467,2.75823,1.20972,0.77677,-35.17394,-122.45031,3.23483,0.95102
0.77676,-35.49051,-121.00626,1.79124,1.73494,0.77676,-35.3828,-121.49682,2.28183,1.46823,0.77676,-35.27825,-121.97274,2.75822,1.20945,0.77676,-35.17369,-122.4484,3.23483,0.95073
0.77675,-35.49028,-121.00428,1.79119,1.73469,0.77675,-35.38256,-121.49487,2.28179,1.46796,0.77675,-35.27801,-121.9708,2.7582,1.20917,0.77675,-35.17345,-122.44649,3.23484,0.95044
0.77674,-35.49004,-121.00231,1.79114,1.73443,0.77674,-35.38233,-121.49291,2.28176,1.4677,0.77674,-35.27777,-121.96887,2.75819,1.20889,0.77674,-35.1732,-122.44457,3.23484,0.95016
0.77673,-35.48981,-121.00034,1.79108,1.73418,0.77673,-35.38209,-121.49096,2.28173,1.46743,0.77673,-35.27753,-121.96694,2.75817,1.20862,0.77673,-35.17296,-122.44266,3.23485,0.94987
0.77673,-35.48958,-120.99836,1.79103,1.73392,0.77673,-35.38185,-121.48901,2.2817,1.46716,0.77673,-35.27729,-121.965,2.75816,1.20834,0.77673,-35.17271,-122.44074,3.23485,0.94958
0.77672,-35.48934,-120.99639,1.79098,1.73366,0.77672,-35.38161,-121.48705,2.28166,1.4669,0.77672,-35.27704,-121.96307,2.75815,1.20806,0.77672,-35.17246,-122.43883,3.23486,0.94929
0.77671,-35.48911,-120.99441,1.79093,1.73341,0.77671,-35.38137,-121.4851,2.28163,1.46663,0.77671,-35.2768,-121.96114,2.75813,1.20779,0.77671,-35.17222,-122.43692,3.23486,0.94901
0.7767,-35.48888,-120.99244,1.79088,1.73315,0.7767,-35.38114,-121.48314,2.2816,1.46636,0.7767,-35.27656,-121.9592,2.75812,1.20751,0.7767,-35.17197,-122.435,3.23487,0.94872
0.7767,-35.48864,-120.99046,1.79082,1.73289,0.7767,-35.3809,-121.48119,2.28156,1.4661,0.7767,-35.27632,-121.95727,2.7581,1.20723,0.7767,-35.17173,-122.43309,3.23487,0.94843
0.77669,-35.48841,-120.98849,1.79077,1.73264,0.77669,-35.38066,-121.47924,2.28153,1.46583,0.77669,-35.27608,-121.95534,2.75809,1.20695,0.77669,-35.17148,-122.43118,3.23488,0.94815
0.77668,-35.48818,-120.98652,1.79072,1.73238,0.77668,-35.38042,-121.47728,2.2815,1.46556,0.77668,-35.27583,-121.9534,2.75808,1.20668,0.77668,-35.17123,-122.42926,3.23488,0.94786
0.77667,-35.48794,-120.98454,1.79067,1.73212,0.77667,-35.38019,-121.47533,2.28147,1.4653,0.77667,-35.27559,-121.95147,2.75806,1.2064,0.77667,-35.17099,-122.42735,3.23489,0.94757
0.77666,-35.48771,-120.98257,1.79062,1.73187,0.77666,-35.37995,-121.47338,2.28143,1.46503,0.77666,-35.27535,-121.94953,2.75805,1.20612,0.77666,-35.17074,-122.42543,3.23489,0.94728
0.77666,-35.48748,-120.98059,1.79056,1.73161,0.77666,-35.37971,-121.47142,2.2814,1.46476,0.77666,-35.27511,-121.9476,2.75804,1.20585,0.77666,-35.1705,-122.42352,3.2349,0.947
0.77665,-35.48724,-120.97862,1.79051,1.73135,0.77665,-35.37947,-121.46947,2.28137,1.46449,0.77665,-35.27487,-121.94567,2.75802,1.20557,0.77665,-35.17025,-122.42161,3.2349,0.94671
0.77664,-35.48701,-120.97665,1.79046,1.7311,0.77664,-35.37924,-121.46752,2.28134,1.46423,0.77664,-35.27463,-121.94373,2.75801,1.20529,0.77664,-35.17,-122.41969,3.23491,0.94642
0.77663,-35.48678,-120.97467,1.79041,1.73084,0.77663,-35.379,-121.46556,2.2813,1.46396,0.77663,-35.27438,-121.9418,2.75799,1.20501,0.77663,-35.16976,-122.41778,3.23491,0.94613
0.77663,-35.48654,-120.9727,1.79035,1.73059,0.77663,-35.37876,-121.46361,2.28127,1.46369,0.77663,-35.27414,-121.93987,2.75798,1.20474,0.77663,-35.16951,-122.41587,3.23492,0.94585
0.77662,-35.48631,-120.97072,1.7903,1.73033,0.77662,-35.37852,-121.46166,2.28124,1.46343,0.77662,-35.2739,-121.93793,2.75797,1.20446,0.77662,-35.16927,-122.41395,3.23492,0.94556
0.77661,-35.48608,-120.96875,1.79025,1.73007,0.77661,-35.37829,-121.4597,2.28121,1.46316,0.77661,-35.27366,-121.936,2.75795,1.20418,0.77661,-35.16902,-122.41204,3.23493,0.94527
0.7766,-35.48584,-120.96678,1.7902,1.72982,0.7766,-35.37805,-121.45775,2.28117,1.46289,0.7766,-35.27342,-121.93406,2.75794,1.20391,0.7766,-35.16877,-122.41012,3.23493,0.94499
0.77659,-35.48561,-120.9648,1.79015,1.72956,0.77659,-35.37781,-121.45579,2.28114,1.46263,0.77659,-35.27317,-121.93213,2.75792,1.20363,0.77659,-35.16853,-122.40821,3.23494,0.9447
0.77659,-35.48538,-120.96283,1.79009,1.7293,0.77659,-35.37757,-121.45384,2.28111,1.46236,0.77659,-35.27293,-121.9302,2.75791,1.20335,0.77659,-35.16828,-122.4063,3.23494,0.94441
0.77658,-35.48514,-120.96085,1.79004,1.72905,0.77658,-35.37733,-121.45189,2.28107,1.46209,0.77658,-35.27269,-121.92826,2.7579,1.20307,0.77658,-35.16804,-122.40438,3.23495,0.94412
0.77657,-35.48491,-120.95888,1.78999,1.72879,0.77657,-35.3771,-121.44993,2.28104,1.46183,0.77657,-35.27245,-121.92633,2.75788,1.2028,0.77657,-35.16779,-122.40247,3.23495,0.94384
