f,ln(c/c0)_median,ln(c/c0)_central,ln(c/c0)_lo_1sigma,ln(c/c0)_hi_1sigma,ln(c/c0)_lo_2sigma,ln(c/c0)_hi_2sigma,ln(c/c0)_lo,ln(c/c0)_hi,ln(d/d0)_median,ln(d/d0)_central,ln(d/d0)_lo_1sigma,ln(d/d0)_hi_1sigma,ln(d/d0)_lo_2sigma,ln(d/d0)_hi_2sigma,ln(d/d0)_lo,ln(d/d0)_hi,DeltaCD_median,DeltaCD_central,DeltaCD_lo_1sigma,DeltaCD_hi_1sigma,DeltaCD_lo_2sigma,DeltaCD_hi_2sigma,DeltaCD_lo,DeltaCD_hi,DeltaDD_median,DeltaDD_central,DeltaDD_lo_1sigma,DeltaDD_hi_1sigma,DeltaDD_lo_2sigma,DeltaDD_hi_2sigma,DeltaDD_lo,DeltaDD_hi
0.5,-0.027303943432171508,-0.0272530863684446,-0.028591283777734386,-0.025968133261101468,-0.029875122538318345,-0.024319934260186415,-0.028591283777734386,-0.025968133261101468,0.09371976987984659,0.09326989297112055,0.08295148309420793,0.1011882156396823,0.07320011179311664,0.11145078226451272,0.08295148309420793,0.1011882156396823,18.52766419629735,18.378010574678935,14.606427041644148,23.015285773051257,10.681475197053672,27.714478690946237,14.606427041644148,23.015285773051257,55.86943774552108,56.34729466190538,51.96796731327663,59.98168783068174,48.127043631818744,64.5315330890985,51.96796731327663,59.98168783068174
0.5042016806722689,-0.027067508343887686,-0.02701752677238303,-0.02834726704831164,-0.025739480279163174,-0.029626137522814924,-0.02410324185663393,-0.02834726704831164,-0.025739480279163174,0.09355770104948354,0.09311665574776315,0.08282800099454754,0.10095377739021885,0.0731063571484043,0.1112412946160162,0.08282800099454754,0.10095377739021885,18.48333882373,18.326703893172695,14.584634197521627,22.988106612314667,10.651906702406349,27.633433158277175,14.584634197521627,22.988106612314667,55.57844845827526,56.03678638070028,51.569598409448496,59.71871168576442,47.77679378852468,64.3401429318048,51.569598409448496,59.71871168576442
0.5084033613445378,-0.026832096723930637,-0.026782320785312574,-0.028102530353061903,-0.025511244429775485,-0.029377373237964025,-0.023886980265734877,-0.028102530353061903,-0.025511244429775485,0.09339359405728935,0.09295885587437427,0.08276849873513514,0.10071160981797214,0.07300943396466285,0.11109330315487163,0.08276849873513514,0.10071160981797214,18.449927509202265,18.274040908826027,14.55989722382529,22.93776453294859,10.621434142839165,27.550497407862668,14.55989722382529,22.93776453294859,55.2478468861176,55.72181350320881,51.18924264913317,59.47517532982647,47.42356840052928,63.98883778778428,51.18924264913317,59.47517532982647
0.5126050420168067,-0.026597022611762854,-0.026547466943593095,-0.02785927027209095,-0.025283423203965472,-0.029128829103413304,-0.02367114763839867,-0.02785927027209095,-0.025283423203965472,0.09323918375922811,0.09279640998925198,0.0826866688548604,0.10052433111562871,0.07290926087414089,0.11094034361128009,0.0826866688548604,0.10052433111562871,18.406922263112097,18.22000856520891,14.529333021626513,22.87095784773571,10.590044931112326,27.46565407448999,14.529333021626513,22.87095784773571,54.914518403897084,55.40236542937939,50.88657604401987,59.19123478171096,47.129650917038056,63.62927129597582,50.88657604401987,59.19123478171096
0.5168067226890757,-0.026361545938135715,-0.026312963882506993,-0.02761600299498567,-0.025056015145670216,-0.028880504554312438,-0.023455741535063173,-0.02761600299498567,-0.025056015145670216,0.09307281619828897,0.09262925775506599,0.08259097186136924,0.10040022861787246,0.07281053013292887,0.11078230009492775,0.08259097186136924,0.10040022861787246,18.3778943693924,18.164593872558427,14.472629115347488,22.802730527775854,10.550156048963913,27.378885794183134,14.472629115347488,22.802730527775854,54.61975159190759,55.07840202108287,50.598055676191066,58.89343593647578,46.80043532662056,63.277027157534704,50.598055676191066,58.89343593647578
0.5210084033613446,-0.026126436504651792,-0.0260788100222681,-0.02737254114931758,-0.024829018229290623,-0.028632399007564268,-0.023240759550704634,-0.02737254114931758,-0.024829018229290623,0.09290158428001247,0.09245727084824484,0.08246093331163457,0.10018990671862513,0.07270953515589355,0.1106190242053247,0.08246093331163457,0.10018990671862513,18.31609548486861,18.107783963982843,14.414414806775753,22.738955621636467,10.50056768120018,27.290175299135573,14.414414806775753,22.738955621636467,54.32092068433718,54.74996916346217,50.18115044393529,58.5847767006486,46.39012684819738,62.925594965052376,50.18115044393529,58.5847767006486
0.5252100840336135,-0.02589169276305992,-0.025845003741406972,-0.02713026585277621,-0.024602430316117408,-0.02838451187217216,-0.023026199313510978,-0.02713026585277621,-0.024602430316117408,0.09272539576751945,0.09228030343373467,0.08238189520410019,0.09998120458461537,0.07260514255166398,0.11045038182687963,0.08238189520410019,0.09998120458461537,18.243629767709884,18.049566094489002,14.354415939601422,22.67350124804194,10.443708350804926,27.19950572779509,14.354415939601422,22.67350124804194,53.99490513398881,54.41713443799294,49.81395324222107,58.34487155547462,45.93339330538234,62.61386383896071,49.81395324222107,58.34487155547462
0.5294117647058824,-0.025657313076895803,-0.025611543632358298,-0.02688937100710538,-0.02437624929584432,-0.0281368426038101,-0.02281205848362047,-0.02688937100710538,-0.02437624929584432,0.09251812139915949,0.0920982666764535,0.08229879507457316,0.09976313649723789,0.07249728200305637,0.11027624130381854,0.08229879507457316,0.09976313649723789,18.16062599928391,17.989927557778852,14.29166950776839,22.607589615202922,10.386086174395071,27.10685891641475,14.29166950776839,22.607589615202922,53.64951537971204,54.07989255179473,49.47331358420612,57.97675462080835,45.54249749370222,62.32841201822707,49.47331358420612,57.97675462080835
0.5336134453781513,-0.02542246035073318,-0.02537842828876022,-0.02665056136877843,-0.024150473085591366,-0.027889390621813042,-0.022598334736604993,-0.02665056136877843,-0.024150473085591366,0.09229490438668968,0.0919110671365214,0.08221240205139276,0.099535796699084,0.07238588566954911,0.11008328072124615,0.08221240205139276,0.099535796699084,18.10590610171797,17.928855719938067,14.227763348509184,22.538040756031478,10.326479151580354,27.01221748050284,14.227763348509184,22.538040756031478,53.33699567455931,53.73824356027119,49.125549332863734,57.67765681584389,45.136321366467826,62.04984384746508,49.125549332863734,57.67765681584389
0.5378151260504201,-0.025187945976680972,-0.025145656305469215,-0.026410161529332895,-0.02392509962897821,-0.027642155362586296,-0.02238502567052871,-0.026410161529332895,-0.02392509962897821,0.09207900330255683,0.09171860693477576,0.08212260020490592,0.09932749619524313,0.0722711231251294,0.10976566408360564,0.08212260020490592,0.09932749619524313,18.063599447742014,17.86633801860504,14.162694053871618,22.466877077709594,10.26311895029189,26.915564223258905,14.162694053871618,22.466877077709594,53.00394026123292,53.39219259631393,48.778628205555194,57.425940546518746,44.712698393839965,61.76594240415513,48.778628205555194,57.425940546518746
