ANME2d_rev1,ANME2d_rev2,ANME2d_rev3,AOM_P_rev1,AOM_P_rev2,AOM_P_rev3,gammaCDff2,gammaDDff2,scaled_ss,scaled_rmse,n_residuals,n_parameters,dof,reduced_scaled_ss,optimizer_source,exclude_initial,ngrid,tmax_safety_cap,f_margin
0.4561529390288857,0.99,0.00022132849060010253,0.765364931127965,0.4677763943005497,0.4215408468221032,0.972056276303094,0.9316009423751992,1.7187181970179553,0.1976405252091623,44,8,36,0.04774217213938765,differential_evolution + L-BFGS-B,True,1000,500.0,0.005
