,Mode,,Frequency,,Isotopologue
MODE,342,FREQUENCY=,88.53035,(CM**-1),QHDHH
MODE,343,FREQUENCY=,125.36144,(CM**-1),QHDHH
MODE,344,FREQUENCY=,128.26917,(CM**-1),QHDHH
MODE,345,FREQUENCY=,131.35561,(CM**-1),QHDHH
MODE,346,FREQUENCY=,204.89343,(CM**-1),QHDHH
MODE,347,FREQUENCY=,220.16498,(CM**-1),QHDHH
MODE,348,FREQUENCY=,305.36703,(CM**-1),QHDHH
MODE,349,FREQUENCY=,353.07156,(CM**-1),QHDHH
MODE,350,FREQUENCY=,363.32393,(CM**-1),QHDHH
MODE,351,FREQUENCY=,404.08396,(CM**-1),QHDHH
MODE,352,FREQUENCY=,434.77224,(CM**-1),QHDHH
MODE,353,FREQUENCY=,576.6853,(CM**-1),QHDHH
MODE,354,FREQUENCY=,945.09822,(CM**-1),QHDHH
MODE,355,FREQUENCY=,1190.48246,(CM**-1),QHDHH
MODE,356,FREQUENCY=,1427.65225,(CM**-1),QHDHH
MODE,357,FREQUENCY=,2369.98517,(CM**-1),QHDHH
MODE,358,FREQUENCY=,2593.70818,(CM**-1),QHDHH
MODE,359,FREQUENCY=,3202.00252,(CM**-1),QHDHH
MODE,360,FREQUENCY=,3295.28425,(CM**-1),QHDHH
,,,,,
,,,,,
13-2-1-1-1,,,,,
MODE,1,FREQUENCY=,-135.59427,(CM**-1),QDHHH
MODE,341,FREQUENCY=,74.83758,(CM**-1),QDHHH
MODE,342,FREQUENCY=,88.31484,(CM**-1),QDHHH
MODE,343,FREQUENCY=,127.50423,(CM**-1),QDHHH
MODE,344,FREQUENCY=,129.81458,(CM**-1),QDHHH
MODE,345,FREQUENCY=,131.79943,(CM**-1),QDHHH
MODE,346,FREQUENCY=,206.79911,(CM**-1),QDHHH
MODE,347,FREQUENCY=,220.22928,(CM**-1),QDHHH
MODE,348,FREQUENCY=,302.71868,(CM**-1),QDHHH
MODE,349,FREQUENCY=,339.26741,(CM**-1),QDHHH
MODE,350,FREQUENCY=,356.23533,(CM**-1),QDHHH
MODE,351,FREQUENCY=,406.38149,(CM**-1),QDHHH
MODE,352,FREQUENCY=,463.85649,(CM**-1),QDHHH
MODE,353,FREQUENCY=,578.70409,(CM**-1),QDHHH
MODE,354,FREQUENCY=,945.14594,(CM**-1),QDHHH
MODE,355,FREQUENCY=,1202.19262,(CM**-1),QDHHH
MODE,356,FREQUENCY=,1421.17643,(CM**-1),QDHHH
MODE,357,FREQUENCY=,2361.81851,(CM**-1),QDHHH
MODE,358,FREQUENCY=,2593.72288,(CM**-1),QDHHH
MODE,359,FREQUENCY=,3203.11011,(CM**-1),QDHHH
MODE,360,FREQUENCY=,3304.98554,(CM**-1),QDHHH
,,,,,
,,,,,
13-1-1-2-2,,,,,
MODE,1,FREQUENCY=,-137.29114,(CM**-1),QHHDD
MODE,341,FREQUENCY=,75.80354,(CM**-1),QHHDD
MODE,342,FREQUENCY=,86.95475,(CM**-1),QHHDD
MODE,343,FREQUENCY=,124.30903,(CM**-1),QHHDD
MODE,344,FREQUENCY=,126.81385,(CM**-1),QHHDD
MODE,345,FREQUENCY=,131.90398,(CM**-1),QHHDD
MODE,346,FREQUENCY=,205.85059,(CM**-1),QHHDD
MODE,347,FREQUENCY=,218.0027,(CM**-1),QHHDD
MODE,348,FREQUENCY=,232.06322,(CM**-1),QHHDD
MODE,349,FREQUENCY=,343.23256,(CM**-1),QHHDD
MODE,350,FREQUENCY=,351.79213,(CM**-1),QHHDD
MODE,351,FREQUENCY=,402.52563,(CM**-1),QHHDD
MODE,352,FREQUENCY=,445.70319,(CM**-1),QHHDD
MODE,353,FREQUENCY=,568.57559,(CM**-1),QHHDD
MODE,354,FREQUENCY=,686.0116,(CM**-1),QHHDD
MODE,355,FREQUENCY=,1196.2429,(CM**-1),QHHDD
MODE,356,FREQUENCY=,1420.97062,(CM**-1),QHHDD
MODE,357,FREQUENCY=,1863.05828,(CM**-1),QHHDD
MODE,358,FREQUENCY=,2366.08163,(CM**-1),QHHDD
MODE,359,FREQUENCY=,3203.35849,(CM**-1),QHHDD
MODE,360,FREQUENCY=,3299.37579,(CM**-1),QHHDD
,,,,,
,,,,,
13-1-2-1-2,,,,,
MODE,1,FREQUENCY=,-137.31879,(CM**-1),QHDHD
MODE,341,FREQUENCY=,77.62435,(CM**-1),QHDHD
MODE,342,FREQUENCY=,87.87006,(CM**-1),QHDHD
MODE,343,FREQUENCY=,123.88015,(CM**-1),QHDHD
MODE,344,FREQUENCY=,125.78539,(CM**-1),QHDHD
MODE,345,FREQUENCY=,128.82934,(CM**-1),QHDHD
MODE,346,FREQUENCY=,204.38009,(CM**-1),QHDHD
MODE,347,FREQUENCY=,220.06667,(CM**-1),QHDHD
MODE,348,FREQUENCY=,231.64477,(CM**-1),QHDHD
MODE,349,FREQUENCY=,344.75627,(CM**-1),QHDHD
MODE,350,FREQUENCY=,353.67737,(CM**-1),QHDHD
MODE,351,FREQUENCY=,404.0269,(CM**-1),QHDHD
MODE,352,FREQUENCY=,433.91749,(CM**-1),QHDHD
MODE,353,FREQUENCY=,576.66536,(CM**-1),QHDHD
MODE,354,FREQUENCY=,685.81524,(CM**-1),QHDHD
MODE,355,FREQUENCY=,1190.46777,(CM**-1),QHDHD
MODE,356,FREQUENCY=,1427.65051,(CM**-1),QHDHD
MODE,357,FREQUENCY=,1863.05094,(CM**-1),QHDHD
MODE,358,FREQUENCY=,2369.9918,(CM**-1),QHDHD
MODE,359,FREQUENCY=,3202.00231,(CM**-1),QHDHD
MODE,360,FREQUENCY=,3295.28381,(CM**-1),QHDHD
,,,,,
,,,,,
13-2-1-1-2,,,,,
MODE,1,FREQUENCY=,-135.59462,(CM**-1),QDHHD
MODE,341,FREQUENCY=,74.7734,(CM**-1),QDHHD
MODE,342,FREQUENCY=,87.67193,(CM**-1),QDHHD
MODE,343,FREQUENCY=,123.94673,(CM**-1),QDHHD
MODE,344,FREQUENCY=,128.43102,(CM**-1),QDHHD
MODE,345,FREQUENCY=,130.22466,(CM**-1),QDHHD
MODE,346,FREQUENCY=,206.51843,(CM**-1),QDHHD
MODE,347,FREQUENCY=,220.18823,(CM**-1),QDHHD
MODE,348,FREQUENCY=,231.34216,(CM**-1),QDHHD
MODE,349,FREQUENCY=,324.74743,(CM**-1),QDHHD
MODE,350,FREQUENCY=,351.22763,(CM**-1),QDHHD
MODE,351,FREQUENCY=,406.35093,(CM**-1),QDHHD
MODE,352,FREQUENCY=,462.60182,(CM**-1),QDHHD
MODE,353,FREQUENCY=,578.02808,(CM**-1),QDHHD
MODE,354,FREQUENCY=,685.89474,(CM**-1),QDHHD
MODE,355,FREQUENCY=,1202.1909,(CM**-1),QDHHD
MODE,356,FREQUENCY=,1421.16831,(CM**-1),QDHHD
MODE,357,FREQUENCY=,1863.08335,(CM**-1),QDHHD
MODE,358,FREQUENCY=,2361.81868,(CM**-1),QDHHD
MODE,359,FREQUENCY=,3203.10893,(CM**-1),QDHHD
MODE,360,FREQUENCY=,3304.98451,(CM**-1),QDHHD
,,,,,
,,,,,
13-1-2-2-1,,,,,
MODE,1,FREQUENCY=,-136.84074,(CM**-1),QHDDH
MODE,341,FREQUENCY=,74.86801,(CM**-1),QHDDH
MODE,342,FREQUENCY=,85.05557,(CM**-1),QHDDH
MODE,343,FREQUENCY=,113.83755,(CM**-1),QHDDH
MODE,344,FREQUENCY=,128.10485,(CM**-1),QHDDH
MODE,345,FREQUENCY=,131.36421,(CM**-1),QHDDH
MODE,346,FREQUENCY=,203.91019,(CM**-1),QHDDH
MODE,347,FREQUENCY=,218.01024,(CM**-1),QHDDH
MODE,348,FREQUENCY=,305.0864,(CM**-1),QHDDH
MODE,349,FREQUENCY=,333.71455,(CM**-1),QHDDH
MODE,350,FREQUENCY=,356.07337,(CM**-1),QHDDH
MODE,351,FREQUENCY=,369.84255,(CM**-1),QHDDH
MODE,352,FREQUENCY=,409.71175,(CM**-1),QHDDH
MODE,353,FREQUENCY=,521.58012,(CM**-1),QHDDH
MODE,354,FREQUENCY=,945.05814,(CM**-1),QHDDH
MODE,355,FREQUENCY=,1055.1946,(CM**-1),QHDDH
MODE,356,FREQUENCY=,1306.9919,(CM**-1),QHDDH
MODE,357,FREQUENCY=,2291.83491,(CM**-1),QHDDH
MODE,358,FREQUENCY=,2454.37926,(CM**-1),QHDDH
MODE,359,FREQUENCY=,2593.68765,(CM**-1),QHDDH
MODE,360,FREQUENCY=,3248.45135,(CM**-1),QHDDH
,,,,,
,,,,,
13-2-1-2-1,,,,,
MODE,1,FREQUENCY=,-135.09614,(CM**-1),QDHDH
MODE,341,FREQUENCY=,71.84463,(CM**-1),QDHDH
MODE,342,FREQUENCY=,85.45534,(CM**-1),QDHDH
MODE,343,FREQUENCY=,117.01137,(CM**-1),QDHDH
MODE,344,FREQUENCY=,128.28434,(CM**-1),QDHDH
MODE,345,FREQUENCY=,131.49943,(CM**-1),QDHDH
MODE,346,FREQUENCY=,205.81101,(CM**-1),QDHDH
MODE,347,FREQUENCY=,217.98261,(CM**-1),QDHDH
MODE,348,FREQUENCY=,296.32108,(CM**-1),QDHDH
MODE,349,FREQUENCY=,327.03402,(CM**-1),QDHDH
MODE,350,FREQUENCY=,355.87405,(CM**-1),QDHDH
MODE,351,FREQUENCY=,382.09215,(CM**-1),QDHDH
MODE,352,FREQUENCY=,406.81971,(CM**-1),QDHDH
MODE,353,FREQUENCY=,537.93461,(CM**-1),QDHDH
MODE,354,FREQUENCY=,945.11391,(CM**-1),QDHDH
MODE,355,FREQUENCY=,1059.2099,(CM**-1),QDHDH
MODE,356,FREQUENCY=,1307.1698,(CM**-1),QDHDH
MODE,357,FREQUENCY=,2291.07577,(CM**-1),QDHDH
MODE,358,FREQUENCY=,2445.89077,(CM**-1),QDHDH
MODE,359,FREQUENCY=,2593.70236,(CM**-1),QDHDH
MODE,360,FREQUENCY=,3260.44366,(CM**-1),QDHDH
,,,,,
,,,,,
13-2-2-1-1,,,,,
MODE,1,FREQUENCY=,-135.13486,(CM**-1),QDDHH
MODE,341,FREQUENCY=,73.98108,(CM**-1),QDDHH
MODE,342,FREQUENCY=,85.55028,(CM**-1),QDDHH
MODE,343,FREQUENCY=,113.60372,(CM**-1),QDDHH
MODE,344,FREQUENCY=,128.21179,(CM**-1),QDDHH
MODE,345,FREQUENCY=,131.28396,(CM**-1),QDDHH
MODE,346,FREQUENCY=,204.56518,(CM**-1),QDDHH
MODE,347,FREQUENCY=,220.0629,(CM**-1),QDDHH
MODE,348,FREQUENCY=,291.09646,(CM**-1),QDDHH
MODE,349,FREQUENCY=,338.24054,(CM**-1),QDDHH
MODE,350,FREQUENCY=,355.46979,(CM**-1),QDDHH
MODE,351,FREQUENCY=,372.0409,(CM**-1),QDDHH
MODE,352,FREQUENCY=,407.01645,(CM**-1),QDDHH
MODE,353,FREQUENCY=,542.96129,(CM**-1),QDDHH
MODE,354,FREQUENCY=,945.04705,(CM**-1),QDDHH
MODE,355,FREQUENCY=,1054.37276,(CM**-1),QDDHH
MODE,356,FREQUENCY=,1313.0178,(CM**-1),QDDHH
MODE,357,FREQUENCY=,2292.01892,(CM**-1),QDDHH
MODE,358,FREQUENCY=,2449.12896,(CM**-1),QDDHH
MODE,359,FREQUENCY=,2593.70482,(CM**-1),QDDHH
MODE,360,FREQUENCY=,3254.69169,(CM**-1),QDDHH
,,,,,
,,,,,
13-1-2-2-2,,,,,
MODE,1,FREQUENCY=,-136.84026,(CM**-1),QHDDD
MODE,341,FREQUENCY=,74.79016,(CM**-1),QHDDD
MODE,342,FREQUENCY=,84.52025,(CM**-1),QHDDD
MODE,343,FREQUENCY=,113.76893,(CM**-1),QHDDD
MODE,344,FREQUENCY=,124.12029,(CM**-1),QHDDD
MODE,345,FREQUENCY=,128.83958,(CM**-1),QHDDD
MODE,346,FREQUENCY=,203.3987,(CM**-1),QHDDD
MODE,347,FREQUENCY=,217.97821,(CM**-1),QHDDD
MODE,348,FREQUENCY=,231.43012,(CM**-1),QHDDD
MODE,349,FREQUENCY=,330.188,(CM**-1),QHDDD
MODE,350,FREQUENCY=,351.84959,(CM**-1),QHDDD
MODE,351,FREQUENCY=,358.97676,(CM**-1),QHDDD
MODE,352,FREQUENCY=,409.329,(CM**-1),QHDDD
MODE,353,FREQUENCY=,521.52564,(CM**-1),QHDDD
MODE,354,FREQUENCY=,685.76761,(CM**-1),QHDDD
MODE,355,FREQUENCY=,1055.16403,(CM**-1),QHDDD
MODE,356,FREQUENCY=,1306.9918,(CM**-1),QHDDD
MODE,357,FREQUENCY=,1863.02004,(CM**-1),QHDDD
MODE,358,FREQUENCY=,2291.83981,(CM**-1),QHDDD
MODE,359,FREQUENCY=,2454.38157,(CM**-1),QHDDD
MODE,360,FREQUENCY=,3248.451,(CM**-1),QHDDD
,,,,,
,,,,,
13-2-1-2-2,,,,,
MODE,1,FREQUENCY=,-135.09653,(CM**-1),QDHDD
MODE,341,FREQUENCY=,71.77245,(CM**-1),QDHDD
MODE,342,FREQUENCY=,84.92117,(CM**-1),QDHDD
MODE,343,FREQUENCY=,116.87573,(CM**-1),QDHDD
MODE,344,FREQUENCY=,124.33714,(CM**-1),QDHDD
MODE,345,FREQUENCY=,128.9948,(CM**-1),QDHDD
MODE,346,FREQUENCY=,205.51048,(CM**-1),QDHDD
MODE,347,FREQUENCY=,217.95374,(CM**-1),QDHDD
MODE,348,FREQUENCY=,231.19042,(CM**-1),QDHDD
MODE,349,FREQUENCY=,308.10637,(CM**-1),QDHDD
MODE,350,FREQUENCY=,351.11508,(CM**-1),QDHDD
MODE,351,FREQUENCY=,379.4145,(CM**-1),QDHDD
MODE,352,FREQUENCY=,406.76699,(CM**-1),QDHDD
MODE,353,FREQUENCY=,536.59766,(CM**-1),QDHDD
MODE,354,FREQUENCY=,685.8528,(CM**-1),QDHDD
MODE,355,FREQUENCY=,1059.19959,(CM**-1),QDHDD
MODE,356,FREQUENCY=,1307.16312,(CM**-1),QDHDD
MODE,357,FREQUENCY=,1863.05247,(CM**-1),QDHDD
MODE,358,FREQUENCY=,2291.07656,(CM**-1),QDHDD
MODE,359,FREQUENCY=,2445.89048,(CM**-1),QDHDD
MODE,360,FREQUENCY=,3260.44183,(CM**-1),QDHDD
,,,,,
,,,,,
13-2-2-1-2,,,,,
MODE,1,FREQUENCY=,-135.13523,(CM**-1),QDDHD
MODE,341,FREQUENCY=,73.92256,(CM**-1),QDDHD
MODE,342,FREQUENCY=,84.97335,(CM**-1),QDDHD
MODE,343,FREQUENCY=,113.50239,(CM**-1),QDDHD
MODE,344,FREQUENCY=,124.3092,(CM**-1),QDDHD
MODE,345,FREQUENCY=,128.72278,(CM**-1),QDDHD
MODE,346,FREQUENCY=,204.12537,(CM**-1),QDDHD
MODE,347,FREQUENCY=,219.99107,(CM**-1),QDDHD
MODE,348,FREQUENCY=,230.57346,(CM**-1),QDDHD
MODE,349,FREQUENCY=,313.37197,(CM**-1),QDDHD
MODE,350,FREQUENCY=,350.7086,(CM**-1),QDDHD
MODE,351,FREQUENCY=,369.69345,(CM**-1),QDDHD
MODE,352,FREQUENCY=,406.93726,(CM**-1),QDDHD
MODE,353,FREQUENCY=,542.77099,(CM**-1),QDDHD
MODE,354,FREQUENCY=,685.74654,(CM**-1),QDDHD
MODE,355,FREQUENCY=,1054.35429,(CM**-1),QDDHD
MODE,356,FREQUENCY=,1313.01153,(CM**-1),QDDHD
MODE,357,FREQUENCY=,1863.04519,(CM**-1),QDDHD
MODE,358,FREQUENCY=,2292.02252,(CM**-1),QDDHD
MODE,359,FREQUENCY=,2449.13213,(CM**-1),QDDHD
MODE,360,FREQUENCY=,3254.69135,(CM**-1),QDDHD
,,,,,
,,,,,
13-2-2-2-1,,,,,
MODE,1,FREQUENCY=,-134.64081,(CM**-1),QDDDH
MODE,341,FREQUENCY=,71.26154,(CM**-1),QDDDH
MODE,342,FREQUENCY=,83.10782,(CM**-1),QDDDH
MODE,343,FREQUENCY=,104.18896,(CM**-1),QDDDH
MODE,344,FREQUENCY=,128.09854,(CM**-1),QDDDH
MODE,345,FREQUENCY=,131.27042,(CM**-1),QDDDH
MODE,346,FREQUENCY=,203.6512,(CM**-1),QDDDH
MODE,347,FREQUENCY=,217.95638,(CM**-1),QDDDH
MODE,348,FREQUENCY=,289.50147,(CM**-1),QDDDH
MODE,349,FREQUENCY=,320.62528,(CM**-1),QDDDH
MODE,350,FREQUENCY=,344.24165,(CM**-1),QDDDH
MODE,351,FREQUENCY=,357.98596,(CM**-1),QDDDH
MODE,352,FREQUENCY=,406.77752,(CM**-1),QDDDH
MODE,353,FREQUENCY=,446.84693,(CM**-1),QDDDH
MODE,354,FREQUENCY=,945.01694,(CM**-1),QDDDH
MODE,355,FREQUENCY=,1045.6457,(CM**-1),QDDDH
MODE,356,FREQUENCY=,1051.45994,(CM**-1),QDDDH
MODE,357,FREQUENCY=,2223.3831,(CM**-1),QDDDH
MODE,358,FREQUENCY=,2444.79762,(CM**-1),QDDDH
MODE,359,FREQUENCY=,2454.71098,(CM**-1),QDDDH
MODE,360,FREQUENCY=,2593.68425,(CM**-1),QDDDH
,,,,,
,,,,,
13-2-2-2-2,,,,,
MODE,1,FREQUENCY=,-134.64112,(CM**-1),QDDDD
MODE,341,FREQUENCY=,71.19607,(CM**-1),QDDDD
MODE,342,FREQUENCY=,82.60494,(CM**-1),QDDDD
MODE,343,FREQUENCY=,104.16494,(CM**-1),QDDDD
MODE,344,FREQUENCY=,124.10859,(CM**-1),QDDDD
MODE,345,FREQUENCY=,128.68239,(CM**-1),QDDDD
MODE,346,FREQUENCY=,203.20528,(CM**-1),QDDDD
MODE,347,FREQUENCY=,217.92024,(CM**-1),QDDDD
MODE,348,FREQUENCY=,230.39343,(CM**-1),QDDDD
MODE,349,FREQUENCY=,306.66409,(CM**-1),QDDDD
MODE,350,FREQUENCY=,330.72786,(CM**-1),QDDDD
MODE,351,FREQUENCY=,352.33575,(CM**-1),QDDDD
MODE,352,FREQUENCY=,406.72949,(CM**-1),QDDDD
MODE,353,FREQUENCY=,446.32979,(CM**-1),QDDDD
MODE,354,FREQUENCY=,685.67351,(CM**-1),QDDDD
MODE,355,FREQUENCY=,1045.62446,(CM**-1),QDDDD
MODE,356,FREQUENCY=,1051.45421,(CM**-1),QDDDD
MODE,357,FREQUENCY=,1863.01438,(CM**-1),QDDDD
MODE,358,FREQUENCY=,2223.38708,(CM**-1),QDDDD
MODE,359,FREQUENCY=,2444.79803,(CM**-1),QDDDD
MODE,360,FREQUENCY=,2454.71392,(CM**-1),QDDDD
