ANME2d_rev1,ANME2d_rev2,ANME2d_rev3,AOM_P_rev1,AOM_P_rev2,AOM_P_rev3,gammaCDff2p,gammaCDff2s,gammaDDff2pp,gammaDDff2ps,scaled_ss,scaled_rmse,n_residuals,n_parameters,dof,reduced_scaled_ss,optimizer_source,exclude_initial,ngrid,tmax_safety_cap,f_margin
0.3739570147403217,0.941166515331457,0.18706744419007842,0.8408506728125856,0.48363552197551124,0.1831325384686107,0.9789787644716229,0.9952599066961326,0.9333559642773996,0.9376035971402982,2.03428218558318,0.21502019913482864,44,10,34,0.05983182898774059,differential_evolution + L-BFGS-B,True,500,500.0,0.005
