series,run_name,sample_id,rev1,rev2,rev3,gammaCDff2p,gammaCDff2s,gammaDDff2pp,gammaDDff2ps,gammaCDff3,f,ln(c/c0),ln(d/d0),DeltaCD,DeltaDD,solve_seconds,t_end,tmax,event_reached,f_stop
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5109243697478991,0.03967892470163513,0.15054454586080868,-8.724531738612693,-26.60686414180134,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5159663865546219,0.039104312964792276,0.14836449928073317,-8.598775978071423,-26.226634326218793,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5210084033613446,0.03853508350723402,0.1462048704458165,-8.474181229078264,-25.849820726296723,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5260504201680672,0.037971136328617885,0.14406527997694316,-8.350726099248611,-25.476361195864527,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5310924369747899,0.03741237421275904,0.1419453590700882,-8.228389783170291,-25.106195285233376,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5361344537815126,0.03685870247680278,0.13984474845696315,-8.107152048930962,-24.7392641719587,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5411764705882354,0.03631002917068553,0.13776309933467631,-7.986993202131859,-24.375510617954333,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.546218487394958,0.03576626523268108,0.13570007411058005,-7.867894047584605,-24.014878905070425,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5512605042016807,0.03522732361863072,0.13365534263182466,-7.749835917131342,-23.657314760030193,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5563025210084034,0.03469311945961496,0.13162858292268345,-7.632800640345086,-23.302765320722845,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.561344537815126,0.034163570139051525,0.12961948157027015,-7.516770518535952,-22.951179093162793,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5663865546218487,0.033638594985372125,0.12762773242285735,-7.401728321035709,-22.602505893311108,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5714285714285714,0.033118115874236666,0.12565303927287835,-7.287657232506092,-22.25669683528639,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5764705882352941,0.032602056618179734,0.12369511322790452,-7.174540864859038,-21.91370425182678,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5815126050420167,0.03209034274960596,0.1217536717959309,-7.062363253034764,-21.57348165295429,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5865546218487395,0.03158290164507097,0.11982843946623176,-6.95110883206508,-21.235983700111774,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5915966386554622,0.031079662479604087,0.11791914754528557,-6.8407624232832145,-20.901166170546578,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.5966386554621849,0.030580556125433665,0.11602553374629565,-6.731309224976496,-20.568985923184364,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6016806722689075,0.03008551542902999,0.11414734344934123,-6.622734774386325,-20.239400847261127,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6067226890756303,0.029594474763060274,0.1122843277589051,-6.515024964495969,-19.91236984039986,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.611764705882353,0.029107369963443493,0.11043624325685208,-6.408166034653294,-19.587852780671415,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6168067226890757,0.028624138414387868,0.1086028524084365,-6.302144550165857,-19.265810492113562,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6218487394957983,0.028144718963297476,0.10678392321785894,-6.196947393949161,-18.946204712429918,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.626890756302521,0.02766905195281758,0.10497922939669395,-6.092561752195414,-18.628998069535605,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6319327731092437,0.02719707914912543,0.10318855007661715,-5.988975105894662,-18.314154050716226,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6369747899159663,0.026728743626633786,0.10141166932861473,-5.8861752259509235,-18.00163697248141,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.642016806722689,0.02626398973693154,0.09964837605038702,-5.784150164348474,-17.69141195816549,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6470588235294118,0.025802763130327602,0.09789846408547125,-5.682888241671077,-17.383444914713465,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6521008403361345,0.025345010685839744,0.09616173193826011,-5.5823780410806885,-17.07770250898805,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6571428571428571,0.024890680453950844,0.094437982544056,-5.482608402021299,-16.774152145722052,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6621848739495798,0.024439721633143754,0.09272702318731176,-5.38356841190533,-16.472761945959096,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6672268907563026,0.023992084572115997,0.09102866553245792,-5.285247396307076,-16.173500726119496,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6722689075630253,0.02354772070705572,0.08934272536779918,-5.1876349139027615,-15.876337977295401,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6773109243697479,0.023106582508418964,0.08766902239031311,-5.090720751228865,-15.581243845785993,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6823529411764706,0.022668623480864274,0.08600738022382567,-4.994494914276571,-15.288189115276001,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6873949579831933,0.022233798143070048,0.08435762634815797,-4.898947621587837,-14.997145188918656,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.692436974789916,0.021802061976837404,0.08271959189261875,-4.8040692994951915,-14.70808407066346,0.028532981872558594,30.27424646725167,500.0,True,0.395
