ANME2d_rev1,ANME2d_rev2,ANME2d_rev3,AOM_P_rev1,AOM_P_rev2,AOM_P_rev3,gammaCDff2p,gammaCDff2s,gammaDDff2pp,gammaDDff2ps,gammaCDff3,scaled_ss,scaled_rmse,n_residuals,n_parameters,dof,reduced_scaled_ss,optimizer_source,exclude_initial,ngrid,tmax_safety_cap,f_margin
0.34452850727642326,0.9806610663340555,0.018585664174734534,0.7514776842633353,0.6144076875384021,0.8838421724707929,0.9754108766173112,0.999581883417864,0.9074270697048118,0.9341525565796976,0.9993724181577648,1.5828328054170864,0.18966674155051097,44,11,33,0.04796463046718444,differential_evolution + L-BFGS-B,True,900,500.0,0.005
