,Mode,,Frequency,,Isotopologue
MODE,63,FREQUENCY=,365.05860,(CM**-1),CHDHD
MODE,64,FREQUENCY=,373.00149,(CM**-1),CHDHD
MODE,65,FREQUENCY=,381.98245,(CM**-1),CHDHD
MODE,66,FREQUENCY=,442.27366,(CM**-1),CHDHD
MODE,67,FREQUENCY=,453.91236,(CM**-1),CHDHD
MODE,68,FREQUENCY=,492.11376,(CM**-1),CHDHD
MODE,69,FREQUENCY=,513.22763,(CM**-1),CHDHD
MODE,70,FREQUENCY=,523.10870,(CM**-1),CHDHD
MODE,71,FREQUENCY=,525.92865,(CM**-1),CHDHD
MODE,72,FREQUENCY=,534.96877,(CM**-1),CHDHD
MODE,73,FREQUENCY=,550.13316,(CM**-1),CHDHD
MODE,74,FREQUENCY=,569.12561,(CM**-1),CHDHD
MODE,75,FREQUENCY=,603.05689,(CM**-1),CHDHD
MODE,76,FREQUENCY=,614.65425,(CM**-1),CHDHD
MODE,77,FREQUENCY=,616.97358,(CM**-1),CHDHD
MODE,78,FREQUENCY=,618.02032,(CM**-1),CHDHD
MODE,79,FREQUENCY=,628.28668,(CM**-1),CHDHD
MODE,80,FREQUENCY=,636.29290,(CM**-1),CHDHD
MODE,81,FREQUENCY=,637.54918,(CM**-1),CHDHD
MODE,82,FREQUENCY=,649.13492,(CM**-1),CHDHD
MODE,83,FREQUENCY=,652.13635,(CM**-1),CHDHD
MODE,84,FREQUENCY=,663.60691,(CM**-1),CHDHD
MODE,85,FREQUENCY=,668.35217,(CM**-1),CHDHD
MODE,86,FREQUENCY=,669.75901,(CM**-1),CHDHD
MODE,87,FREQUENCY=,678.85102,(CM**-1),CHDHD
MODE,88,FREQUENCY=,680.31372,(CM**-1),CHDHD
MODE,89,FREQUENCY=,687.53098,(CM**-1),CHDHD
MODE,90,FREQUENCY=,722.74496,(CM**-1),CHDHD
MODE,91,FREQUENCY=,723.22156,(CM**-1),CHDHD
MODE,92,FREQUENCY=,729.22047,(CM**-1),CHDHD
MODE,93,FREQUENCY=,786.19819,(CM**-1),CHDHD
MODE,94,FREQUENCY=,819.05459,(CM**-1),CHDHD
MODE,95,FREQUENCY=,859.47924,(CM**-1),CHDHD
MODE,96,FREQUENCY=,875.80836,(CM**-1),CHDHD
MODE,97,FREQUENCY=,924.90038,(CM**-1),CHDHD
MODE,98,FREQUENCY=,943.28879,(CM**-1),CHDHD
MODE,99,FREQUENCY=,947.10640,(CM**-1),CHDHD
MODE,100,FREQUENCY=,948.36056,(CM**-1),CHDHD
MODE,101,FREQUENCY=,951.51577,(CM**-1),CHDHD
MODE,102,FREQUENCY=,960.59020,(CM**-1),CHDHD
MODE,103,FREQUENCY=,982.95710,(CM**-1),CHDHD
MODE,104,FREQUENCY=,997.33680,(CM**-1),CHDHD
MODE,105,FREQUENCY=,1016.54195,(CM**-1),CHDHD
MODE,106,FREQUENCY=,1021.19563,(CM**-1),CHDHD
MODE,107,FREQUENCY=,1027.13020,(CM**-1),CHDHD
MODE,108,FREQUENCY=,1034.08390,(CM**-1),CHDHD
MODE,109,FREQUENCY=,1035.18254,(CM**-1),CHDHD
MODE,110,FREQUENCY=,1038.60281,(CM**-1),CHDHD
MODE,111,FREQUENCY=,1047.67572,(CM**-1),CHDHD
MODE,112,FREQUENCY=,1054.66910,(CM**-1),CHDHD
MODE,113,FREQUENCY=,1072.13823,(CM**-1),CHDHD
MODE,114,FREQUENCY=,1077.88953,(CM**-1),CHDHD
MODE,115,FREQUENCY=,1081.89026,(CM**-1),CHDHD
MODE,116,FREQUENCY=,1085.15283,(CM**-1),CHDHD
MODE,117,FREQUENCY=,1089.93939,(CM**-1),CHDHD
MODE,118,FREQUENCY=,1092.84708,(CM**-1),CHDHD
MODE,119,FREQUENCY=,1101.48200,(CM**-1),CHDHD
MODE,120,FREQUENCY=,1103.61647,(CM**-1),CHDHD
MODE,121,FREQUENCY=,1161.70428,(CM**-1),CHDHD
MODE,122,FREQUENCY=,1174.91199,(CM**-1),CHDHD
MODE,123,FREQUENCY=,1183.69678,(CM**-1),CHDHD
MODE,124,FREQUENCY=,1205.76768,(CM**-1),CHDHD
MODE,125,FREQUENCY=,1245.50913,(CM**-1),CHDHD
MODE,126,FREQUENCY=,1268.26990,(CM**-1),CHDHD
MODE,127,FREQUENCY=,1274.14288,(CM**-1),CHDHD
MODE,128,FREQUENCY=,1301.48065,(CM**-1),CHDHD
MODE,129,FREQUENCY=,1305.91570,(CM**-1),CHDHD
MODE,130,FREQUENCY=,1309.69703,(CM**-1),CHDHD
MODE,131,FREQUENCY=,1356.78822,(CM**-1),CHDHD
MODE,132,FREQUENCY=,1361.82213,(CM**-1),CHDHD
MODE,133,FREQUENCY=,1367.61853,(CM**-1),CHDHD
MODE,134,FREQUENCY=,1393.40164,(CM**-1),CHDHD
MODE,135,FREQUENCY=,1404.79122,(CM**-1),CHDHD
MODE,136,FREQUENCY=,1410.57120,(CM**-1),CHDHD
MODE,137,FREQUENCY=,1428.63919,(CM**-1),CHDHD
MODE,138,FREQUENCY=,1441.08001,(CM**-1),CHDHD
MODE,139,FREQUENCY=,1442.58481,(CM**-1),CHDHD
MODE,140,FREQUENCY=,1444.11927,(CM**-1),CHDHD
MODE,141,FREQUENCY=,1448.10061,(CM**-1),CHDHD
MODE,142,FREQUENCY=,1482.27802,(CM**-1),CHDHD
MODE,143,FREQUENCY=,1493.18990,(CM**-1),CHDHD
MODE,144,FREQUENCY=,1494.12260,(CM**-1),CHDHD
MODE,145,FREQUENCY=,1494.72927,(CM**-1),CHDHD
MODE,146,FREQUENCY=,1497.84403,(CM**-1),CHDHD
MODE,147,FREQUENCY=,1499.21816,(CM**-1),CHDHD
MODE,148,FREQUENCY=,1501.16934,(CM**-1),CHDHD
MODE,149,FREQUENCY=,1501.34501,(CM**-1),CHDHD
MODE,150,FREQUENCY=,1506.96204,(CM**-1),CHDHD
MODE,151,FREQUENCY=,1509.01233,(CM**-1),CHDHD
MODE,152,FREQUENCY=,1509.46411,(CM**-1),CHDHD
MODE,153,FREQUENCY=,1509.94215,(CM**-1),CHDHD
MODE,154,FREQUENCY=,1513.84603,(CM**-1),CHDHD
MODE,155,FREQUENCY=,1526.36192,(CM**-1),CHDHD
MODE,156,FREQUENCY=,1532.09357,(CM**-1),CHDHD
MODE,157,FREQUENCY=,1550.70594,(CM**-1),CHDHD
MODE,158,FREQUENCY=,1552.88768,(CM**-1),CHDHD
MODE,159,FREQUENCY=,1600.34779,(CM**-1),CHDHD
MODE,160,FREQUENCY=,1630.74437,(CM**-1),CHDHD
MODE,161,FREQUENCY=,1633.92868,(CM**-1),CHDHD
MODE,162,FREQUENCY=,1636.08065,(CM**-1),CHDHD
MODE,163,FREQUENCY=,1676.59654,(CM**-1),CHDHD
MODE,164,FREQUENCY=,1730.00551,(CM**-1),CHDHD
MODE,165,FREQUENCY=,1737.27903,(CM**-1),CHDHD
MODE,166,FREQUENCY=,2322.02390,(CM**-1),CHDHD
MODE,167,FREQUENCY=,3059.05883,(CM**-1),CHDHD
MODE,168,FREQUENCY=,3061.36370,(CM**-1),CHDHD
MODE,169,FREQUENCY=,3062.11045,(CM**-1),CHDHD
MODE,170,FREQUENCY=,3066.27374,(CM**-1),CHDHD
MODE,171,FREQUENCY=,3066.45703,(CM**-1),CHDHD
MODE,172,FREQUENCY=,3066.94660,(CM**-1),CHDHD
MODE,173,FREQUENCY=,3120.81366,(CM**-1),CHDHD
MODE,174,FREQUENCY=,3126.70958,(CM**-1),CHDHD
MODE,175,FREQUENCY=,3129.26871,(CM**-1),CHDHD
MODE,176,FREQUENCY=,3132.43890,(CM**-1),CHDHD
MODE,177,FREQUENCY=,3135.13209,(CM**-1),CHDHD
MODE,178,FREQUENCY=,3135.97695,(CM**-1),CHDHD
MODE,179,FREQUENCY=,3139.60681,(CM**-1),CHDHD
MODE,180,FREQUENCY=,3144.37931,(CM**-1),CHDHD
MODE,181,FREQUENCY=,3152.26765,(CM**-1),CHDHD
MODE,182,FREQUENCY=,3163.19948,(CM**-1),CHDHD
MODE,183,FREQUENCY=,3168.64658,(CM**-1),CHDHD
MODE,184,FREQUENCY=,3168.85911,(CM**-1),CHDHD
MODE,185,FREQUENCY=,3172.82053,(CM**-1),CHDHD
MODE,186,FREQUENCY=,3204.42728,(CM**-1),CHDHD
MODE,187,FREQUENCY=,3232.99171,(CM**-1),CHDHD
MODE,188,FREQUENCY=,3279.38945,(CM**-1),CHDHD
MODE,189,FREQUENCY=,3298.61061,(CM**-1),CHDHD
MODE,190,FREQUENCY=,3299.58558,(CM**-1),CHDHD
MODE,191,FREQUENCY=,3314.43899,(CM**-1),CHDHD
MODE,192,FREQUENCY=,3389.84326,(CM**-1),CHDHD
MODE,193,FREQUENCY=,3659.80878,(CM**-1),CHDHD
MODE,194,FREQUENCY=,3662.88137,(CM**-1),CHDHD
MODE,195,FREQUENCY=,3696.79551,(CM**-1),CHDHD
12-1-2-2-1,,,,,
MODE,1,FREQUENCY=,-1142.71273,(CM**-1),CHDDH
MODE,8,FREQUENCY=,23.59232,(CM**-1),CHDDH
MODE,9,FREQUENCY=,31.37640,(CM**-1),CHDDH
MODE,10,FREQUENCY=,32.81590,(CM**-1),CHDDH
MODE,11,FREQUENCY=,35.91132,(CM**-1),CHDDH
MODE,12,FREQUENCY=,42.79364,(CM**-1),CHDDH
MODE,13,FREQUENCY=,46.15223,(CM**-1),CHDDH
MODE,14,FREQUENCY=,49.53348,(CM**-1),CHDDH
MODE,15,FREQUENCY=,51.80982,(CM**-1),CHDDH
MODE,16,FREQUENCY=,53.47238,(CM**-1),CHDDH
MODE,17,FREQUENCY=,58.85924,(CM**-1),CHDDH
MODE,18,FREQUENCY=,62.22890,(CM**-1),CHDDH
MODE,19,FREQUENCY=,67.24508,(CM**-1),CHDDH
MODE,20,FREQUENCY=,71.79523,(CM**-1),CHDDH
MODE,21,FREQUENCY=,75.99383,(CM**-1),CHDDH
MODE,22,FREQUENCY=,80.90144,(CM**-1),CHDDH
MODE,23,FREQUENCY=,83.07555,(CM**-1),CHDDH
MODE,24,FREQUENCY=,89.05772,(CM**-1),CHDDH
MODE,25,FREQUENCY=,96.70239,(CM**-1),CHDDH
MODE,26,FREQUENCY=,98.28889,(CM**-1),CHDDH
MODE,27,FREQUENCY=,105.88329,(CM**-1),CHDDH
MODE,28,FREQUENCY=,111.61630,(CM**-1),CHDDH
MODE,29,FREQUENCY=,113.59741,(CM**-1),CHDDH
MODE,30,FREQUENCY=,115.65145,(CM**-1),CHDDH
MODE,31,FREQUENCY=,121.71906,(CM**-1),CHDDH
MODE,32,FREQUENCY=,124.48172,(CM**-1),CHDDH
MODE,33,FREQUENCY=,127.30587,(CM**-1),CHDDH
MODE,34,FREQUENCY=,137.34449,(CM**-1),CHDDH
MODE,35,FREQUENCY=,138.52160,(CM**-1),CHDDH
MODE,36,FREQUENCY=,148.44232,(CM**-1),CHDDH
MODE,37,FREQUENCY=,153.30618,(CM**-1),CHDDH
MODE,38,FREQUENCY=,157.07239,(CM**-1),CHDDH
MODE,39,FREQUENCY=,160.22819,(CM**-1),CHDDH
MODE,40,FREQUENCY=,165.02707,(CM**-1),CHDDH
MODE,41,FREQUENCY=,168.54902,(CM**-1),CHDDH
MODE,42,FREQUENCY=,172.78517,(CM**-1),CHDDH
MODE,43,FREQUENCY=,175.35180,(CM**-1),CHDDH
MODE,44,FREQUENCY=,182.88306,(CM**-1),CHDDH
MODE,45,FREQUENCY=,183.65464,(CM**-1),CHDDH
MODE,46,FREQUENCY=,197.73466,(CM**-1),CHDDH
MODE,47,FREQUENCY=,198.84842,(CM**-1),CHDDH
MODE,48,FREQUENCY=,207.08030,(CM**-1),CHDDH
MODE,49,FREQUENCY=,221.38653,(CM**-1),CHDDH
MODE,50,FREQUENCY=,227.97951,(CM**-1),CHDDH
MODE,51,FREQUENCY=,242.84917,(CM**-1),CHDDH
MODE,52,FREQUENCY=,250.34768,(CM**-1),CHDDH
MODE,53,FREQUENCY=,270.79587,(CM**-1),CHDDH
MODE,54,FREQUENCY=,275.95689,(CM**-1),CHDDH
MODE,55,FREQUENCY=,279.82300,(CM**-1),CHDDH
MODE,56,FREQUENCY=,301.40095,(CM**-1),CHDDH
MODE,57,FREQUENCY=,313.63429,(CM**-1),CHDDH
MODE,58,FREQUENCY=,319.68635,(CM**-1),CHDDH
MODE,59,FREQUENCY=,325.39972,(CM**-1),CHDDH
MODE,60,FREQUENCY=,328.42594,(CM**-1),CHDDH
MODE,61,FREQUENCY=,352.16989,(CM**-1),CHDDH
MODE,62,FREQUENCY=,361.23620,(CM**-1),CHDDH
MODE,63,FREQUENCY=,369.04969,(CM**-1),CHDDH
MODE,64,FREQUENCY=,372.94216,(CM**-1),CHDDH
MODE,65,FREQUENCY=,385.32789,(CM**-1),CHDDH
MODE,66,FREQUENCY=,429.99686,(CM**-1),CHDDH
MODE,67,FREQUENCY=,453.46731,(CM**-1),CHDDH
MODE,68,FREQUENCY=,492.11205,(CM**-1),CHDDH
MODE,69,FREQUENCY=,513.35359,(CM**-1),CHDDH
MODE,70,FREQUENCY=,523.08943,(CM**-1),CHDDH
MODE,71,FREQUENCY=,525.84754,(CM**-1),CHDDH
MODE,72,FREQUENCY=,534.95256,(CM**-1),CHDDH
MODE,73,FREQUENCY=,550.04927,(CM**-1),CHDDH
MODE,74,FREQUENCY=,569.11948,(CM**-1),CHDDH
MODE,75,FREQUENCY=,603.06129,(CM**-1),CHDDH
MODE,76,FREQUENCY=,614.65655,(CM**-1),CHDDH
MODE,77,FREQUENCY=,616.97663,(CM**-1),CHDDH
MODE,78,FREQUENCY=,618.02412,(CM**-1),CHDDH
MODE,79,FREQUENCY=,628.29289,(CM**-1),CHDDH
MODE,80,FREQUENCY=,636.29428,(CM**-1),CHDDH
MODE,81,FREQUENCY=,637.55640,(CM**-1),CHDDH
MODE,82,FREQUENCY=,649.13575,(CM**-1),CHDDH
MODE,83,FREQUENCY=,652.13633,(CM**-1),CHDDH
MODE,84,FREQUENCY=,663.73140,(CM**-1),CHDDH
MODE,85,FREQUENCY=,668.35365,(CM**-1),CHDDH
MODE,86,FREQUENCY=,669.77808,(CM**-1),CHDDH
MODE,87,FREQUENCY=,678.86034,(CM**-1),CHDDH
MODE,88,FREQUENCY=,680.42524,(CM**-1),CHDDH
MODE,89,FREQUENCY=,687.54002,(CM**-1),CHDDH
MODE,90,FREQUENCY=,722.75216,(CM**-1),CHDDH
MODE,91,FREQUENCY=,729.21519,(CM**-1),CHDDH
MODE,92,FREQUENCY=,748.62708,(CM**-1),CHDDH
MODE,93,FREQUENCY=,786.46376,(CM**-1),CHDDH
MODE,94,FREQUENCY=,819.06430,(CM**-1),CHDDH
MODE,95,FREQUENCY=,875.80620,(CM**-1),CHDDH
MODE,96,FREQUENCY=,924.91217,(CM**-1),CHDDH
MODE,97,FREQUENCY=,943.27096,(CM**-1),CHDDH
MODE,98,FREQUENCY=,947.08051,(CM**-1),CHDDH
MODE,99,FREQUENCY=,948.35885,(CM**-1),CHDDH
MODE,100,FREQUENCY=,951.51679,(CM**-1),CHDDH
MODE,101,FREQUENCY=,960.64925,(CM**-1),CHDDH
MODE,102,FREQUENCY=,997.12980,(CM**-1),CHDDH
MODE,103,FREQUENCY=,1016.53267,(CM**-1),CHDDH
MODE,104,FREQUENCY=,1021.09117,(CM**-1),CHDDH
MODE,105,FREQUENCY=,1024.71019,(CM**-1),CHDDH
MODE,106,FREQUENCY=,1027.16305,(CM**-1),CHDDH
MODE,107,FREQUENCY=,1034.22938,(CM**-1),CHDDH
MODE,108,FREQUENCY=,1035.27128,(CM**-1),CHDDH
MODE,109,FREQUENCY=,1038.58012,(CM**-1),CHDDH
MODE,110,FREQUENCY=,1047.66272,(CM**-1),CHDDH
MODE,111,FREQUENCY=,1054.68905,(CM**-1),CHDDH
MODE,112,FREQUENCY=,1072.01048,(CM**-1),CHDDH
MODE,113,FREQUENCY=,1073.18333,(CM**-1),CHDDH
MODE,114,FREQUENCY=,1078.09620,(CM**-1),CHDDH
MODE,115,FREQUENCY=,1082.09522,(CM**-1),CHDDH
MODE,116,FREQUENCY=,1085.15880,(CM**-1),CHDDH
MODE,117,FREQUENCY=,1089.93955,(CM**-1),CHDDH
MODE,118,FREQUENCY=,1092.84542,(CM**-1),CHDDH
MODE,119,FREQUENCY=,1101.48536,(CM**-1),CHDDH
MODE,120,FREQUENCY=,1103.61704,(CM**-1),CHDDH
MODE,121,FREQUENCY=,1127.97475,(CM**-1),CHDDH
MODE,122,FREQUENCY=,1174.91940,(CM**-1),CHDDH
MODE,123,FREQUENCY=,1183.69483,(CM**-1),CHDDH
MODE,124,FREQUENCY=,1205.71292,(CM**-1),CHDDH
MODE,125,FREQUENCY=,1220.44302,(CM**-1),CHDDH
MODE,126,FREQUENCY=,1268.27108,(CM**-1),CHDDH
MODE,127,FREQUENCY=,1274.14367,(CM**-1),CHDDH
MODE,128,FREQUENCY=,1301.46124,(CM**-1),CHDDH
MODE,129,FREQUENCY=,1305.90832,(CM**-1),CHDDH
MODE,130,FREQUENCY=,1309.33364,(CM**-1),CHDDH
MODE,131,FREQUENCY=,1327.29534,(CM**-1),CHDDH
MODE,132,FREQUENCY=,1356.78879,(CM**-1),CHDDH
MODE,133,FREQUENCY=,1361.82229,(CM**-1),CHDDH
MODE,134,FREQUENCY=,1367.64642,(CM**-1),CHDDH
MODE,135,FREQUENCY=,1393.42605,(CM**-1),CHDDH
MODE,136,FREQUENCY=,1404.80059,(CM**-1),CHDDH
MODE,137,FREQUENCY=,1410.59014,(CM**-1),CHDDH
MODE,138,FREQUENCY=,1428.64271,(CM**-1),CHDDH
MODE,139,FREQUENCY=,1441.12062,(CM**-1),CHDDH
MODE,140,FREQUENCY=,1444.09932,(CM**-1),CHDDH
MODE,141,FREQUENCY=,1448.10334,(CM**-1),CHDDH
MODE,142,FREQUENCY=,1482.28840,(CM**-1),CHDDH
MODE,143,FREQUENCY=,1493.19150,(CM**-1),CHDDH
MODE,144,FREQUENCY=,1494.12282,(CM**-1),CHDDH
MODE,145,FREQUENCY=,1494.72919,(CM**-1),CHDDH
MODE,146,FREQUENCY=,1497.84406,(CM**-1),CHDDH
MODE,147,FREQUENCY=,1498.93585,(CM**-1),CHDDH
MODE,148,FREQUENCY=,1501.16916,(CM**-1),CHDDH
MODE,149,FREQUENCY=,1501.31820,(CM**-1),CHDDH
MODE,150,FREQUENCY=,1506.96330,(CM**-1),CHDDH
MODE,151,FREQUENCY=,1509.01108,(CM**-1),CHDDH
MODE,152,FREQUENCY=,1509.45064,(CM**-1),CHDDH
MODE,153,FREQUENCY=,1509.92176,(CM**-1),CHDDH
MODE,154,FREQUENCY=,1513.85362,(CM**-1),CHDDH
MODE,155,FREQUENCY=,1526.36416,(CM**-1),CHDDH
MODE,156,FREQUENCY=,1532.09381,(CM**-1),CHDDH
MODE,157,FREQUENCY=,1550.70729,(CM**-1),CHDDH
MODE,158,FREQUENCY=,1552.89874,(CM**-1),CHDDH
MODE,159,FREQUENCY=,1600.36537,(CM**-1),CHDDH
MODE,160,FREQUENCY=,1630.76342,(CM**-1),CHDDH
MODE,161,FREQUENCY=,1633.93126,(CM**-1),CHDDH
MODE,162,FREQUENCY=,1636.09743,(CM**-1),CHDDH
MODE,163,FREQUENCY=,1676.59850,(CM**-1),CHDDH
MODE,164,FREQUENCY=,1730.00645,(CM**-1),CHDDH
MODE,165,FREQUENCY=,1737.29045,(CM**-1),CHDDH
MODE,166,FREQUENCY=,2257.56149,(CM**-1),CHDDH
MODE,167,FREQUENCY=,2391.26856,(CM**-1),CHDDH
MODE,168,FREQUENCY=,3059.05902,(CM**-1),CHDDH
MODE,169,FREQUENCY=,3061.36373,(CM**-1),CHDDH
MODE,170,FREQUENCY=,3062.11056,(CM**-1),CHDDH
MODE,171,FREQUENCY=,3066.27381,(CM**-1),CHDDH
MODE,172,FREQUENCY=,3066.45706,(CM**-1),CHDDH
MODE,173,FREQUENCY=,3066.94663,(CM**-1),CHDDH
MODE,174,FREQUENCY=,3120.81517,(CM**-1),CHDDH
MODE,175,FREQUENCY=,3126.70959,(CM**-1),CHDDH
MODE,176,FREQUENCY=,3129.26879,(CM**-1),CHDDH
MODE,177,FREQUENCY=,3132.43939,(CM**-1),CHDDH
MODE,178,FREQUENCY=,3135.13210,(CM**-1),CHDDH
MODE,179,FREQUENCY=,3135.97699,(CM**-1),CHDDH
MODE,180,FREQUENCY=,3139.60686,(CM**-1),CHDDH
MODE,181,FREQUENCY=,3152.26754,(CM**-1),CHDDH
MODE,182,FREQUENCY=,3163.19894,(CM**-1),CHDDH
MODE,183,FREQUENCY=,3168.64655,(CM**-1),CHDDH
MODE,184,FREQUENCY=,3168.85913,(CM**-1),CHDDH
MODE,185,FREQUENCY=,3172.82054,(CM**-1),CHDDH
MODE,186,FREQUENCY=,3203.12087,(CM**-1),CHDDH
MODE,187,FREQUENCY=,3204.53221,(CM**-1),CHDDH
MODE,188,FREQUENCY=,3279.38962,(CM**-1),CHDDH
MODE,189,FREQUENCY=,3298.61061,(CM**-1),CHDDH
MODE,190,FREQUENCY=,3299.58559,(CM**-1),CHDDH
MODE,191,FREQUENCY=,3314.43915,(CM**-1),CHDDH
MODE,192,FREQUENCY=,3389.84432,(CM**-1),CHDDH
MODE,193,FREQUENCY=,3659.80886,(CM**-1),CHDDH
MODE,194,FREQUENCY=,3662.88139,(CM**-1),CHDDH
MODE,195,FREQUENCY=,3696.79562,(CM**-1),CHDDH
12-1-2-2-2,,,,,
MODE,1,FREQUENCY=,-877.11773,(CM**-1),CHDDD
MODE,8,FREQUENCY=,23.55668,(CM**-1),CHDDD
MODE,9,FREQUENCY=,31.33438,(CM**-1),CHDDD
MODE,10,FREQUENCY=,32.80576,(CM**-1),CHDDD
MODE,11,FREQUENCY=,35.87973,(CM**-1),CHDDD
MODE,12,FREQUENCY=,42.79162,(CM**-1),CHDDD
MODE,13,FREQUENCY=,46.15009,(CM**-1),CHDDD
MODE,14,FREQUENCY=,49.52937,(CM**-1),CHDDD
MODE,15,FREQUENCY=,51.79728,(CM**-1),CHDDD
MODE,16,FREQUENCY=,53.46938,(CM**-1),CHDDD
MODE,17,FREQUENCY=,58.85233,(CM**-1),CHDDD
MODE,18,FREQUENCY=,62.08623,(CM**-1),CHDDD
MODE,19,FREQUENCY=,67.21896,(CM**-1),CHDDD
MODE,20,FREQUENCY=,71.76873,(CM**-1),CHDDD
MODE,21,FREQUENCY=,75.98815,(CM**-1),CHDDD
MODE,22,FREQUENCY=,80.84905,(CM**-1),CHDDD
MODE,23,FREQUENCY=,83.06147,(CM**-1),CHDDD
MODE,24,FREQUENCY=,89.05587,(CM**-1),CHDDD
MODE,25,FREQUENCY=,96.70173,(CM**-1),CHDDD
MODE,26,FREQUENCY=,98.28169,(CM**-1),CHDDD
MODE,27,FREQUENCY=,105.78416,(CM**-1),CHDDD
MODE,28,FREQUENCY=,111.61335,(CM**-1),CHDDD
MODE,29,FREQUENCY=,113.58216,(CM**-1),CHDDD
MODE,30,FREQUENCY=,115.65111,(CM**-1),CHDDD
MODE,31,FREQUENCY=,121.71799,(CM**-1),CHDDD
MODE,32,FREQUENCY=,124.47196,(CM**-1),CHDDD
MODE,33,FREQUENCY=,127.29559,(CM**-1),CHDDD
MODE,34,FREQUENCY=,137.33145,(CM**-1),CHDDD
MODE,35,FREQUENCY=,138.48379,(CM**-1),CHDDD
MODE,36,FREQUENCY=,148.40512,(CM**-1),CHDDD
MODE,37,FREQUENCY=,152.95446,(CM**-1),CHDDD
MODE,38,FREQUENCY=,156.97506,(CM**-1),CHDDD
MODE,39,FREQUENCY=,160.12446,(CM**-1),CHDDD
MODE,40,FREQUENCY=,164.99441,(CM**-1),CHDDD
MODE,41,FREQUENCY=,168.53288,(CM**-1),CHDDD
MODE,42,FREQUENCY=,172.76586,(CM**-1),CHDDD
MODE,43,FREQUENCY=,175.31513,(CM**-1),CHDDD
MODE,44,FREQUENCY=,182.63709,(CM**-1),CHDDD
MODE,45,FREQUENCY=,183.53666,(CM**-1),CHDDD
MODE,46,FREQUENCY=,197.72543,(CM**-1),CHDDD
MODE,47,FREQUENCY=,198.66444,(CM**-1),CHDDD
MODE,48,FREQUENCY=,206.90585,(CM**-1),CHDDD
MODE,49,FREQUENCY=,221.00680,(CM**-1),CHDDD
MODE,50,FREQUENCY=,227.78216,(CM**-1),CHDDD
MODE,51,FREQUENCY=,236.44320,(CM**-1),CHDDD
MODE,52,FREQUENCY=,248.95231,(CM**-1),CHDDD
MODE,53,FREQUENCY=,270.14426,(CM**-1),CHDDD
MODE,54,FREQUENCY=,275.86708,(CM**-1),CHDDD
MODE,55,FREQUENCY=,279.77954,(CM**-1),CHDDD
MODE,56,FREQUENCY=,287.29505,(CM**-1),CHDDD
MODE,57,FREQUENCY=,306.33692,(CM**-1),CHDDD
MODE,58,FREQUENCY=,311.51722,(CM**-1),CHDDD
MODE,59,FREQUENCY=,325.28780,(CM**-1),CHDDD
MODE,60,FREQUENCY=,328.25778,(CM**-1),CHDDD
MODE,61,FREQUENCY=,351.83668,(CM**-1),CHDDD
MODE,62,FREQUENCY=,359.32663,(CM**-1),CHDDD
MODE,63,FREQUENCY=,363.02910,(CM**-1),CHDDD
MODE,64,FREQUENCY=,372.90821,(CM**-1),CHDDD
MODE,65,FREQUENCY=,376.56614,(CM**-1),CHDDD
MODE,66,FREQUENCY=,416.83559,(CM**-1),CHDDD
MODE,67,FREQUENCY=,453.42364,(CM**-1),CHDDD
MODE,68,FREQUENCY=,492.10965,(CM**-1),CHDDD
MODE,69,FREQUENCY=,513.21334,(CM**-1),CHDDD
MODE,70,FREQUENCY=,523.07781,(CM**-1),CHDDD
MODE,71,FREQUENCY=,525.83938,(CM**-1),CHDDD
MODE,72,FREQUENCY=,534.94977,(CM**-1),CHDDD
MODE,73,FREQUENCY=,549.97651,(CM**-1),CHDDD
MODE,74,FREQUENCY=,569.11085,(CM**-1),CHDDD
MODE,75,FREQUENCY=,603.05683,(CM**-1),CHDDD
MODE,76,FREQUENCY=,614.65415,(CM**-1),CHDDD
MODE,77,FREQUENCY=,616.97226,(CM**-1),CHDDD
MODE,78,FREQUENCY=,618.02031,(CM**-1),CHDDD
MODE,79,FREQUENCY=,628.28450,(CM**-1),CHDDD
MODE,80,FREQUENCY=,636.29099,(CM**-1),CHDDD
MODE,81,FREQUENCY=,637.54319,(CM**-1),CHDDD
MODE,82,FREQUENCY=,649.13491,(CM**-1),CHDDD
MODE,83,FREQUENCY=,652.13619,(CM**-1),CHDDD
MODE,84,FREQUENCY=,663.53787,(CM**-1),CHDDD
MODE,85,FREQUENCY=,668.35119,(CM**-1),CHDDD
MODE,86,FREQUENCY=,669.74662,(CM**-1),CHDDD
MODE,87,FREQUENCY=,678.84646,(CM**-1),CHDDD
MODE,88,FREQUENCY=,680.18551,(CM**-1),CHDDD
MODE,89,FREQUENCY=,687.52507,(CM**-1),CHDDD
MODE,90,FREQUENCY=,720.38205,(CM**-1),CHDDD
MODE,91,FREQUENCY=,722.75400,(CM**-1),CHDDD
MODE,92,FREQUENCY=,729.21913,(CM**-1),CHDDD
MODE,93,FREQUENCY=,786.18979,(CM**-1),CHDDD
MODE,94,FREQUENCY=,819.05333,(CM**-1),CHDDD
MODE,95,FREQUENCY=,855.10637,(CM**-1),CHDDD
MODE,96,FREQUENCY=,875.80381,(CM**-1),CHDDD
MODE,97,FREQUENCY=,908.88628,(CM**-1),CHDDD
MODE,98,FREQUENCY=,924.94708,(CM**-1),CHDDD
MODE,99,FREQUENCY=,943.30022,(CM**-1),CHDDD
MODE,100,FREQUENCY=,947.11296,(CM**-1),CHDDD
MODE,101,FREQUENCY=,948.36370,(CM**-1),CHDDD
