34.1 1.0 46.9 15.0 0.0
30.22 1.91 6.9 5.0 0.0
31.33 1.17 15.7 12.0 0.0
33.95 0.97 40.1 9.6 0.0
32.45 1.68 30.3 12.1 0.0
32.15 1.27 31.4 22.0 0.0
34.33 3.51 42.8 11.0 0.0
34.68 5.23 33.3 22.0 0.0
33.44 1.2 64.2 15.0 0.0
33.73 1.1 28.9 15.0 0.0
32.41 2.12 59.0 20.0 0.0
29.19 0.82 19.5 11.0 0.0
34.79 2.41 69.0 10.0 0.0
32.42 1.26 28.0 12.9 0.0
33.05 1.31 71.5 12.0 0.0
31.80 2.40 31.5 21.0 0.0
33.64 0.96 29.6 12.0 0.0
30.87 1.38 33.4 12.3 0.0
30.79 1.86 30.9 17.0 0.0
