series,run_name,rev1,rev2,rev3,gammaCDff2,gammaDDff2,f,ln(c/c0),ln(d/d0),DeltaCD,DeltaDD,central_rev1,central_rev2,central_rev3,central_gammaCDff2,central_gammaDDff2,solve_seconds,t_end,tmax,event_reached,f_stop
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.788235294117647,0.0015698542012418865,0.04495951522483895,3.1681093994752776,9.612280264905639,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.795798319327731,0.0015136317018380988,0.04342506565722078,3.036631326602085,9.2538466599895,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.8033613445378152,0.001457909621854622,0.04189303013945467,2.906361629635651,8.89847617906755,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.8109243697478992,0.001402678442892563,0.040363361104522384,2.777282192104552,8.546104527120338,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.8184873949579832,0.0013479290574103105,0.03883601351032654,2.6493758844183652,8.196671929021203,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.8260504201680672,0.001293653636601609,0.03731095326536642,2.5226293283352166,7.8501386869377825,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.8336134453781512,0.0012398435845235813,0.035788137589110085,2.3970264521123075,7.506449203000002,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.8411764705882353,0.00118649058344674,0.03426752493525961,2.2725517812738554,7.165550290758867,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.8487394957983193,0.0011335866492742264,0.03274907633926595,2.1491906537274943,6.8273928788016445,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.8563025210084033,0.0010811240199605353,0.031232754497911554,2.0269288634511966,6.491930517782267,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.8638655462184873,0.0010290949606886013,0.029718521055784753,1.905751998308992,6.159115490211193,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
