series,run_name,sample_id,rev1,rev2,rev3,gammaCDff2,gammaDDff2,f,ln(c/c0),ln(d/d0),DeltaCD,DeltaDD,solve_seconds,t_end,tmax,event_reached,f_stop
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.784873949579832,0.01483290954203776,0.05390782360847162,-3.229815334904706,-10.192966078087453,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.7915966386554623,0.014311608952587148,0.05201325403202106,-3.1164983993322837,-9.836511573266309,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.7983193277310925,0.01379461007025674,0.05013431697044604,-3.00410268637925,-9.48287154092536,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.8050420168067227,0.01328184248474851,0.048270756569601746,-2.8926132266410747,-9.132000894348653,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.8117647058823529,0.012773237567354899,0.04642232345378392,-2.782015428944208,-8.783855701605216,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.8184873949579832,0.012268728289379612,0.04458877405573173,-2.6722950403197174,-8.43839301883348,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.8252100840336134,0.01176824923818629,0.04276987069263398,-2.563438142200528,-8.095570894960327,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.8319327731092439,0.011271736418910888,0.04096538080276747,-2.4554311263463795,-7.755348262186396,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.8386554621848741,0.010779127497566019,0.03917507788512632,-2.348260730110068,-7.41768513935144,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.8453781512605043,0.01029036154497331,0.03739874053406682,-2.2419139903449907,-7.08254242047056,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.8521008403361345,0.009805378923334905,0.03563615201026446,-2.1363782299883245,-6.749881845424973,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.8588235294117648,0.009324121534201722,0.03388710119592101,-2.0316410868104797,-6.419666121769345,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.865546218487395,0.008846532667403336,0.03215138204011194,-1.9276904802472536,-6.091858797991291,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.8722689075630252,0.008372558175045725,0.03042879805269075,-1.8245147545374285,-5.766424803724202,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.8789915966386554,0.007902141154947803,0.028719141917753894,-1.7221020577097377,-5.443328130396396,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.8857142857142857,0.007435230364916417,0.027022227805789247,-1.6204412996260178,-5.122535435282234,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.8924369747899161,0.00697177331768606,0.025337864854480224,-1.5195213689593807,-4.804013103231527,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.8991596638655464,0.006511719538918072,0.02366586970355484,-1.4193314907676629,-4.487728599695611,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.9058823529411766,0.006055019316215533,0.022006061684258504,-1.3198610888285538,-4.17364995589881,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.9126050420168068,0.005601624115280799,0.020358264430942203,-1.2210998258296377,-3.861745926764957,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.919327731092437,0.005151486441603281,0.01872230535486724,-1.1230375854822419,-3.5519859284687922,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.9260504201680673,0.004704559888938519,0.017098015839563795,-1.02566447334037,-3.244340047144447,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.9327731092436975,0.004260798793161409,0.015485229903675925,-0.9289707827667937,-2.938778912732734,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.9394957983193277,0.0038201588759603257,0.01388378670846228,-0.8329470478786836,-2.635273909041987,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.946218487394958,0.0033825963290694035,0.012293527006076183,-0.7375839606182651,-2.3337968577146,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.9529411764705882,0.0029480685788765056,0.01071429611859122,-0.6428724331777372,-2.034320265240264,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.9596638655462186,0.002516533793557119,0.009145942027380019,-0.548803553078125,-1.7368171532558558,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.9663865546218489,0.002087951027201107,0.00758831594018494,-0.45536859214324527,-1.4412610981078409,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.9731092436974791,0.001662280170181586,0.006041272103933817,-0.36255899940709496,-1.1476262077326882,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.9798319327731093,0.001239481961556776,0.00450466786009992,-0.27036639851164995,-0.855887116248086,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.9865546218487395,0.0008195178205507265,0.0029783629913565104,-0.1787825726679329,-0.5660189284598971,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,0.9932773109243698,0.00040242531958057303,0.0014624944689008812,-0.08781567328088534,-0.2780485422976171,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,170,0.0,0.0,0.0,0.9791723142984345,0.9204265857448334,1.0,0.0,0.0,0.0,0.0,0.03750181198120117,40.28366354168705,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.2,0.09615011537395501,0.34941533734515884,-20.738714306132135,-64.26460374627752,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.20672268907563027,0.09426209560354298,0.3425550859799795,-20.335830140744452,-63.04264431132145,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.21344537815126052,0.09242930039187451,0.3358954379719016,-19.944575167214808,-61.854960136822505,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.22016806722689078,0.09064859485857894,0.32942500928182866,-19.564293157501773,-60.69964666299095,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.22689075630252103,0.08891709682585007,0.3231333309391505,-19.194381477816645,-59.574950635102056,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.23361344537815126,0.08723215987955653,0.3170107928987671,-18.8342849552171,-58.479254277221926,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.24033613445378152,0.08559136562884023,0.3110486244932962,-18.483490269491682,-57.41106351314745,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.24705882352941178,0.08399244385030318,0.3052385723954177,-18.141525369759197,-56.36899774658394,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.253781512605042,0.08243333031133546,0.299573148145051,-17.807953383611057,-55.351786655256866,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.2605042016806723,0.08091208871960315,0.29404531728293054,-17.482369111163358,-54.358246307196836,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.26722689075630257,0.07942689557923929,0.28864844132015316,-17.164397704325097,-53.38727645103757,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.2739495798319328,0.07797610216524276,0.2833765450308181,-16.853686451427226,-52.43784857306447,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.280672268907563,0.07655814948952029,0.27822396552479567,-16.54990821213976,-51.50900460892595,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.2873949579831933,0.07517156971842345,0.27318536238940144,-16.25275940457609,-50.59985371351372,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.29411764705882354,0.07381502554681703,0.2682558838386648,-15.961957252447963,-49.70957494918262,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.3008403361344538,0.07248724347608933,0.2634309035607614,-15.677234578519455,-48.83738518385507,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.30756302521008405,0.07118700318802135,0.2587059768388982,-15.398340659973023,-47.98254274545003,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.3142857142857143,0.06991319504672364,0.25407708068798696,-15.125038206981978,-47.14435178820355,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.32100840336134456,0.0686647777301808,0.24954044050095897,-14.85710416649973,-46.32215845503486,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.32773109243697485,0.06744075031176365,0.24509241626745146,-14.594330036176606,-45.51534783381522,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.3344537815126051,0.06624017015188632,0.24072957931604785,-14.336519839475459,-44.72334227795811,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.3411764705882353,0.06506216863656496,0.23644877899294545,-14.083488955543265,-43.94560286585363,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.34789915966386553,0.06390591641580567,0.23224700399946127,-13.835062313158645,-43.18161554347311,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.3546218487394958,0.06277060738190934,0.22812131838840002,-13.59107377099514,-42.43088640884485,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.3613445378151261,0.061655507752117034,0.2240690616573671,-13.351366519431268,-41.692956252045455,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.3680672268907563,0.06055992350196183,0.22008771838435787,-13.115791723249501,-40.96738922972223,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.37478991596638656,0.059483176694531834,0.21617482294833812,-12.884207880020115,-40.25376595230454,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.38151260504201684,0.05842461767581149,0.21232800970932345,-12.65648071869705,-39.55168679329329,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.38823529411764707,0.05738363216033759,0.2085450426590784,-12.432482909333224,-38.86077343108632,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.39495798319327735,0.05635966062485282,0.20482389540258042,-12.212093740181455,-38.180673423336074,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.4016806722689076,0.05535216453393925,0.20116261529068916,-11.9951979812867,-37.511048519560916,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.4084033613445378,0.05436061574624116,0.19755928081926388,-11.78168558873039,-36.85157158575805,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.4151260504201681,0.053384503987719746,0.19401203265245084,-11.571451502043816,-36.20192832202663,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.4218487394957984,0.05242336065753375,0.19051917024281634,-11.364396128739267,-35.561825591340174,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.4285714285714286,0.051476746246600445,0.18707910202145334,-11.160424476425964,-34.930985757081224,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.43529411764705883,0.05054422630764009,0.18369024894494979,-10.959445194022065,-34.30913768788984,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.4420168067226891,0.0496253808615814,0.1803510825577105,-10.761370865103581,-33.696020566441284,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.44873949579831934,0.048719809382914744,0.17706014552625982,-10.566117980397845,-33.09138549168135,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.4554621848739496,0.04782714018670643,0.17381609021959266,-10.373606876609303,-32.49499814438352,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.46218487394957986,0.046947016158285705,0.1706176215185643,-10.183761116197747,-31.906633264270504,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.46890756302521014,0.04607908611503041,0.1674634620660999,-9.996507208555535,-31.3260717307265,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.47563025210084037,0.04522301033921587,0.16435237495232397,-9.811774616953187,-30.753102325184578,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.4823529411764706,0.04437847042028886,0.16128320375119523,-9.629495929362326,-30.187525254623726,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.4890756302521009,0.0435451665869556,0.15825486219610227,-9.449606555801074,-29.6291506819364,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.4957983193277311,0.042722802982807395,0.1552662750534137,-9.272044128334816,-29.077792965546692,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.5025210084033613,0.0419110927035473,0.15231639855533644,-9.096748635950574,-28.5332726899572,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.5092436974789916,0.0411097603162838,0.14940423077823084,-8.923662415523335,-27.995417536100096,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.5159663865546219,0.040318547040568774,0.14652883279443532,-8.752730209371823,-27.46406411598595,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.5226890756302521,0.039537204205818466,0.1436893026156895,-8.583898779859569,-26.939055063485924,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.5294117647058824,0.038765486557830166,0.14088474834226566,-8.417116626925996,-26.42023640680952,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.5361344537815127,0.038003156325670535,0.13811430468087924,-8.252334083472288,-25.907459165265657,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.5428571428571429,0.03724998772919934,0.13537715124101468,-8.089503428724814,-25.40058116574978,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.5495798319327732,0.03650576765035508,0.13267251545722256,-7.92857880917285,-24.8994671220196,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.5563025210084034,0.035770285493057975,0.12999963199028566,-7.769515735115345,-24.403984220230583,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.5630252100840336,0.035043336480460166,0.12735775603372074,-7.61227121173462,-23.914003617223543,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.5697478991596638,0.0343247230373289,0.12474616899530494,-7.456803744966637,-23.429400977233154,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.5764705882352941,0.033614257716204875,0.12216419040982679,-7.303073397282112,-22.950057614108303,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.5831932773109244,0.03291176024892638,0.1196111662585683,-7.15104157855506,-22.47585906443599,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.5899159663865546,0.03221705266749572,0.11708644942361698,-7.000670815182192,-22.006693024800764,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.596638655462185,0.03152996238498037,0.11458941212348647,-6.85192486879845,-21.542450730958887,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.6033613445378152,0.0308503236633496,0.1121194519578382,-6.704768727703391,-21.083027433810628,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.6100840336134454,0.030177978942959965,0.10967599740799529,-6.559168584454472,-20.62832278552306,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.6168067226890757,0.029512773162716596,0.10725848499535974,-6.415091617278947,-20.1782385976282,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.6235294117647059,0.028854555613695463,0.104866366822951,-6.272506026893397,-19.732679557223744,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.6302521008403361,0.028203180451008704,0.1024991127304302,-6.1313810126311,-19.291553365278656,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.6369747899159663,0.02755850715375883,0.10015621222594527,-5.991686756908936,-18.854770904486763,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.6436974789915967,0.02692039983320979,0.09783717178950334,-5.853394355719943,-18.42224586768888,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.6504201680672269,0.026288725956387867,0.09554150980092709,-5.716475736701266,-17.9938941566759,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.6571428571428573,0.025663357288061222,0.09326876038639237,-5.5809036771427385,-17.569634297661917,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.6638655462184875,0.02504416906160509,0.0910184701416191,-5.446651744071572,-17.149387054243313,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.6705882352941177,0.024431040299900304,0.08879019948511992,-5.313694279921922,-16.73307552908208,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.6773109243697479,0.023823853686857452,0.08658352220341022,-5.182006369029732,-16.320625066215584,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.6840336134453782,0.023222494988726174,0.08439802314502229,-5.051563810411499,-15.911963052185369,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.6907563025210084,0.02262685351238628,0.08223330011691622,-4.922343114004137,-15.50701908946615,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.6974789915966386,0.022036821503837675,0.0800889615549874,-4.794321426473131,-15.105724593999746,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.7042016806722688,0.02145229421587276,0.07796462683191878,-4.667476520782773,-14.708012828440843,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.7109243697478993,0.02087317006541029,0.0758599269470477,-4.5417867753770045,-14.31381891670363,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.7176470588235295,0.020299349970355988,0.07377450181732606,-4.41723118291473,-13.92307975718762,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.7243697478991598,0.01973073765709354,0.07170800157231956,-4.293789334193784,-13.53573409162596,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.73109243697479,0.019167239470031436,0.06966008589595188,-4.17144134724278,-13.151722211217608,0.03754591941833496,40.28366354178754,1000.0,True,0.195
MCR KIE (Ab initio),mc,171,0.0,0.0,0.0,0.9642578200875048,0.9280000291171143,0.7378151260504202,0.01860876427337126,0.06763042368437404,-4.05016783621316,-12.770985848678187,0.03754591941833496,40.28366354178754,1000.0,True,0.195
