series,run_name,sample_id,rev1,rev2,rev3,gammaCDff2,gammaDDff2,f,ln(c/c0),ln(d/d0),DeltaCD,DeltaDD,solve_seconds,t_end,tmax,event_reached,f_stop
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.3613445378151261,0.06165550937531431,0.22406906798102663,-13.351366714508435,-41.69295740448604,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.3680672268907563,0.06055992435574102,0.22008772160873466,-13.11579189166296,-40.96739009458461,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.37478991596638656,0.05948317719801145,0.21617482475939223,-12.884208037228754,-40.25376668607494,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.38151260504201684,0.0584246189744035,0.21232801474852622,-12.656480887026282,-39.55168775999028,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.38823529411764707,0.05738363362949177,0.2085450484108337,-12.43248306741698,-38.86077440066173,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.39495798319327735,0.05635966145299008,0.2048238985779018,-12.212093872363885,-38.18067413821776,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.4016806722689076,0.05535216503239711,0.20116261713951428,-11.995198100756868,-37.51104910356207,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.4084033613445378,0.05436061612474345,0.19755928218892674,-11.78168570120945,-36.851572111986115,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.4151260504201681,0.053384504750218095,0.194012035584394,-11.571451618114844,-36.20192895622,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.4218487394957984,0.052423361504235655,0.190519173534273,-11.364396235111288,-35.56182621116598,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.4285714285714286,0.05147674673132712,0.1870791038688945,-11.160424561407618,-34.93098620796288,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.43529411764705883,0.05054422661069787,0.1836902500703611,-10.95944526647816,-34.30913804659935,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.4420168067226891,0.04962538144551436,0.1803510848292404,-10.76137093839768,-33.69602100012138,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.44873949579831934,0.04871981007683084,0.17706014825623428,-10.56611804801357,-33.09138593284601,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.4554621848739496,0.04782714057183121,0.1738160917136342,-10.373606928184277,-32.49499844708435,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.46218487394957986,0.04694701637532422,0.17061762233956881,-10.183761159065337,-31.906633490630536,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.46890756302521014,0.04607908626076372,0.16746346260316625,-9.996507246627097,-31.326071919810584,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.47563025210084037,0.04522301061716737,0.16435237602858288,-9.811774655574846,-30.753102549917493,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.4823529411764706,0.044378470756166966,0.16128320506868443,-9.629495965069784,-30.187525483193046,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.4890756302521009,0.04354516676158278,0.15825486286861418,-9.449606582688606,-29.629150835212236,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.4957983193277311,0.0427228030754123,0.15526627539845086,-9.27204415026527,-29.0777930780855,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.5025210084033613,0.04191109291170399,0.1523163993683437,-9.096748660416242,-28.533272841387912,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.5092436974789916,0.041109760604102104,0.1494042319166966,-8.923662439967382,-27.995417707861037,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.5159663865546219,0.040318547176172746,0.14652883332541974,-8.752730224622209,-27.46406421318201,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.5226890756302521,0.03953720425496462,0.14368930280159792,-8.583898789821028,-26.93905511747725,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.5294117647058824,0.03876548656663698,0.1408847483678517,-8.41711663391941,-26.420236438276568,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.5361344537815127,0.03800315638420313,0.13811430490884766,-8.25233409092125,-25.90745921111549,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.5428571428571429,0.03724998782650853,0.13537715162800973,-8.089503435773535,-25.40058122004032,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.5495798319327732,0.036505767667904504,0.13267251552571355,-7.928578811422309,-24.899467136566873,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.5563025210084034,0.03577028546988332,0.12999963189604788,-7.769515734926732,-24.40398421412316,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.5630252100840336,0.03504333650204657,0.12735775611989983,-7.612271213065625,-23.91400362819945,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.5697478991596638,0.034324723111580586,0.12474616929413336,-7.456803747898592,-23.429401007949615,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.5764705882352941,0.03361425772387018,0.12216419044231258,-7.303073396517795,-22.950057612968113,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.5831932773109244,0.032911760221317254,0.11961116614943601,-7.151041576136805,-22.475859047362274,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.5899159663865546,0.032217052626849006,0.1170864492617655,-7.000670812372442,-22.00669300252449,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.596638655462185,0.031529962365444586,0.1145894120466809,-6.851924866761817,-21.542450717165988,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.6033613445378152,0.03085032367166683,0.11211945199341873,-6.70476872659936,-21.083027431077074,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.6100840336134454,0.030177978930330508,0.10967599735844809,-6.559168583053993,-20.628322776162058,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.6168067226890757,0.029512773143055334,0.10725848491664268,-6.4150916161622495,-20.178238587548492,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.6235294117647059,0.02885455560395452,0.1048663667834416,-6.272506026664848,-19.732679553455426,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.6302521008403361,0.02820318045798701,0.10249911275782621,-6.13138101336173,-19.291553370007005,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.6369747899159663,0.02755850715613234,0.10015621223484411,-5.991686757425676,-18.854770907109767,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.6436974789915967,0.02692039983543207,0.09783717179784904,-5.853394356192512,-18.422245870084755,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.6504201680672269,0.026288725959348065,0.095541509812329,-5.716475737147415,-17.99389415916416,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.6571428571428573,0.02566335729055755,0.09326876039606485,-5.5809036774767,-17.569634299558178,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.6638655462184875,0.025044169066228892,0.0910184701600126,-5.4466517443885945,-17.149387056633003,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.6705882352941177,0.024431040300384968,0.08879019948672624,-5.31369428015313,-16.733075530016336,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.6773109243697479,0.023823853686998006,0.08658352220349164,-5.182006369338461,-16.320625067371083,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.6840336134453782,0.023222494989950743,0.08439802314941552,-5.051563810798458,-15.911963053954375,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.6907563025210084,0.022626853512126184,0.08223330011573145,-4.9223431140656375,-15.507019089489061,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.6974789915966386,0.022036821504012424,0.08008896155579007,-4.794321426393576,-15.105724593549546,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.7042016806722688,0.02145229421681769,0.0779646268358649,-4.667476520705245,-14.708012828201134,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.7109243697478993,0.020873170066105447,0.07585992694949559,-4.541786775616537,-14.313818917710249,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.7176470588235295,0.02029934997175947,0.07377450182212883,-4.417231183513528,-13.923079759878895,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.7243697478991598,0.01973073765845409,0.07170800157738644,-4.29378933450096,-13.535734093101734,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.73109243697479,0.019167239471538994,0.0696600859017992,-4.171441347431582,-13.151722212241394,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.7378151260504202,0.01860876427457926,0.06763042368887509,-4.05016783648306,-12.770985849956254,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.7445378151260504,0.018055223294527963,0.06561869235656585,-3.929949952071619,-12.393468349352379,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.7512605042016807,0.017506530120829363,0.06362457790644116,-3.8107693470918513,-12.019114569684008,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.7579831932773109,0.01696260055583782,0.06164777438373077,-3.6926081367112356,-11.647870720697387,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.7647058823529411,0.016423352624702424,0.059687983932092986,-3.5754488959531967,-11.27968439602945,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.7714285714285716,0.015888706405235337,0.05774491612784996,-3.4592746468059286,-10.914504512726694,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.7781512605042018,0.015358584017916373,0.05581828797799749,-3.3440688388853053,-10.55228126542914,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.784873949579832,0.01483290954147468,0.053907823606366964,-3.229815334780802,-10.192966077478777,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.7915966386554623,0.014311608951847122,0.052013254029263156,-3.1164983991662303,-9.836511572459955,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.7983193277310925,0.013794610069447941,0.05013431696743459,-3.0041026861951017,-9.482871540029572,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.8050420168067227,0.013281842484074435,0.04827075656711019,-2.8926132264742725,-9.132000893539523,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.8117647058823529,0.012773237566573867,0.04642232345085478,-2.7820154287806087,-8.783855700801894,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.8184873949579832,0.012268728288959896,0.04458877405415042,-2.6722950402345624,-8.438393018404414,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.8252100840336134,0.011768249237725055,0.04276987069088906,-2.5634381421131773,-8.095570894512814,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.8319327731092439,0.011271736418733552,0.04096538080209065,-2.4554311263149518,-7.755348262018011,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.8386554621848741,0.010779127497558418,0.03917507788508751,-2.3482607301120244,-7.41768513934873,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.8453781512605043,0.010290361544852114,0.03739874053359146,-2.2419139903360303,-7.082542420436166,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.8521008403361345,0.009805378922232398,0.0356361520060499,-2.1363782298268608,-6.749881844904851,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.8588235294117648,0.009324121532284325,0.033887101188604773,-2.031641086498422,-6.4196661208646795,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.865546218487395,0.00884653266540108,0.03215138203249286,-1.9276904798640855,-6.091858797022001,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.8722689075630252,0.008372558175845849,0.03042879805573332,-1.8245147546860534,-5.7664248040984845,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.8789915966386554,0.007902141154651864,0.02871914191661659,-1.7221020576604429,-5.4433281302609835,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.8857142857142857,0.007435230364993745,0.02702222780608119,-1.6204412996375306,-5.122535435311722,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.8924369747899161,0.00697177331758415,0.02533786485408696,-1.5195213689387708,-4.8040131031804005,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.8991596638655464,0.006511719538905434,0.023665869703503158,-1.419331490763198,-4.487728599685586,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.9058823529411766,0.006055019316215384,0.022006061684252645,-1.3198610888286513,-4.173649955896432,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.9126050420168068,0.005601624115282719,0.02035826443094504,-1.2210998258316907,-3.8617459267640672,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.919327731092437,0.005151486441603575,0.018722305354863876,-1.123037585483063,-3.551985928466033,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.9260504201680673,0.004704559889095743,0.017098015840159943,-1.0256644733674243,-3.244340047208967,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.9327731092436975,0.004260798793117767,0.01548522990350805,-0.9289707827578049,-2.938778912710367,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.9394957983193277,0.0038201588760252737,0.013883786708704673,-0.8329470478928412,-2.6352739090695625,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.946218487394958,0.0033825963290736237,0.012293527006092323,-0.7375839606195839,-2.333796857714745,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.9529411764705882,0.002948068578878507,0.010714296118597654,-0.6428724331781736,-2.0343202652406,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.9596638655462186,0.0025165337935572586,0.00914594202738154,-0.5488035530777825,-1.7368171532549217,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.9663865546218489,0.002087951027207641,0.007588315940209728,-0.4553685921445187,-1.441261098110664,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.9731092436974791,0.0016622801702162323,0.006041272104066707,-0.3625589994120587,-1.1476262077441426,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.9798319327731093,0.0012394819617654834,0.004504667860905902,-0.27036639854139877,-0.8558871163202689,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.9865546218487395,0.0008195178206768421,0.0029783629918357707,-0.17878257270001172,-0.5660189285150371,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,0.9932773109243698,0.0004024253195804981,0.0014624944689002562,-0.08781567328099713,-0.2780485422985591,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,150,0.0,0.0,0.0,0.9738310565473168,0.9124533506058446,1.0,0.0,0.0,0.0,0.0,0.03874921798706055,40.28366354123166,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.2,0.09615011581222274,0.34941533899898625,-20.738714397270495,-64.26460422856292,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.20672268907563027,0.09426209608821522,0.3425550877915265,-20.33583025228068,-63.04264488419285,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.21344537815126052,0.09242930115709751,0.33589544092159906,-19.944575282663628,-61.854960787159236,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.22016806722689078,0.09064859569288453,0.3294250125163896,-19.564293269130065,-60.69964730189155,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.22689075630252103,0.08891709806716466,0.323133335877597,-19.194381559250584,-59.5749512333923,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.23361344537815126,0.08723216098013627,0.3170107972497513,-18.83428504554087,-58.47925488081347,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.24033613445378152,0.08559136654358213,0.3110486280574291,-18.4834903793055,-57.41106415783012,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.24705882352941178,0.08399244475761565,0.30523857592041737,-18.14152548623768,-56.36899842246743,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.253781512605042,0.0824333310626598,0.29957315101272286,-17.807953514526186,-55.35178735872405,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.2605042016806723,0.08091208990563024,0.29404532196465416,-17.482369217276023,-54.358247021491586,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.26722689075630257,0.07942689662456971,0.28864844537378326,-17.164397846028113,-53.38727727799001,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.2739495798319328,0.0779761029274068,0.2833765478486853,-16.853686645207056,-52.43784954076109,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.280672268907563,0.07655815070937036,0.27822397012600625,-16.549908460039244,-51.509005892414486,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.2873949579831933,0.07517157075119862,0.2731853662655268,-16.25275962823209,-50.59985486151947,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.29411764705882354,0.07381502620346196,0.26825588625400615,-15.961957428261325,-49.70957582220779,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.3008403361344538,0.07248724407738981,0.2634309057909019,-15.677234727276234,-48.83738593265089,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.30756302521008405,0.0711870041019339,0.2587059803971187,-15.398340774217964,-47.98254342757028,0.04099392890930176,40.28366354189128,1000.0,True,0.195
MCR KIE (Ab initio),mc,151,0.0,0.0,0.0,0.9685689283783575,0.9210504807067427,0.3142857142857143,0.06991319595710772,0.25407708422573916,-15.125038324518068,-47.14435247893064,0.04099392890930176,40.28366354189128,1000.0,True,0.195
